Date,ISRAEL LARGE GROWTH Large Cap
2001-11-08,699.019
2001-11-09,717.223
2001-11-12,735.134
2001-11-13,767.87
2001-11-14,746.027
2001-11-15,743.169
2001-11-16,733.205
2001-11-19,768.22
2001-11-20,718.833
2001-11-21,728.035
2001-11-22,729.072
2001-11-23,726.791
2001-11-26,737.789
2001-11-27,748.618
2001-11-28,727.587
2001-11-29,750.184
2001-11-30,733.46
2001-12-03,710.418
2001-12-04,735.016
2001-12-05,766.654
2001-12-06,758.152
2001-12-07,745.303
2001-12-10,745.177
2001-12-11,751.215
2001-12-12,769.093
2001-12-13,758.796
2001-12-14,742.818
2001-12-17,783.895
2001-12-18,801.279
2001-12-19,787.919
2001-12-20,742.222
2001-12-21,754.172
2001-12-24,754.701
2001-12-25,755.526
2001-12-26,768.118
2001-12-27,756.2
2001-12-28,763.739
2001-12-31,758.423
2002-01-01,763.683
2002-01-02,772.856
2002-01-03,800.391
2002-01-04,825.325
2002-01-07,848.709
2002-01-08,839.451
2002-01-09,849.955
2002-01-10,845.723
2002-01-11,845.6
2002-01-14,817.176
2002-01-15,751.834
2002-01-16,718.269
2002-01-17,701.914
2002-01-18,714.946
2002-01-21,710.563
2002-01-22,702.096
2002-01-23,699.635
2002-01-24,721.461
2002-01-25,705.986
2002-01-28,713.038
2002-01-29,700.797
2002-01-30,675.474
2002-01-31,721.21
2002-02-01,712.599
2002-02-04,692.029
2002-02-05,671.313
2002-02-06,666.181
2002-02-07,661.591
2002-02-08,680.354
2002-02-11,660.822
2002-02-12,652.202
2002-02-13,659.268
2002-02-14,648.383
2002-02-15,637.141
2002-02-18,629.478
2002-02-19,613.193
2002-02-20,613.162
2002-02-21,595.767
2002-02-22,606.81
2002-02-25,623.689
2002-02-26,636.237
2002-02-27,618.893
2002-02-28,596.928
2002-03-01,620.122
2002-03-04,667.386
2002-03-05,669.529
2002-03-06,659.834
2002-03-07,667.481
2002-03-08,683.522
2002-03-11,697.58
2002-03-12,670.373
2002-03-13,653.667
2002-03-14,654.749
2002-03-15,641.445
2002-03-18,663.226
2002-03-19,656.337
2002-03-20,624.047
2002-03-21,649.705
2002-03-22,633.519
2002-03-25,636.632
2002-03-26,626.031
2002-03-27,624.128
2002-03-28,616.285
2002-03-29,616.285
2002-04-01,592.162
2002-04-02,575.948
2002-04-03,569.677
2002-04-04,506.636
2002-04-05,510.405
2002-04-08,516.255
2002-04-09,504.263
2002-04-10,507.899
2002-04-11,501.097
2002-04-12,502.164
2002-04-15,510.194
2002-04-16,511.856
2002-04-17,501.48
2002-04-18,505.163
2002-04-19,502.256
2002-04-22,486.506
2002-04-23,474.489
2002-04-24,470.867
2002-04-25,476.583
2002-04-26,462.284
2002-04-29,453.563
2002-04-30,469.211
2002-05-01,465.242
2002-05-02,462.907
2002-05-03,460.39
2002-05-06,459.619
2002-05-07,471.256
2002-05-08,497.707
2002-05-09,488.444
2002-05-10,479.35
2002-05-13,487.881
2002-05-14,511.997
2002-05-15,503.986
2002-05-16,511.691
2002-05-17,517.164
2002-05-20,526.396
2002-05-21,520.779
2002-05-22,502.926
2002-05-23,510.04
2002-05-24,509.957
2002-05-27,512.849
2002-05-28,509.224
2002-05-29,499.878
2002-05-30,501.285
2002-05-31,494.609
2002-06-03,487.675
2002-06-04,507.486
2002-06-05,503.831
2002-06-06,499.582
2002-06-07,495.554
2002-06-10,490.288
2002-06-11,474.979
2002-06-12,465.102
2002-06-13,465.226
2002-06-14,466.23
2002-06-17,477.281
2002-06-18,478.188
2002-06-19,469.961
2002-06-20,458.942
2002-06-21,455.133
2002-06-24,442.978
2002-06-25,433.931
2002-06-26,431.239
2002-06-27,448.202
2002-06-28,451.684
2002-07-01,429.606
2002-07-02,433.138
2002-07-03,460.152
2002-07-04,459.376
2002-07-05,456.941
2002-07-08,454.198
2002-07-09,448.626
2002-07-10,436.055
2002-07-11,418.584
2002-07-12,421.83
2002-07-15,451.475
2002-07-16,446.883
2002-07-17,454.595
2002-07-18,452.445
2002-07-19,450.07
2002-07-22,457.748
2002-07-23,440.149
2002-07-24,459.586
2002-07-25,450.548
2002-07-26,460.54
2002-07-29,493.295
2002-07-30,506.528
2002-07-31,497.538
2002-08-01,488.079
2002-08-02,490.11
2002-08-05,468.302
2002-08-06,483.085
2002-08-07,483.374
2002-08-08,509.819
2002-08-09,506.322
2002-08-12,504.634
2002-08-13,491.897
2002-08-14,514.529
2002-08-15,526.277
2002-08-16,529.296
2002-08-19,537.057
2002-08-20,523.619
2002-08-21,536.294
2002-08-22,534.864
2002-08-23,534.914
2002-08-26,536.528
2002-08-27,521.579
2002-08-28,506.48
2002-08-29,510.279
2002-08-30,499.526
2002-09-02,501.729
2002-09-03,479.502
2002-09-04,493.624
2002-09-05,489.333
2002-09-06,503.922
2002-09-09,519.525
2002-09-10,523.409
2002-09-11,530.457
2002-09-12,516.103
2002-09-13,521.429
2002-09-16,510.281
2002-09-17,517.08
2002-09-18,514.206
2002-09-19,491.587
2002-09-20,486.171
2002-09-23,476.916
2002-09-24,476.946
2002-09-25,483.362
2002-09-26,479.376
2002-09-27,468.735
2002-09-30,455.668
2002-10-01,450.166
2002-10-02,449.595
2002-10-03,455.383
2002-10-04,458.299
2002-10-07,444.622
2002-10-08,442.346
2002-10-09,440.579
2002-10-10,458.53
2002-10-11,473.989
2002-10-14,478.734
2002-10-15,492.164
2002-10-16,487.196
2002-10-17,501.93
2002-10-18,446.489
2002-10-21,448.393
2002-10-22,450.751
2002-10-23,458.946
2002-10-24,466.693
2002-10-25,476.173
2002-10-28,467.698
2002-10-29,460.4
2002-10-30,483.766
2002-10-31,480.949
2002-11-01,489.609
2002-11-04,508.997
2002-11-05,515.429
2002-11-06,517.171
2002-11-07,504.758
2002-11-08,499.054
2002-11-11,481.901
2002-11-12,479.062
2002-11-13,490.068
2002-11-14,504.512
2002-11-15,516.047
2002-11-18,521.075
2002-11-19,509.409
2002-11-20,524.457
2002-11-21,553.18
2002-11-22,546.883
2002-11-25,543.352
2002-11-26,533.119
2002-11-27,547.43
2002-11-28,552.066
2002-11-29,553.231
2002-12-02,553.181
2002-12-03,531.543
2002-12-04,524.895
2002-12-05,518.165
2002-12-06,509.189
2002-12-09,496.147
2002-12-10,497.826
2002-12-11,495.335
2002-12-12,501.431
2002-12-13,488.92
2002-12-16,500.582
2002-12-17,495.421
2002-12-18,487.587
2002-12-19,491.616
2002-12-20,496.086
2002-12-23,487.237
2002-12-24,481.369
2002-12-25,478.563
2002-12-26,475.475
2002-12-27,470.283
2002-12-30,472.273
2002-12-31,471.751
2003-01-01,478.438
2003-01-02,495.655
2003-01-03,505.313
2003-01-06,515.056
2003-01-07,510.079
2003-01-08,510.301
2003-01-09,520.35
2003-01-10,521.179
2003-01-13,514.797
2003-01-14,523.065
2003-01-15,515.79
2003-01-16,510.343
2003-01-17,494.093
2003-01-20,500.274
2003-01-21,493.991
2003-01-22,498.233
2003-01-23,516.004
2003-01-24,504.728
2003-01-27,503.394
2003-01-28,504.515
2003-01-29,509.885
2003-01-30,503.399
2003-01-31,498.915
2003-02-03,502.143
2003-02-04,489.807
2003-02-05,482.664
2003-02-06,478.372
2003-02-07,476.117
2003-02-10,476.459
2003-02-11,485.041
2003-02-12,486.756
2003-02-13,471.994
2003-02-14,479.385
2003-02-17,496.776
2003-02-18,512.579
2003-02-19,507.966
2003-02-20,507.877
2003-02-21,509.285
2003-02-24,502.668
2003-02-25,502.394
2003-02-26,495.97
2003-02-27,503.433
2003-02-28,505.33
2003-03-03,501.612
2003-03-04,498.423
2003-03-05,491.48
2003-03-06,494.795
2003-03-07,495.545
2003-03-10,488.696
2003-03-11,485.979
2003-03-12,487.186
2003-03-13,504.777
2003-03-14,502.628
2003-03-17,521.131
2003-03-18,529.546
2003-03-19,532.398
2003-03-20,536.965
2003-03-21,535.626
2003-03-24,528.347
2003-03-25,534.191
2003-03-26,551.195
2003-03-27,552.849
2003-03-28,542.56
2003-03-31,531.11
2003-04-01,535.198
2003-04-02,555.223
2003-04-03,565.955
2003-04-04,559.287
2003-04-07,559.608
2003-04-08,559.143
2003-04-09,561.367
2003-04-10,555.801
2003-04-11,555.488
2003-04-14,563.735
2003-04-15,576.333
2003-04-16,574.1
2003-04-17,581.012
2003-04-18,581.012
2003-04-21,591.302
2003-04-22,591.888
2003-04-23,591.727
2003-04-24,584.096
2003-04-25,573.448
2003-04-28,590.808
2003-04-29,592.214
2003-04-30,590.036
2003-05-01,590.681
2003-05-02,614.391
2003-05-05,607.814
2003-05-06,609.034
2003-05-07,615.641
2003-05-08,612.928
2003-05-09,622.401
2003-05-12,622.926
2003-05-13,612.21
2003-05-14,613.046
2003-05-15,618.019
2003-05-16,613.903
2003-05-19,595.744
2003-05-20,586.115
2003-05-21,583.991
2003-05-22,601.177
2003-05-23,605.943
2003-05-26,617.077
2003-05-27,625.914
2003-05-28,647.567
2003-05-29,649.829
2003-05-30,653.362
2003-06-02,659.904
2003-06-03,661.429
2003-06-04,661.905
2003-06-05,665.719
2003-06-06,668.986
2003-06-09,671.286
2003-06-10,675.394
2003-06-11,675.959
2003-06-12,693.19
2003-06-13,683.231
2003-06-16,726.595
2003-06-17,735.181
2003-06-18,727.339
2003-06-19,724.129
2003-06-20,721.153
2003-06-23,705.59
2003-06-24,695.721
2003-06-25,705.722
2003-06-26,718.492
2003-06-27,721.392
2003-06-30,732.754
2003-07-01,732.738
2003-07-02,742.668
2003-07-03,743.3
2003-07-04,743.862
2003-07-07,754.911
2003-07-08,749.628
2003-07-09,752.365
2003-07-10,738.677
2003-07-11,739.445
2003-07-14,741.757
2003-07-15,735.769
2003-07-16,742.38
2003-07-17,730.842
2003-07-18,731.092
2003-07-21,680.215
2003-07-22,677.382
2003-07-23,665.124
2003-07-24,666.32
2003-07-25,671.492
2003-07-28,693.89
2003-07-29,707.111
2003-07-30,700.973
2003-07-31,698.46
2003-08-01,691.144
2003-08-04,687.716
2003-08-05,683.866
2003-08-06,666.15
2003-08-07,668.008
2003-08-08,663.721
2003-08-11,666.048
2003-08-12,663.027
2003-08-13,674.006
2003-08-14,673.796
2003-08-15,673.639
2003-08-18,679.201
2003-08-19,687.297
2003-08-20,682.682
2003-08-21,690.021
2003-08-22,687.413
2003-08-25,700.775
2003-08-26,693.296
2003-08-27,697.303
2003-08-28,704.384
2003-08-29,713.12
2003-09-01,709.323
2003-09-02,722.632
2003-09-03,745.899
2003-09-04,761.289
2003-09-05,753.554
2003-09-08,756.97
2003-09-09,751.996
2003-09-10,735.961
2003-09-11,732.175
2003-09-12,727.352
2003-09-15,728.05
2003-09-16,728.08
2003-09-17,729.945
2003-09-18,736.233
2003-09-19,730.765
2003-09-22,719.903
2003-09-23,720.89
2003-09-24,712.457
2003-09-25,700.689
2003-09-26,695.2
2003-09-29,687.775
2003-09-30,685.3
2003-10-01,702.268
2003-10-02,704.225
2003-10-03,717.189
2003-10-06,716.662
2003-10-07,698.248
2003-10-08,696.025
2003-10-09,704.153
2003-10-10,705.286
2003-10-13,705.757
2003-10-14,709.72
2003-10-15,714.094
2003-10-16,718.554
2003-10-17,710.307
2003-10-20,702.427
2003-10-21,702.009
2003-10-22,686.231
2003-10-23,674.679
2003-10-24,670.751
2003-10-27,682.233
2003-10-28,702.628
2003-10-29,709.93
2003-10-30,699.106
2003-10-31,697.15
2003-11-03,712.875
2003-11-04,706.871
2003-11-05,703.797
2003-11-06,706.472
2003-11-07,704.963
2003-11-10,703.656
2003-11-11,699.527
2003-11-12,705.26
2003-11-13,709.795
2003-11-14,698.575
2003-11-17,689.745
2003-11-18,689.596
2003-11-19,690.764
2003-11-20,681.292
2003-11-21,682.946
2003-11-24,691.236
2003-11-25,696.602
2003-11-26,710.643
2003-11-27,722.215
2003-11-28,722.963
2003-12-01,728.644
2003-12-02,734.226
2003-12-03,743.709
2003-12-04,723.522
2003-12-05,722.341
2003-12-08,709.57
2003-12-09,716.054
2003-12-10,703.128
2003-12-11,711.01
2003-12-12,710.266
2003-12-15,701.437
2003-12-16,699.535
2003-12-17,700.355
2003-12-18,696.473
2003-12-19,695.614
2003-12-22,690.023
2003-12-23,683.824
2003-12-24,685.493
2003-12-25,678.362
2003-12-26,678.048
2003-12-29,690.889
2003-12-30,686.216
2003-12-31,688.524
2004-01-01,688.524
2004-01-02,688.156
2004-01-05,711.559
2004-01-06,721.221
2004-01-07,708.088
2004-01-08,714.169
2004-01-09,716.632
2004-01-12,716.833
2004-01-13,724.682
2004-01-14,720.098
2004-01-15,717.627
2004-01-16,725.127
2004-01-19,730.206
2004-01-20,740.785
2004-01-21,726.917
2004-01-22,729.065
2004-01-23,729.205
2004-01-26,769.828
2004-01-27,765.735
2004-01-28,768.134
2004-01-29,764.11
2004-01-30,763.888
2004-02-02,772.29
2004-02-03,777.132
2004-02-04,790.532
2004-02-05,803.304
2004-02-06,808.451
2004-02-09,809.667
2004-02-10,805.709
2004-02-11,811.291
2004-02-12,814.598
2004-02-13,816.288
2004-02-16,821.614
2004-02-17,829.323
2004-02-18,802.551
2004-02-19,809.693
2004-02-20,807.539
2004-02-23,797.267
2004-02-24,794.388
2004-02-25,801.461
2004-02-26,804.773
2004-02-27,803.788
2004-03-01,815.946
2004-03-02,823.9
2004-03-03,810.236
2004-03-04,807.383
2004-03-05,808.409
2004-03-08,807.008
2004-03-09,798.309
2004-03-10,794.464
2004-03-11,777.33
2004-03-12,776.885
2004-03-15,784.65
2004-03-16,779.126
2004-03-17,782.26
2004-03-18,784.008
2004-03-19,784.181
2004-03-22,766.657
2004-03-23,764.604
2004-03-24,762.581
2004-03-25,772.384
2004-03-26,772.022
2004-03-29,774.745
2004-03-30,772.59
2004-03-31,789.878
2004-04-01,789.588
2004-04-02,790.31
2004-04-05,799.764
2004-04-06,798.16
2004-04-07,801.07
2004-04-08,803.087
2004-04-09,803.087
2004-04-12,803.157
2004-04-13,797.941
2004-04-14,772.707
2004-04-15,777.643
2004-04-16,774.696
2004-04-19,795.745
2004-04-20,806.354
2004-04-21,812.894
2004-04-22,810.378
2004-04-23,813.262
2004-04-26,804.436
2004-04-27,805.377
2004-04-28,823.127
2004-04-29,811.283
2004-04-30,807.572
2004-05-03,779.666
2004-05-04,790.524
2004-05-05,788.585
2004-05-06,786.139
2004-05-07,785.854
2004-05-10,767.948
2004-05-11,779.829
2004-05-12,783.688
2004-05-13,788.51
2004-05-14,787.954
2004-05-17,794.885
2004-05-18,798.526
2004-05-19,808.478
2004-05-20,794.802
2004-05-21,798.068
2004-05-24,809.688
2004-05-25,812.119
2004-05-26,811.476
2004-05-27,817.001
2004-05-28,813.657
2004-05-31,810.9
2004-06-01,816.768
2004-06-02,821.651
2004-06-03,820.415
2004-06-04,818.926
2004-06-07,826.6
2004-06-08,829.534
2004-06-09,829.713
2004-06-10,827.407
2004-06-11,826.438
2004-06-14,824.559
2004-06-15,827.034
2004-06-16,841.722
2004-06-17,846.68
2004-06-18,847.008
2004-06-21,855.101
2004-06-22,851.905
2004-06-23,849.873
2004-06-24,853.698
2004-06-25,855.108
2004-06-28,841.167
2004-06-29,845.665
2004-06-30,850.396
2004-07-01,843.167
2004-07-02,841.989
2004-07-05,833.449
2004-07-06,826.274
2004-07-07,833.88
2004-07-08,835.987
2004-07-09,837.133
2004-07-12,821.94
2004-07-13,808.326
2004-07-14,808.359
2004-07-15,799.35
2004-07-16,798.22
2004-07-19,779.226
2004-07-20,790.292
2004-07-21,795.661
2004-07-22,776.852
2004-07-23,773.835
2004-07-26,751.684
2004-07-27,751.816
2004-07-28,702.74
2004-07-29,719.26
2004-07-30,720.487
2004-08-02,723.093
2004-08-03,714.908
2004-08-04,705.291
2004-08-05,723.139
2004-08-06,723.461
2004-08-09,694.749
2004-08-10,682.579
2004-08-11,653.62
2004-08-12,648.979
2004-08-13,648.95
2004-08-16,658.926
2004-08-17,680.034
2004-08-18,674.364
2004-08-19,685.897
2004-08-20,686.331
2004-08-23,677.536
2004-08-24,684.628
2004-08-25,687.25
2004-08-26,693.175
2004-08-27,692.918
2004-08-30,686.94
2004-08-31,677.43
2004-09-01,658.412
2004-09-02,650.901
2004-09-03,647.006
2004-09-06,657.836
2004-09-07,664.111
2004-09-08,678.351
2004-09-09,677.276
2004-09-10,681.649
2004-09-13,675.225
2004-09-14,676.504
2004-09-15,674.631
2004-09-16,674.473
2004-09-17,674.395
2004-09-20,687.598
2004-09-21,686.597
2004-09-22,682.727
2004-09-23,643.372
2004-09-24,640.627
2004-09-27,646.798
2004-09-28,637.503
2004-09-29,637.229
2004-09-30,636.836
2004-10-01,643.139
2004-10-04,664.519
2004-10-05,658.429
2004-10-06,658.822
2004-10-07,658.035
2004-10-08,657.619
2004-10-11,631.348
2004-10-12,624.444
2004-10-13,628.875
2004-10-14,626.711
2004-10-15,625.242
2004-10-18,617.17
2004-10-19,616.185
2004-10-20,619.849
2004-10-21,633.193
2004-10-22,631.991
2004-10-25,634.258
2004-10-26,636.599
2004-10-27,649.723
2004-10-28,651.199
2004-10-29,653.801
2004-11-01,666.675
2004-11-02,629.105
2004-11-03,629.599
2004-11-04,639.4
2004-11-05,642.038
2004-11-08,633.913
2004-11-09,644.189
2004-11-10,652.586
2004-11-11,667.165
2004-11-12,669.208
2004-11-15,688.995
2004-11-16,688.735
2004-11-17,697.44
2004-11-18,708.569
2004-11-19,708.769
2004-11-22,699.934
2004-11-23,690.099
2004-11-24,686.99
2004-11-25,704.122
2004-11-26,704.144
2004-11-29,700.15
2004-11-30,699.002
2004-12-01,703.285
2004-12-02,709.867
2004-12-03,711.354
2004-12-06,727.78
2004-12-07,727.49
2004-12-08,721.37
2004-12-09,728.578
2004-12-10,726.439
2004-12-13,749.315
2004-12-14,751.21
2004-12-15,749.899
2004-12-16,737.949
2004-12-17,737.42
2004-12-20,747.079
2004-12-21,745.248
2004-12-22,747.886
2004-12-23,749.67
2004-12-24,752.54
2004-12-27,751.589
2004-12-28,744.222
2004-12-29,748.321
2004-12-30,749.555
2004-12-31,753.585
2005-01-03,757.737
2005-01-04,737.138
2005-01-05,712.057
2005-01-06,709.286
2005-01-07,709.486
2005-01-10,714.006
2005-01-11,723.801
2005-01-12,730.469
2005-01-13,725.348
2005-01-14,725.998
2005-01-17,696.949
2005-01-18,697.89
2005-01-19,708.186
2005-01-20,715.448
2005-01-21,716.493
2005-01-24,697.718
2005-01-25,685.293
2005-01-26,699.125
2005-01-27,697.212
2005-01-28,696.462
2005-01-31,725.199
2005-02-01,726.089
2005-02-02,738.304
2005-02-03,739.211
2005-02-04,743.46
2005-02-07,743.429
2005-02-08,746.316
2005-02-09,743.165
2005-02-10,735.144
2005-02-11,735.909
2005-02-14,748.444
2005-02-15,706.167
2005-02-16,709.109
2005-02-17,704.533
2005-02-18,706.108
2005-02-21,689.64
2005-02-22,687.653
2005-02-23,699.78
2005-02-24,699.643
2005-02-25,698.577
2005-02-28,757.491
2005-03-01,749.023
2005-03-02,741.095
2005-03-03,743.622
2005-03-04,744.447
2005-03-07,740.786
2005-03-08,753.668
2005-03-09,755.381
2005-03-10,768.454
2005-03-11,770.01
2005-03-14,779.935
2005-03-15,766.4
2005-03-16,757.347
2005-03-17,759.725
2005-03-18,759.178
2005-03-21,749.174
2005-03-22,745.925
2005-03-23,733.359
2005-03-24,743.148
2005-03-25,743.148
2005-03-28,763.87
2005-03-29,756.973
2005-03-30,750.135
2005-03-31,773.503
2005-04-01,773.97
2005-04-04,764.518
2005-04-05,782.584
2005-04-06,792.103
2005-04-07,796.663
2005-04-08,794.767
2005-04-11,803.287
2005-04-12,801.245
2005-04-13,796.438
2005-04-14,798.585
2005-04-15,796.063
2005-04-18,792.254
2005-04-19,799.603
2005-04-20,794.438
2005-04-21,798.31
2005-04-22,798.226
2005-04-25,793.117
2005-04-26,782.81
2005-04-27,777.089
2005-04-28,773.112
2005-04-29,774.781
2005-05-02,772.691
2005-05-03,753.777
2005-05-04,772.322
2005-05-05,784.051
2005-05-06,783.049
2005-05-09,791.862
2005-05-10,798.127
2005-05-11,796.822
2005-05-12,794.784
2005-05-13,795.357
2005-05-16,809.219
2005-05-17,810.362
2005-05-18,820.076
2005-05-19,823.727
2005-05-20,821.848
2005-05-23,817.541
2005-05-24,821.022
2005-05-25,832.092
2005-05-26,837.671
2005-05-27,836.147
2005-05-30,835.394
2005-05-31,827.602
2005-06-01,829.029
2005-06-02,840.997
2005-06-03,840.521
2005-06-06,790.836
2005-06-07,794.535
2005-06-08,807.768
2005-06-09,806.5
2005-06-10,804.604
2005-06-13,802.468
2005-06-14,805.893
2005-06-15,810.688
2005-06-16,803.319
2005-06-17,805.699
2005-06-20,793.344
2005-06-21,792.561
2005-06-22,791.3
2005-06-23,777.955
2005-06-24,776.831
2005-06-27,762.727
2005-06-28,775.844
2005-06-29,778.808
2005-06-30,772.0
2005-07-01,773.745
2005-07-04,759.732
2005-07-05,760.577
2005-07-06,762.709
2005-07-07,740.271
2005-07-08,741.222
2005-07-11,767.848
2005-07-12,760.692
2005-07-13,753.31
2005-07-14,749.373
2005-07-15,747.117
2005-07-18,744.668
2005-07-19,757.782
2005-07-20,770.784
2005-07-21,770.679
2005-07-22,770.714
2005-07-25,815.356
2005-07-26,794.662
2005-07-27,794.998
2005-07-28,796.65
2005-07-29,796.578
2005-08-01,785.232
2005-08-02,806.229
2005-08-03,803.042
2005-08-04,809.112
2005-08-05,810.54
2005-08-08,819.206
2005-08-09,803.736
2005-08-10,812.671
2005-08-11,808.319
2005-08-12,807.513
2005-08-15,816.745
2005-08-16,808.072
2005-08-17,810.875
2005-08-18,825.507
2005-08-19,825.493
2005-08-22,825.015
2005-08-23,815.171
2005-08-24,805.094
2005-08-25,803.045
2005-08-26,801.182
2005-08-29,796.279
2005-08-30,801.128
2005-08-31,803.705
2005-09-01,812.133
2005-09-02,813.34
2005-09-05,819.349
2005-09-06,844.201
2005-09-07,830.051
2005-09-08,834.44
2005-09-09,835.575
2005-09-12,828.511
2005-09-13,835.867
2005-09-14,836.407
2005-09-15,834.654
2005-09-16,834.001
2005-09-19,827.229
2005-09-20,832.576
2005-09-21,827.084
2005-09-22,828.783
2005-09-23,825.758
2005-09-26,828.775
2005-09-27,826.904
2005-09-28,831.826
2005-09-29,841.311
2005-09-30,843.396
2005-10-03,838.921
2005-10-04,838.674
2005-10-05,838.459
2005-10-06,861.915
2005-10-07,860.149
2005-10-10,861.635
2005-10-11,845.056
2005-10-12,840.375
2005-10-13,838.007
2005-10-14,841.029
2005-10-17,855.653
2005-10-18,855.322
2005-10-19,867.066
2005-10-20,898.895
2005-10-21,904.189
2005-10-24,921.439
2005-10-25,923.978
2005-10-26,946.077
2005-10-27,942.686
2005-10-28,938.805
2005-10-31,922.478
2005-11-01,949.722
2005-11-02,948.528
