Date,SPAIN LARGE VALUE Large Cap
2003-08-06,351.401
2003-08-07,350.654
2003-08-08,350.54
2003-08-11,352.305
2003-08-12,355.943
2003-08-13,354.3
2003-08-14,359.274
2003-08-15,359.019
2003-08-18,358.366
2003-08-19,356.099
2003-08-20,355.714
2003-08-21,351.388
2003-08-22,348.153
2003-08-25,347.633
2003-08-26,345.411
2003-08-27,347.04
2003-08-28,348.627
2003-08-29,347.563
2003-09-01,351.633
2003-09-02,347.969
2003-09-03,348.12
2003-09-04,350.308
2003-09-05,353.16
2003-09-08,358.157
2003-09-09,357.908
2003-09-10,353.896
2003-09-11,351.817
2003-09-12,350.673
2003-09-15,353.25
2003-09-16,353.05
2003-09-17,354.776
2003-09-18,358.621
2003-09-19,358.335
2003-09-22,355.213
2003-09-23,353.114
2003-09-24,349.65
2003-09-25,350.026
2003-09-26,343.303
2003-09-29,342.307
2003-09-30,342.992
2003-10-01,348.05
2003-10-02,347.943
2003-10-03,355.315
2003-10-06,353.641
2003-10-07,355.217
2003-10-08,359.57
2003-10-09,363.483
2003-10-10,363.625
2003-10-13,365.789
2003-10-14,366.403
2003-10-15,366.007
2003-10-16,366.721
2003-10-17,363.555
2003-10-20,363.533
2003-10-21,366.796
2003-10-22,363.39
2003-10-23,360.497
2003-10-24,362.503
2003-10-27,366.778
2003-10-28,368.388
2003-10-29,368.386
2003-10-30,375.962
2003-10-31,375.29
2003-11-03,377.945
2003-11-04,377.869
2003-11-05,376.91
2003-11-06,378.259
2003-11-07,382.631
2003-11-10,379.453
2003-11-11,377.558
2003-11-12,384.231
2003-11-13,387.769
2003-11-14,391.841
2003-11-17,382.338
2003-11-18,385.286
2003-11-19,386.389
2003-11-20,386.735
2003-11-21,389.776
2003-11-24,390.477
2003-11-25,392.041
2003-11-26,394.509
2003-11-27,394.942
2003-11-28,399.543
2003-12-01,407.513
2003-12-02,410.134
2003-12-03,413.287
2003-12-04,410.264
2003-12-05,411.714
2003-12-08,414.308
2003-12-09,413.31
2003-12-10,412.576
2003-12-11,414.49
2003-12-12,419.271
2003-12-15,422.185
2003-12-16,423.894
2003-12-17,429.184
2003-12-18,434.4
2003-12-19,435.416
2003-12-22,439.123
2003-12-23,444.072
2003-12-24,445.324
2003-12-25,445.324
2003-12-26,445.145
2003-12-29,450.936
2003-12-30,453.622
2003-12-31,456.626
2004-01-01,456.626
2004-01-02,463.275
2004-01-05,467.474
2004-01-06,470.278
2004-01-07,464.543
2004-01-08,463.61
2004-01-09,469.411
2004-01-12,468.22
2004-01-13,467.739
2004-01-14,463.015
2004-01-15,458.305
2004-01-16,452.026
2004-01-19,451.185
2004-01-20,457.05
2004-01-21,464.947
2004-01-22,471.392
2004-01-23,470.034
2004-01-26,460.294
2004-01-27,462.337
2004-01-28,465.921
2004-01-29,451.674
2004-01-30,450.787
2004-02-02,452.476
2004-02-03,455.983
2004-02-04,450.737
2004-02-05,455.765
2004-02-06,464.664
2004-02-09,470.364
2004-02-10,473.104
2004-02-11,472.81
2004-02-12,480.125
2004-02-13,476.273
2004-02-16,477.902
2004-02-17,476.769
2004-02-18,478.415
2004-02-19,479.25
2004-02-20,470.184
2004-02-23,470.433
2004-02-24,468.309
2004-02-25,464.696
2004-02-26,458.187
2004-02-27,464.254
2004-03-01,465.408
2004-03-02,463.137
2004-03-03,451.573
2004-03-04,458.363
2004-03-05,467.186
2004-03-08,465.81
2004-03-09,463.294
2004-03-10,458.15
2004-03-11,448.232
2004-03-12,441.216
2004-03-15,423.335
2004-03-16,433.727
2004-03-17,436.927
2004-03-18,436.007
2004-03-19,437.697
2004-03-22,430.651
2004-03-23,432.398
2004-03-24,428.786
2004-03-25,434.675
2004-03-26,434.673
2004-03-29,440.685
2004-03-30,441.684
2004-03-31,445.81
2004-04-01,452.13
2004-04-02,454.498
2004-04-05,451.094
2004-04-06,454.366
2004-04-07,460.063
2004-04-08,463.447
2004-04-09,463.447
2004-04-12,462.145
2004-04-13,456.893
2004-04-14,451.912
2004-04-15,449.915
2004-04-16,460.273
2004-04-19,456.33
2004-04-20,453.843
2004-04-21,447.667
2004-04-22,448.18
2004-04-23,448.78
2004-04-26,452.619
2004-04-27,454.108
2004-04-28,444.474
2004-04-29,443.902
2004-04-30,442.249
2004-05-03,445.347
2004-05-04,447.202
2004-05-05,453.672
2004-05-06,445.845
2004-05-07,433.292
2004-05-10,420.093
2004-05-11,424.311
2004-05-12,423.553
2004-05-13,423.423
2004-05-14,422.416
2004-05-17,421.28
2004-05-18,422.07
2004-05-19,434.371
2004-05-20,426.178
2004-05-21,428.049
2004-05-24,430.518
2004-05-25,433.427
2004-05-26,438.382
2004-05-27,446.784
2004-05-28,443.938
2004-05-31,444.016
2004-06-01,438.348
2004-06-02,442.234
2004-06-03,440.27
2004-06-04,447.696
2004-06-07,455.074
2004-06-08,452.548
2004-06-09,444.756
2004-06-10,448.753
2004-06-11,443.967
2004-06-14,441.13
2004-06-15,446.527
2004-06-16,447.532
2004-06-17,451.573
2004-06-18,455.941
2004-06-21,455.843
2004-06-22,450.393
2004-06-23,454.168
2004-06-24,460.873
2004-06-25,454.665
2004-06-28,457.611
2004-06-29,451.307
2004-06-30,448.942
2004-07-01,450.222
2004-07-02,452.373
2004-07-05,453.946
2004-07-06,452.412
2004-07-07,457.807
2004-07-08,460.213
2004-07-09,458.394
2004-07-12,459.069
2004-07-13,457.863
2004-07-14,456.151
2004-07-15,454.329
2004-07-16,458.264
2004-07-19,456.566
2004-07-20,455.061
2004-07-21,450.872
2004-07-22,446.633
2004-07-23,431.725
2004-07-26,425.364
2004-07-27,429.019
2004-07-28,425.321
2004-07-29,424.91
2004-07-30,426.493
2004-08-02,425.956
2004-08-03,429.605
2004-08-04,425.304
2004-08-05,426.758
2004-08-06,427.231
2004-08-09,424.673
2004-08-10,428.796
2004-08-11,422.096
2004-08-12,422.863
2004-08-13,424.312
2004-08-16,424.003
2004-08-17,427.05
2004-08-18,427.431
2004-08-19,431.506
2004-08-20,428.394
2004-08-23,428.361
2004-08-24,423.964
2004-08-25,422.394
2004-08-26,425.081
2004-08-27,427.016
2004-08-30,427.226
2004-08-31,431.921
2004-09-01,437.225
2004-09-02,439.645
2004-09-03,438.849
2004-09-06,441.807
2004-09-07,441.115
2004-09-08,440.566
2004-09-09,437.721
2004-09-10,443.701
2004-09-13,443.145
2004-09-14,443.412
2004-09-15,433.258
2004-09-16,434.445
2004-09-17,434.623
2004-09-20,432.238
2004-09-21,436.828
2004-09-22,433.302
2004-09-23,433.856
2004-09-24,433.272
2004-09-27,432.128
2004-09-28,436.355
2004-09-29,438.226
2004-09-30,440.76
2004-10-01,447.211
2004-10-04,447.913
2004-10-05,448.874
2004-10-06,450.978
2004-10-07,450.807
2004-10-08,455.253
2004-10-11,453.295
2004-10-12,450.641
2004-10-13,449.095
2004-10-14,454.076
2004-10-15,458.309
2004-10-18,459.587
2004-10-19,461.816
2004-10-20,462.197
2004-10-21,466.101
2004-10-22,467.952
2004-10-25,465.659
2004-10-26,466.091
2004-10-27,471.351
2004-10-28,474.528
2004-10-29,475.319
2004-11-01,476.234
2004-11-02,477.702
2004-11-03,483.252
2004-11-04,487.298
2004-11-05,489.629
2004-11-08,489.999
2004-11-09,485.507
2004-11-10,484.359
2004-11-11,489.722
2004-11-12,494.3
2004-11-15,497.449
2004-11-16,494.51
2004-11-17,507.145
2004-11-18,507.23
2004-11-19,511.139
2004-11-22,508.514
2004-11-23,507.487
2004-11-24,511.323
2004-11-25,519.84
2004-11-26,519.601
2004-11-29,517.932
2004-11-30,517.943
2004-12-01,520.649
2004-12-02,519.345
2004-12-03,521.854
2004-12-06,524.04
2004-12-07,524.026
2004-12-08,517.762
2004-12-09,515.942
2004-12-10,515.988
2004-12-13,522.285
2004-12-14,522.052
2004-12-15,526.089
2004-12-16,522.682
2004-12-17,519.515
2004-12-20,526.623
2004-12-21,527.767
2004-12-22,534.331
2004-12-23,541.725
2004-12-24,543.13
2004-12-27,547.095
2004-12-28,548.457
2004-12-29,548.165
2004-12-30,547.759
2004-12-31,546.252
2005-01-03,543.731
2005-01-04,536.775
2005-01-05,528.668
2005-01-06,524.507
2005-01-07,518.757
2005-01-10,520.283
2005-01-11,522.114
2005-01-12,527.967
2005-01-13,529.655
2005-01-14,527.053
2005-01-17,531.164
2005-01-18,528.183
2005-01-19,527.37
2005-01-20,520.427
2005-01-21,519.923
2005-01-24,521.566
2005-01-25,520.312
2005-01-26,525.508
2005-01-27,527.966
2005-01-28,526.901
2005-01-31,530.614
2005-02-01,531.581
2005-02-02,536.066
2005-02-03,533.399
2005-02-04,539.363
2005-02-07,538.792
2005-02-08,539.728
2005-02-09,539.012
2005-02-10,542.235
2005-02-11,553.281
2005-02-14,556.624
2005-02-15,557.516
2005-02-16,554.165
2005-02-17,558.374
2005-02-18,559.509
2005-02-21,552.161
2005-02-22,553.959
2005-02-23,551.745
2005-02-24,552.409
2005-02-25,554.767
2005-02-28,556.715
2005-03-01,558.281
2005-03-02,554.341
2005-03-03,556.515
2005-03-04,570.775
2005-03-07,567.692
2005-03-08,570.305
2005-03-09,568.378
2005-03-10,564.556
2005-03-11,568.393
2005-03-14,565.356
2005-03-15,567.613
2005-03-16,561.434
2005-03-17,562.584
2005-03-18,561.421
2005-03-21,554.755
2005-03-22,559.753
2005-03-23,547.8
2005-03-24,550.62
2005-03-25,550.62
2005-03-28,546.755
2005-03-29,550.4
2005-03-30,547.279
2005-03-31,547.653
2005-04-01,546.89
2005-04-04,536.176
2005-04-05,543.214
2005-04-06,549.02
2005-04-07,551.601
2005-04-08,547.743
2005-04-11,549.547
2005-04-12,543.553
2005-04-13,548.474
2005-04-14,544.289
2005-04-15,536.65
2005-04-18,531.087
2005-04-19,533.972
2005-04-20,533.338
2005-04-21,533.183
2005-04-22,537.948
2005-04-25,535.056
2005-04-26,533.296
2005-04-27,528.714
2005-04-28,527.446
2005-04-29,526.734
2005-05-02,530.255
2005-05-03,537.676
2005-05-04,542.622
2005-05-05,543.345
2005-05-06,540.407
2005-05-09,537.096
2005-05-10,533.312
2005-05-11,529.797
2005-05-12,526.941
2005-05-13,527.774
2005-05-16,524.621
2005-05-17,524.353
2005-05-18,534.094
2005-05-19,535.344
2005-05-20,527.599
2005-05-23,530.1
2005-05-24,528.887
2005-05-25,528.509
2005-05-26,530.407
2005-05-27,530.914
2005-05-30,532.19
2005-05-31,522.081
2005-06-01,526.228
2005-06-02,527.221
2005-06-03,524.373
2005-06-06,521.808
2005-06-07,526.602
2005-06-08,524.898
2005-06-09,519.089
2005-06-10,520.193
2005-06-13,517.828
2005-06-14,520.766
2005-06-15,521.385
2005-06-16,523.778
2005-06-17,533.454
2005-06-20,527.766
2005-06-21,532.225
2005-06-22,532.08
2005-06-23,532.502
2005-06-24,529.206
2005-06-27,530.966
2005-06-28,530.953
2005-06-29,533.497
2005-06-30,536.407
2005-07-01,535.306
2005-07-04,532.602
2005-07-05,534.342
2005-07-06,537.21
2005-07-07,527.676
2005-07-08,536.459
2005-07-11,545.167
2005-07-12,550.611
2005-07-13,549.277
2005-07-14,550.819
2005-07-15,547.088
2005-07-18,549.632
2005-07-19,549.987
2005-07-20,547.149
2005-07-21,554.54
2005-07-22,553.265
2005-07-25,553.643
2005-07-26,553.016
2005-07-27,553.596
2005-07-28,557.232
2005-07-29,559.609
2005-08-01,559.677
2005-08-02,562.883
2005-08-03,568.413
2005-08-04,565.318
2005-08-05,562.371
2005-08-08,567.575
2005-08-09,569.265
2005-08-10,575.332
2005-08-11,580.064
2005-08-12,578.869
2005-08-15,574.678
2005-08-16,569.709
2005-08-17,565.897
2005-08-18,556.473
2005-08-19,561.055
2005-08-22,567.702
2005-08-23,561.091
2005-08-24,561.005
2005-08-25,557.475
2005-08-26,554.377
2005-08-29,552.453
2005-08-30,547.889
2005-08-31,558.247
2005-09-01,573.63
2005-09-02,578.33
2005-09-05,583.57
2005-09-06,593.686
2005-09-07,593.375
2005-09-08,593.71
2005-09-09,597.46
2005-09-12,591.611
2005-09-13,587.382
2005-09-14,590.169
2005-09-15,586.83
2005-09-16,588.838
2005-09-19,584.796
2005-09-20,589.354
2005-09-21,584.989
2005-09-22,586.354
2005-09-23,591.039
2005-09-26,598.846
2005-09-27,595.777
2005-09-28,605.002
2005-09-29,605.037
2005-09-30,608.732
2005-10-03,605.359
2005-10-04,609.095
2005-10-05,600.843
2005-10-06,602.782
2005-10-07,600.251
2005-10-10,599.49
2005-10-11,595.69
2005-10-12,594.211
2005-10-13,581.91
2005-10-14,595.348
2005-10-17,595.064
2005-10-18,584.796
2005-10-19,582.238
2005-10-20,581.49
2005-10-21,581.693
2005-10-24,588.978
2005-10-25,588.613
2005-10-26,587.008
2005-10-27,580.394
2005-10-28,579.778
2005-10-31,587.973
2005-11-01,585.238
2005-11-02,590.025
2005-11-03,593.748
2005-11-04,579.637
2005-11-07,576.885
2005-11-08,576.64
2005-11-09,575.475
