Date,AUSTRIA LARGE CAP Large Cap
2005-08-29,727.139
2005-08-30,727.514
2005-08-31,733.955
2005-09-01,753.931
2005-09-02,777.434
2005-09-05,765.769
2005-09-06,769.966
2005-09-07,775.236
2005-09-08,772.684
2005-09-09,774.791
2005-09-12,762.474
2005-09-13,754.636
2005-09-14,759.957
2005-09-15,755.123
2005-09-16,764.181
2005-09-19,745.907
2005-09-20,739.406
2005-09-21,725.613
2005-09-22,714.805
2005-09-23,710.875
2005-09-26,708.162
2005-09-27,701.512
2005-09-28,703.47
2005-09-29,709.327
2005-09-30,718.562
2005-10-03,709.222
2005-10-04,714.769
2005-10-05,705.02
2005-10-06,701.529
2005-10-07,694.525
2005-10-10,684.969
2005-10-11,677.203
2005-10-12,687.873
2005-10-13,675.187
2005-10-14,677.623
2005-10-17,682.253
2005-10-18,685.751
2005-10-19,674.145
2005-10-20,669.875
2005-10-21,671.116
2005-10-24,674.182
2005-10-25,682.78
2005-10-26,681.595
2005-10-27,687.828
2005-10-28,686.163
2005-10-31,698.932
2005-11-01,699.691
2005-11-02,698.389
2005-11-03,702.474
2005-11-04,704.452
2005-11-07,713.468
2005-11-08,709.077
2005-11-09,708.358
2005-11-10,709.933
2005-11-11,710.131
2005-11-14,696.987
2005-11-15,693.749
2005-11-16,686.039
2005-11-17,692.169
2005-11-18,693.192
2005-11-21,688.201
2005-11-22,685.336
2005-11-23,699.969
2005-11-24,705.279
2005-11-25,705.932
2005-11-28,719.909
2005-11-29,714.854
2005-11-30,716.495
2005-12-01,735.561
2005-12-02,735.104
2005-12-05,737.299
2005-12-06,748.931
2005-12-07,765.785
2005-12-08,772.514
2005-12-09,761.579
2005-12-12,740.972
2005-12-13,747.602
2005-12-14,755.296
2005-12-15,750.249
2005-12-16,755.732
2005-12-19,745.256
2005-12-20,738.395
2005-12-21,731.655
2005-12-22,752.013
2005-12-23,745.807
2005-12-26,745.807
2005-12-27,755.915
2005-12-28,761.825
2005-12-29,755.402
2005-12-30,752.309
2006-01-02,761.806
2006-01-03,780.901
2006-01-04,790.944
2006-01-05,789.969
2006-01-06,793.497
2006-01-09,799.879
2006-01-10,783.375
2006-01-11,787.103
2006-01-12,798.366
2006-01-13,790.049
2006-01-16,810.245
2006-01-17,797.612
2006-01-18,790.211
2006-01-19,807.465
2006-01-20,812.263
2006-01-23,845.771
2006-01-24,844.855
2006-01-25,840.501
2006-01-26,841.308
2006-01-27,846.166
2006-01-30,857.076
2006-01-31,842.674
2006-02-01,856.04
2006-02-02,828.859
2006-02-03,810.782
2006-02-06,841.917
2006-02-07,834.221
2006-02-08,825.161
2006-02-09,839.314
2006-02-10,829.476
2006-02-13,808.496
2006-02-14,785.81
2006-02-15,794.956
2006-02-16,825.957
2006-02-17,836.959
2006-02-20,852.984
2006-02-21,855.104
2006-02-22,838.1
2006-02-23,841.125
2006-02-24,840.256
2006-02-27,843.689
2006-02-28,817.219
2006-03-01,814.533
2006-03-02,806.125
2006-03-03,813.589
2006-03-06,826.606
2006-03-07,791.204
2006-03-08,770.762
2006-03-09,780.825
2006-03-10,773.255
2006-03-13,793.753
2006-03-14,787.033
2006-03-15,807.7
2006-03-16,816.962
2006-03-17,827.532
2006-03-20,808.958
2006-03-21,799.801
2006-03-22,799.839
2006-03-23,804.896
2006-03-24,803.275
2006-03-27,791.607
2006-03-28,798.988
2006-03-29,801.408
2006-03-30,827.331
2006-03-31,833.507
2006-04-03,826.376
2006-04-04,839.483
2006-04-05,837.643
2006-04-06,848.676
2006-04-07,830.799
2006-04-10,838.182
2006-04-11,847.553
2006-04-12,841.654
2006-04-13,844.609
2006-04-14,844.609
2006-04-17,858.024
2006-04-18,871.698
2006-04-19,890.218
2006-04-20,888.399
2006-04-21,878.779
2006-04-24,870.4
2006-04-25,885.146
2006-04-26,891.602
2006-04-27,874.823
2006-04-28,861.928
2006-05-01,863.434
2006-05-02,876.08
2006-05-03,878.569
2006-05-04,876.79
2006-05-05,899.382
2006-05-08,882.746
2006-05-09,854.085
2006-05-10,870.927
2006-05-11,874.183
2006-05-12,854.78
2006-05-15,816.605
2006-05-16,792.431
2006-05-17,763.888
2006-05-18,761.863
2006-05-19,757.798
2006-05-22,716.709
2006-05-23,762.307
2006-05-24,760.145
2006-05-25,761.217
2006-05-26,789.762
2006-05-29,789.021
2006-05-30,786.457
2006-05-31,777.158
2006-06-01,794.446
2006-06-02,810.556
2006-06-05,811.246
2006-06-06,762.919
2006-06-07,750.843
2006-06-08,706.399
2006-06-09,697.132
2006-06-12,700.299
2006-06-13,674.33
2006-06-14,686.011
2006-06-15,686.283
2006-06-16,696.57
2006-06-19,711.597
2006-06-20,713.83
2006-06-21,715.731
2006-06-22,722.947
2006-06-23,726.331
2006-06-26,732.184
2006-06-27,741.54
2006-06-28,729.294
2006-06-29,744.335
2006-06-30,783.817
2006-07-03,796.163
2006-07-04,793.441
2006-07-05,788.259
2006-07-06,811.399
2006-07-07,804.996
2006-07-10,792.683
2006-07-11,781.297
2006-07-12,789.475
2006-07-13,780.022
2006-07-14,765.999
2006-07-17,755.223
2006-07-18,749.774
2006-07-19,768.129
2006-07-20,778.003
2006-07-21,758.62
2006-07-24,770.45
2006-07-25,779.724
2006-07-26,797.642
2006-07-27,804.708
2006-07-28,807.903
2006-07-31,802.259
2006-08-01,801.333
2006-08-02,805.835
2006-08-03,793.39
2006-08-04,808.174
2006-08-07,802.394
2006-08-08,798.935
2006-08-09,804.1
2006-08-10,795.942
2006-08-11,782.748
2006-08-14,789.019
2006-08-15,791.619
2006-08-16,811.112
2006-08-17,802.694
2006-08-18,797.64
2006-08-21,792.375
2006-08-22,779.543
2006-08-23,772.22
2006-08-24,770.874
2006-08-25,780.226
2006-08-28,781.137
2006-08-29,770.025
2006-08-30,782.272
2006-08-31,780.921
2006-09-01,786.962
2006-09-04,794.233
2006-09-05,791.689
2006-09-06,770.234
2006-09-07,755.767
2006-09-08,759.43
2006-09-11,743.763
2006-09-12,745.275
2006-09-13,743.27
2006-09-14,756.707
2006-09-15,741.063
2006-09-18,749.462
2006-09-19,746.951
2006-09-20,744.829
2006-09-21,733.12
2006-09-22,732.409
2006-09-25,726.487
2006-09-26,739.998
2006-09-27,768.327
2006-09-28,781.584
2006-09-29,778.435
2006-10-02,767.527
2006-10-03,762.653
2006-10-04,755.335
2006-10-05,773.996
2006-10-06,756.99
2006-10-09,766.921
2006-10-10,775.797
2006-10-11,775.412
2006-10-12,783.849
2006-10-13,798.783
2006-10-16,804.002
2006-10-17,803.446
2006-10-18,806.169
2006-10-19,805.709
2006-10-20,813.676
2006-10-23,807.553
2006-10-24,811.038
2006-10-25,829.151
2006-10-26,834.552
2006-10-27,823.101
2006-10-30,822.969
2006-10-31,832.212
2006-11-01,832.799
2006-11-02,828.098
2006-11-03,828.809
2006-11-06,836.014
2006-11-07,833.031
2006-11-08,833.808
2006-11-09,843.119
2006-11-10,856.325
2006-11-13,853.213
2006-11-14,851.51
2006-11-15,844.51
2006-11-16,850.288
2006-11-17,850.162
2006-11-20,844.06
2006-11-21,849.005
2006-11-22,855.442
2006-11-23,845.621
2006-11-24,845.026
2006-11-27,838.689
2006-11-28,832.49
2006-11-29,857.833
2006-11-30,858.256
2006-12-01,880.883
2006-12-04,896.409
2006-12-05,896.73
2006-12-06,902.286
2006-12-07,912.269
2006-12-08,913.71
2006-12-11,897.34
2006-12-12,902.998
2006-12-13,916.577
2006-12-14,917.501
2006-12-15,925.881
2006-12-18,925.892
2006-12-19,924.714
2006-12-20,933.604
2006-12-21,923.548
2006-12-22,922.259
2006-12-25,922.259
2006-12-26,920.822
2006-12-27,926.206
2006-12-28,930.274
2006-12-29,933.318
2007-01-01,933.318
2007-01-02,961.725
2007-01-03,959.091
2007-01-04,937.884
2007-01-05,904.362
2007-01-08,894.801
2007-01-09,900.908
2007-01-10,867.749
2007-01-11,877.724
2007-01-12,886.846
2007-01-15,893.011
2007-01-16,883.434
2007-01-17,880.957
2007-01-18,880.221
2007-01-19,885.125
2007-01-22,896.604
2007-01-23,911.472
2007-01-24,906.819
2007-01-25,912.091
2007-01-26,893.691
2007-01-29,899.354
2007-01-30,901.598
2007-01-31,911.665
2007-02-01,925.241
2007-02-02,922.409
2007-02-05,920.209
2007-02-06,920.965
2007-02-07,926.873
2007-02-08,917.255
2007-02-09,917.149
2007-02-12,909.895
2007-02-13,910.245
2007-02-14,929.705
2007-02-15,935.271
2007-02-16,915.108
2007-02-19,934.469
2007-02-20,917.747
2007-02-21,902.321
2007-02-22,906.181
2007-02-23,914.015
2007-02-26,915.524
2007-02-27,882.414
2007-02-28,873.563
2007-03-01,865.028
2007-03-02,882.14
2007-03-05,874.479
2007-03-06,873.48
2007-03-07,881.562
2007-03-08,907.464
2007-03-09,911.116
2007-03-12,899.767
2007-03-13,895.087
2007-03-14,873.65
2007-03-15,898.782
2007-03-16,883.26
2007-03-19,903.577
2007-03-20,900.311
2007-03-21,907.902
2007-03-22,939.485
2007-03-23,949.442
2007-03-26,965.3
2007-03-27,947.512
2007-03-28,938.898
2007-03-29,939.673
2007-03-30,937.589
2007-04-02,946.64
2007-04-03,944.941
2007-04-04,946.07
2007-04-05,948.773
2007-04-06,948.773
2007-04-09,943.83
2007-04-10,957.97
2007-04-11,964.655
2007-04-12,956.555
2007-04-13,969.405
2007-04-16,980.262
2007-04-17,971.773
2007-04-18,960.459
2007-04-19,963.188
2007-04-20,969.565
2007-04-23,976.126
2007-04-24,969.654
2007-04-25,984.454
2007-04-26,998.358
2007-04-27,1003.334
2007-04-30,973.586
2007-05-01,969.948
2007-05-02,963.003
2007-05-03,970.278
2007-05-04,969.495
2007-05-07,966.1
2007-05-08,955.312
2007-05-09,970.201
2007-05-10,955.903
2007-05-11,957.027
2007-05-14,961.838
2007-05-15,975.98
2007-05-16,992.762
2007-05-17,986.764
2007-05-18,1000.003
2007-05-21,991.308
2007-05-22,985.88
2007-05-23,1003.585
2007-05-24,991.979
2007-05-25,998.008
2007-05-28,998.008
2007-05-29,1000.545
2007-05-30,983.569
2007-05-31,1000.0
2007-06-01,1000.11
2007-06-04,1010.442
2007-06-05,1006.934
2007-06-06,988.817
2007-06-07,986.325
2007-06-08,978.224
2007-06-11,986.388
2007-06-12,969.578
2007-06-13,970.149
2007-06-14,995.392
2007-06-15,1009.162
2007-06-18,1006.999
2007-06-19,1001.98
2007-06-20,1006.757
2007-06-21,998.814
2007-06-22,1000.935
2007-06-25,984.987
2007-06-26,982.027
2007-06-27,969.688
2007-06-28,980.766
2007-06-29,987.407
2007-07-02,994.014
2007-07-03,1002.231
2007-07-04,1004.275
2007-07-05,1001.555
2007-07-06,1009.343
2007-07-09,1011.744
2007-07-10,1007.383
2007-07-11,999.891
2007-07-12,1003.054
2007-07-13,1007.557
2007-07-16,1010.596
2007-07-17,999.282
2007-07-18,994.832
2007-07-19,1006.535
2007-07-20,996.14
2007-07-23,1004.872
2007-07-24,996.824
2007-07-25,983.685
2007-07-26,945.63
2007-07-27,930.422
2007-07-30,921.727
2007-07-31,955.084
2007-08-01,944.529
2007-08-02,953.219
2007-08-03,946.477
2007-08-06,933.757
2007-08-07,945.154
2007-08-08,970.965
2007-08-09,960.515
2007-08-10,923.366
2007-08-13,934.526
2007-08-14,931.06
2007-08-15,924.062
2007-08-16,875.62
2007-08-17,879.768
2007-08-20,891.739
2007-08-21,883.585
2007-08-22,905.421
2007-08-23,918.331
2007-08-24,925.187
2007-08-27,934.854
2007-08-28,930.678
2007-08-29,922.75
2007-08-30,926.296
2007-08-31,939.758
2007-09-03,940.156
2007-09-04,958.39
2007-09-05,944.273
2007-09-06,944.669
2007-09-07,934.263
2007-09-10,928.614
2007-09-11,946.74
2007-09-12,948.023
2007-09-13,955.938
2007-09-14,948.389
2007-09-17,933.794
2007-09-18,944.754
2007-09-19,991.794
2007-09-20,996.055
2007-09-21,988.655
2007-09-24,995.858
2007-09-25,983.549
2007-09-26,986.204
2007-09-27,986.745
2007-09-28,988.226
2007-10-01,1004.216
2007-10-02,1016.591
2007-10-03,1023.805
2007-10-04,1036.117
2007-10-05,1050.526
2007-10-08,1031.917
2007-10-09,1029.831
2007-10-10,1041.992
2007-10-11,1055.304
2007-10-12,1057.83
2007-10-15,1045.437
2007-10-16,1041.71
2007-10-17,1054.71
2007-10-18,1050.038
2007-10-19,1053.659
2007-10-22,1031.318
2007-10-23,1046.112
2007-10-24,1036.656
2007-10-25,1054.966
2007-10-26,1060.866
2007-10-29,1080.229
2007-10-30,1078.13
2007-10-31,1089.316
2007-11-01,1086.831
2007-11-02,1068.349
2007-11-05,1054.353
2007-11-06,1062.921
2007-11-07,1065.213
2007-11-08,1065.503
2007-11-09,1049.923
2007-11-12,1037.999
2007-11-13,1042.164
2007-11-14,1043.949
2007-11-15,1032.403
2007-11-16,1033.262
2007-11-19,1000.671
2007-11-20,1021.572
2007-11-21,996.289
2007-11-22,998.728
2007-11-23,1006.629
2007-11-26,1015.004
2007-11-27,1004.12
2007-11-28,1037.016
2007-11-29,1046.78
2007-11-30,1049.263
2007-12-03,1057.415
2007-12-04,1035.035
2007-12-05,1048.88
2007-12-06,1070.463
2007-12-07,1076.115
2007-12-10,1074.827
2007-12-11,1061.641
2007-12-12,1055.56
2007-12-13,1029.776
2007-12-14,1032.274
2007-12-17,1011.036
2007-12-18,1031.624
2007-12-19,1031.822
2007-12-20,1039.816
2007-12-21,1047.048
2007-12-24,1049.379
2007-12-25,1049.379
2007-12-26,1056.592
2007-12-27,1075.854
2007-12-28,1083.771
2007-12-31,1077.58
2008-01-01,1077.58
2008-01-02,1083.565
2008-01-03,1078.119
2008-01-04,1055.518
2008-01-07,1055.082
2008-01-08,1056.105
2008-01-09,1033.811
2008-01-10,1007.231
2008-01-11,998.642
2008-01-14,1007.512
2008-01-15,969.34
2008-01-16,920.983
2008-01-17,920.598
2008-01-18,918.981
2008-01-21,869.404
2008-01-22,881.529
2008-01-23,842.845
2008-01-24,915.694
2008-01-25,912.966
2008-01-28,879.285
2008-01-29,905.394
2008-01-30,897.788
2008-01-31,899.181
2008-02-01,899.827
2008-02-04,906.708
2008-02-05,886.923
2008-02-06,902.946
2008-02-07,856.017
2008-02-08,849.009
2008-02-11,851.157
2008-02-12,891.966
2008-02-13,908.554
2008-02-14,911.701
2008-02-15,903.47
2008-02-18,911.459
2008-02-19,941.362
2008-02-20,928.133
2008-02-21,931.571
2008-02-22,927.815
2008-02-25,945.638
2008-02-26,956.109
2008-02-27,968.557
2008-02-28,964.262
2008-02-29,958.115
2008-03-03,922.855
2008-03-04,904.087
2008-03-05,924.973
2008-03-06,919.913
2008-03-07,906.029
2008-03-10,895.567
2008-03-11,911.994
2008-03-12,941.177
2008-03-13,940.754
2008-03-14,929.017
2008-03-17,886.597
2008-03-18,915.563
2008-03-19,901.978
2008-03-20,875.125
2008-03-21,875.125
2008-03-24,873.876
2008-03-25,917.888
2008-03-26,918.547
2008-03-27,959.104
2008-03-28,981.784
2008-03-31,967.593
2008-04-01,981.853
2008-04-02,1010.5
2008-04-03,996.492
2008-04-04,1010.37
2008-04-07,1037.231
2008-04-08,1028.173
2008-04-09,1026.5
2008-04-10,1008.502
2008-04-11,1006.264
2008-04-14,1004.621
2008-04-15,1020.721
2008-04-16,1045.411
2008-04-17,1042.878
2008-04-18,1056.404
2008-04-21,1059.068
2008-04-22,1052.511
2008-04-23,1062.091
2008-04-24,1056.351
2008-04-25,1063.378
2008-04-28,1075.183
2008-04-29,1081.701
2008-04-30,1105.745
2008-05-01,1097.329
2008-05-02,1124.653
2008-05-05,1124.419
2008-05-06,1125.623
2008-05-07,1129.532
2008-05-08,1105.644
2008-05-09,1098.757
2008-05-12,1103.67
2008-05-13,1121.428
2008-05-14,1131.963
2008-05-15,1133.878
2008-05-16,1173.581
2008-05-19,1183.042
2008-05-20,1157.551
2008-05-21,1186.059
2008-05-22,1182.147
2008-05-23,1160.175
2008-05-26,1155.59
2008-05-27,1151.559
2008-05-28,1159.673
2008-05-29,1159.436
2008-05-30,1153.307
2008-06-02,1147.427
2008-06-03,1144.846
2008-06-04,1117.818
2008-06-05,1120.443
2008-06-06,1117.967
2008-06-09,1120.281
2008-06-10,1078.28
2008-06-11,1069.607
2008-06-12,1089.776
2008-06-13,1085.016
2008-06-16,1105.321
2008-06-17,1121.726
2008-06-18,1108.809
2008-06-19,1090.012
2008-06-20,1071.7
2008-06-23,1063.612
2008-06-24,1060.023
2008-06-25,1060.757
2008-06-26,1037.165
2008-06-27,1031.233
2008-06-30,1045.782
2008-07-01,1018.827
2008-07-02,1023.667
2008-07-03,1043.206
2008-07-04,992.475
2008-07-07,1020.637
2008-07-08,991.128
2008-07-09,1022.958
2008-07-10,1005.793
2008-07-11,971.326
2008-07-14,973.04
2008-07-15,935.208
2008-07-16,948.317
2008-07-17,978.461
2008-07-18,995.105
2008-07-21,1007.326
2008-07-22,1002.394
2008-07-23,1010.844
2008-07-24,990.216
2008-07-25,985.419
2008-07-28,979.399
2008-07-29,993.101
2008-07-30,979.573
2008-07-31,990.17
2008-08-01,973.163
2008-08-04,971.651
2008-08-05,969.134
2008-08-06,988.91
2008-08-07,981.759
2008-08-08,955.899
2008-08-11,952.254
2008-08-12,934.134
2008-08-13,907.045
2008-08-14,906.962
2008-08-15,894.299
2008-08-18,908.943
2008-08-19,869.898
2008-08-20,896.535
2008-08-21,898.11
2008-08-22,903.534
2008-08-25,903.052
2008-08-26,896.32
2008-08-27,899.694
2008-08-28,906.392
2008-08-29,918.176
2008-09-01,896.13
2008-09-02,891.334
2008-09-03,880.643
2008-09-04,839.653
2008-09-05,815.373
2008-09-08,849.189
2008-09-09,829.627
2008-09-10,790.994
2008-09-11,775.424
2008-09-12,812.492
2008-09-15,785.014
2008-09-16,747.305
2008-09-17,716.543
2008-09-18,718.761
2008-09-19,825.25
2008-09-22,834.117
2008-09-23,815.586
2008-09-24,820.845
2008-09-25,805.85
2008-09-26,766.572
2008-09-29,682.978
2008-09-30,662.139
2008-10-01,664.931
2008-10-02,615.588
2008-10-03,675.745
2008-10-06,598.368
2008-10-07,573.04
2008-10-08,522.238
2008-10-09,488.124
2008-10-10,446.418
2008-10-13,507.71
2008-10-14,562.243
2008-10-15,527.391
2008-10-16,468.065
2008-10-17,446.54
2008-10-20,457.052
2008-10-21,460.461
2008-10-22,411.873
2008-10-23,402.473
2008-10-24,385.785
2008-10-27,341.034
2008-10-28,353.847
2008-10-29,385.774
2008-10-30,412.349
2008-10-31,420.194
2008-11-03,427.036
2008-11-04,472.346
2008-11-05,450.502
2008-11-06,419.876
2008-11-07,447.494
2008-11-10,446.701
2008-11-11,406.534
2008-11-12,372.936
2008-11-13,344.436
2008-11-14,356.629
2008-11-17,351.432
2008-11-18,342.726
2008-11-19,320.736
2008-11-20,302.086
2008-11-21,288.479
2008-11-24,325.172
2008-11-25,370.722
2008-11-26,352.201
2008-11-27,363.207
2008-11-28,356.147
2008-12-01,334.475
2008-12-02,336.972
2008-12-03,326.374
2008-12-04,339.469
2008-12-05,307.533
2008-12-08,313.659
2008-12-09,338.561
2008-12-10,338.471
2008-12-11,339.002
2008-12-12,329.204
2008-12-15,341.97
2008-12-16,343.366
2008-12-17,359.372
2008-12-18,358.231
2008-12-19,331.053
2008-12-22,342.986
2008-12-23,347.87
2008-12-24,348.98
2008-12-25,348.98
2008-12-26,350.664
2008-12-29,365.706
2008-12-30,370.094
2008-12-31,363.71
2009-01-01,363.71
2009-01-02,371.612
2009-01-05,367.965
2009-01-06,361.191
2009-01-07,385.398
2009-01-08,378.34
2009-01-09,352.23
2009-01-12,344.548
2009-01-13,330.042
2009-01-14,314.714
2009-01-15,316.899
2009-01-16,326.837
2009-01-19,301.914
2009-01-20,286.517
2009-01-21,286.087
2009-01-22,283.132
2009-01-23,272.103
2009-01-26,303.638
2009-01-27,305.127
2009-01-28,321.661
2009-01-29,314.725
2009-01-30,318.953
2009-02-02,301.123
2009-02-03,303.173
2009-02-04,308.93
2009-02-05,300.748
2009-02-06,311.927
2009-02-09,320.518
2009-02-10,311.016
2009-02-11,305.495
2009-02-12,287.143
2009-02-13,294.169
2009-02-16,280.003
2009-02-17,254.024
2009-02-18,251.678
2009-02-19,265.856
2009-02-20,250.015
2009-02-23,257.445
2009-02-24,251.025
2009-02-25,252.448
2009-02-26,262.131
2009-02-27,259.837
2009-03-02,244.333
2009-03-03,241.949
2009-03-04,262.164
2009-03-05,248.861
2009-03-06,252.509
2009-03-09,258.6
2009-03-10,271.779
2009-03-11,267.291
2009-03-12,273.829
2009-03-13,278.432
2009-03-16,292.647
2009-03-17,297.133
2009-03-18,306.947
2009-03-19,336.661
2009-03-20,343.772
2009-03-23,361.717
2009-03-24,345.518
2009-03-25,367.105
2009-03-26,376.106
2009-03-27,355.201
2009-03-30,333.793
2009-03-31,351.683
2009-04-01,356.219
2009-04-02,381.563
2009-04-03,382.446
2009-04-06,375.654
2009-04-07,358.934
2009-04-08,374.014
2009-04-09,380.266
2009-04-10,380.266
2009-04-13,383.491
2009-04-14,391.016
2009-04-15,373.72
2009-04-16,370.41
2009-04-17,366.317
2009-04-20,355.541
2009-04-21,352.306
2009-04-22,352.457
2009-04-23,352.257
2009-04-24,375.695
2009-04-27,363.164
2009-04-28,353.233
2009-04-29,364.521
2009-04-30,376.902
2009-05-01,376.959
2009-05-04,401.101
2009-05-05,419.607
2009-05-06,422.203
2009-05-07,434.445
2009-05-08,445.462
2009-05-11,439.627
2009-05-12,436.336
2009-05-13,409.672
2009-05-14,410.483
2009-05-15,416.528
2009-05-18,418.224
2009-05-19,432.766
2009-05-20,466.835
2009-05-21,466.36
2009-05-22,459.219
2009-05-25,458.713
2009-05-26,454.995
2009-05-27,453.892
2009-05-28,452.223
2009-05-29,478.065
2009-06-01,478.15
2009-06-02,501.569
2009-06-03,486.376
2009-06-04,479.841
2009-06-05,490.033
2009-06-08,483.637
2009-06-09,496.525
2009-06-10,510.388
2009-06-11,512.757
2009-06-12,506.789
2009-06-15,483.474
2009-06-16,475.933
2009-06-17,449.029
2009-06-18,454.731
2009-06-19,468.993
2009-06-22,430.559
2009-06-23,435.089
2009-06-24,461.751
2009-06-25,457.573
2009-06-26,459.714
2009-06-29,473.292
2009-06-30,471.944
2009-07-01,483.589
2009-07-02,471.749
2009-07-03,455.162
2009-07-06,436.909
2009-07-07,440.699
2009-07-08,424.453
2009-07-09,426.375
2009-07-10,426.619
2009-07-13,438.043
2009-07-14,446.441
2009-07-15,469.305
2009-07-16,476.392
2009-07-17,464.107
2009-07-20,476.111
2009-07-21,491.808
2009-07-22,483.396
2009-07-23,498.022
2009-07-24,506.794
2009-07-27,517.314
2009-07-28,495.137
2009-07-29,496.34
2009-07-30,508.463
2009-07-31,520.728
2009-08-03,542.511
2009-08-04,543.915
2009-08-05,544.822
2009-08-06,544.682
2009-08-07,540.575
2009-08-10,531.961
2009-08-11,520.476
2009-08-12,535.635
2009-08-13,560.759
