Date,ISRAEL IMI VALUE IMI (Large+Mid+Small Cap)
2003-10-14,414.652
2003-10-15,422.009
2003-10-16,421.466
2003-10-17,422.052
2003-10-20,419.688
2003-10-21,422.528
2003-10-22,418.718
2003-10-23,414.287
2003-10-24,413.544
2003-10-27,416.146
2003-10-28,426.583
2003-10-29,432.87
2003-10-30,427.69
2003-10-31,428.692
2003-11-03,438.391
2003-11-04,439.522
2003-11-05,442.634
2003-11-06,439.216
2003-11-07,440.08
2003-11-10,437.948
2003-11-11,429.959
2003-11-12,437.043
2003-11-13,439.325
2003-11-14,438.151
2003-11-17,439.118
2003-11-18,447.11
2003-11-19,446.966
2003-11-20,442.752
2003-11-21,442.284
2003-11-24,442.38
2003-11-25,447.489
2003-11-26,450.125
2003-11-27,456.574
2003-11-28,457.637
2003-12-01,462.056
2003-12-02,459.547
2003-12-03,460.432
2003-12-04,451.455
2003-12-05,450.609
2003-12-08,442.666
2003-12-09,453.43
2003-12-10,448.571
2003-12-11,458.022
2003-12-12,457.531
2003-12-15,462.283
2003-12-16,462.901
2003-12-17,457.099
2003-12-18,457.222
2003-12-19,456.417
2003-12-22,455.825
2003-12-23,454.568
2003-12-24,455.474
2003-12-25,456.876
2003-12-26,456.668
2003-12-29,466.26
2003-12-30,466.625
2003-12-31,467.275
2004-01-01,467.275
2004-01-02,467.833
2004-01-05,486.244
2004-01-06,489.361
2004-01-07,483.075
2004-01-08,487.306
2004-01-09,488.551
2004-01-12,490.59
2004-01-13,495.153
2004-01-14,494.667
2004-01-15,498.505
2004-01-16,505.423
2004-01-19,510.395
2004-01-20,516.517
2004-01-21,503.781
2004-01-22,497.749
2004-01-23,497.814
2004-01-26,503.386
2004-01-27,504.755
2004-01-28,496.591
2004-01-29,490.899
2004-01-30,491.155
2004-02-02,491.346
2004-02-03,492.753
2004-02-04,485.718
2004-02-05,491.29
2004-02-06,500.111
2004-02-09,517.549
2004-02-10,519.36
2004-02-11,520.808
2004-02-12,521.12
2004-02-13,520.683
2004-02-16,523.644
2004-02-17,528.748
2004-02-18,524.649
2004-02-19,523.88
2004-02-20,521.107
2004-02-23,516.286
2004-02-24,511.049
2004-02-25,513.759
2004-02-26,504.633
2004-02-27,505.012
2004-03-01,515.758
2004-03-02,516.075
2004-03-03,509.358
2004-03-04,514.977
2004-03-05,514.723
2004-03-08,516.091
2004-03-09,514.036
2004-03-10,509.31
2004-03-11,500.921
2004-03-12,501.514
2004-03-15,504.599
2004-03-16,510.477
2004-03-17,514.946
2004-03-18,514.217
2004-03-19,513.726
2004-03-22,506.782
2004-03-23,505.387
2004-03-24,497.262
2004-03-25,499.573
2004-03-26,499.474
2004-03-29,508.086
2004-03-30,507.364
2004-03-31,507.608
2004-04-01,511.517
2004-04-02,513.334
2004-04-05,518.761
2004-04-06,515.504
2004-04-07,517.538
2004-04-08,521.167
2004-04-09,521.167
2004-04-12,522.643
2004-04-13,522.573
2004-04-14,515.578
2004-04-15,517.999
2004-04-16,514.205
2004-04-19,520.815
2004-04-20,526.832
2004-04-21,526.17
2004-04-22,531.757
2004-04-23,536.149
2004-04-26,533.745
2004-04-27,535.199
2004-04-28,523.335
2004-04-29,519.376
2004-04-30,512.359
2004-05-03,512.747
2004-05-04,522.309
2004-05-05,524.037
2004-05-06,517.815
2004-05-07,518.496
2004-05-10,495.43
2004-05-11,500.389
2004-05-12,500.318
2004-05-13,499.766
2004-05-14,497.331
2004-05-17,488.933
2004-05-18,491.549
2004-05-19,503.535
2004-05-20,501.259
2004-05-21,502.782
2004-05-24,511.567
2004-05-25,514.184
2004-05-26,514.294
2004-05-27,517.6
2004-05-28,515.671
2004-05-31,513.706
2004-06-01,518.742
2004-06-02,522.752
2004-06-03,520.887
2004-06-04,520.19
2004-06-07,530.841
2004-06-08,532.402
2004-06-09,530.71
2004-06-10,532.584
2004-06-11,532.077
2004-06-14,529.558
2004-06-15,531.893
2004-06-16,536.931
2004-06-17,538.125
2004-06-18,537.519
2004-06-21,543.931
2004-06-22,545.24
2004-06-23,546.25
2004-06-24,547.28
2004-06-25,548.923
2004-06-28,547.955
2004-06-29,548.79
2004-06-30,551.539
2004-07-01,551.823
2004-07-02,550.531
2004-07-05,549.573
2004-07-06,542.964
2004-07-07,542.486
2004-07-08,539.936
2004-07-09,540.969
2004-07-12,536.459
2004-07-13,531.915
2004-07-14,529.517
2004-07-15,525.98
2004-07-16,525.022
2004-07-19,521.242
2004-07-20,525.875
2004-07-21,526.482
2004-07-22,519.378
2004-07-23,516.27
2004-07-26,503.67
2004-07-27,504.189
2004-07-28,491.262
2004-07-29,495.95
2004-07-30,497.164
2004-08-02,492.293
2004-08-03,484.897
2004-08-04,481.386
2004-08-05,484.863
2004-08-06,484.005
2004-08-09,476.253
2004-08-10,472.774
2004-08-11,459.277
2004-08-12,454.19
2004-08-13,454.152
2004-08-16,454.83
2004-08-17,465.407
2004-08-18,464.527
2004-08-19,470.116
2004-08-20,470.37
2004-08-23,473.108
2004-08-24,475.868
2004-08-25,475.477
2004-08-26,479.375
2004-08-27,479.61
2004-08-30,479.141
2004-08-31,474.19
2004-09-01,469.943
2004-09-02,469.622
2004-09-03,466.286
2004-09-06,469.928
2004-09-07,475.474
2004-09-08,478.548
2004-09-09,480.705
2004-09-10,484.364
2004-09-13,489.103
2004-09-14,490.417
2004-09-15,488.661
2004-09-16,488.911
2004-09-17,489.112
2004-09-20,491.933
2004-09-21,491.18
2004-09-22,487.724
2004-09-23,477.305
2004-09-24,474.969
2004-09-27,474.696
2004-09-28,471.864
2004-09-29,471.722
2004-09-30,471.846
2004-10-01,477.565
2004-10-04,487.263
2004-10-05,485.12
2004-10-06,485.541
2004-10-07,484.789
2004-10-08,483.75
2004-10-11,476.501
2004-10-12,468.871
2004-10-13,467.405
2004-10-14,465.069
2004-10-15,464.016
2004-10-18,470.345
2004-10-19,472.892
2004-10-20,474.97
2004-10-21,480.443
2004-10-22,478.829
2004-10-25,478.353
2004-10-26,482.596
2004-10-27,482.304
2004-10-28,481.344
2004-10-29,483.223
2004-11-01,492.534
2004-11-02,484.881
2004-11-03,490.028
2004-11-04,492.984
2004-11-05,495.579
2004-11-08,495.347
2004-11-09,498.757
2004-11-10,498.795
2004-11-11,506.508
2004-11-12,508.279
2004-11-15,523.183
2004-11-16,527.653
2004-11-17,532.41
2004-11-18,535.316
2004-11-19,534.519
2004-11-22,528.081
2004-11-23,529.16
2004-11-24,531.612
2004-11-25,532.812
2004-11-26,532.81
2004-11-29,527.345
2004-11-30,526.761
2004-12-01,530.557
2004-12-02,534.03
2004-12-03,535.255
2004-12-06,549.105
2004-12-07,552.604
2004-12-08,550.545
2004-12-09,550.767
2004-12-10,549.611
2004-12-13,560.19
2004-12-14,566.406
2004-12-15,566.77
2004-12-16,564.837
2004-12-17,564.393
2004-12-20,565.768
2004-12-21,561.169
2004-12-22,561.656
2004-12-23,563.928
2004-12-24,566.14
2004-12-27,571.487
2004-12-28,568.027
2004-12-29,566.49
2004-12-30,571.714
2004-12-31,574.846
2005-01-03,575.43
2005-01-04,564.665
2005-01-05,554.742
2005-01-06,558.536
2005-01-07,558.934
2005-01-10,571.623
2005-01-11,572.885
2005-01-12,576.819
2005-01-13,571.704
2005-01-14,572.62
2005-01-17,568.695
2005-01-18,568.299
2005-01-19,576.471
2005-01-20,576.749
2005-01-21,578.012
2005-01-24,579.778
2005-01-25,573.717
2005-01-26,576.915
2005-01-27,571.368
2005-01-28,570.859
2005-01-31,586.124
2005-02-01,586.775
2005-02-02,593.72
2005-02-03,603.362
2005-02-04,606.928
2005-02-07,600.916
2005-02-08,598.893
2005-02-09,593.748
2005-02-10,591.747
2005-02-11,592.598
2005-02-14,601.343
2005-02-15,592.29
2005-02-16,593.989
2005-02-17,591.446
2005-02-18,592.402
2005-02-21,584.804
2005-02-22,577.179
2005-02-23,578.008
2005-02-24,582.663
2005-02-25,582.064
2005-02-28,601.876
2005-03-01,606.644
2005-03-02,602.335
2005-03-03,606.16
2005-03-04,606.639
2005-03-07,611.612
2005-03-08,614.948
2005-03-09,611.788
2005-03-10,613.692
2005-03-11,614.778
2005-03-14,614.147
2005-03-15,606.831
2005-03-16,599.454
2005-03-17,601.846
2005-03-18,601.247
2005-03-21,602.139
2005-03-22,599.338
2005-03-23,585.617
2005-03-24,582.843
2005-03-25,583.182
2005-03-28,593.754
2005-03-29,593.505
2005-03-30,589.493
2005-03-31,595.293
2005-04-01,595.858
2005-04-04,589.912
2005-04-05,596.936
2005-04-06,601.528
2005-04-07,606.001
2005-04-08,604.611
2005-04-11,609.543
2005-04-12,609.58
2005-04-13,610.581
2005-04-14,608.83
2005-04-15,605.718
2005-04-18,601.371
2005-04-19,603.123
2005-04-20,600.535
2005-04-21,604.008
2005-04-22,603.764
2005-04-25,601.935
2005-04-26,599.542
2005-04-27,596.467
2005-04-28,597.692
2005-04-29,599.212
2005-05-02,608.555
2005-05-03,604.625
2005-05-04,612.997
2005-05-05,617.551
2005-05-06,616.802
2005-05-09,621.604
2005-05-10,624.768
2005-05-11,624.135
2005-05-12,622.615
2005-05-13,622.984
2005-05-16,626.807
2005-05-17,629.062
2005-05-18,628.74
2005-05-19,628.427
2005-05-20,627.058
2005-05-23,618.99
2005-05-24,620.691
2005-05-25,626.387
2005-05-26,632.066
2005-05-27,630.9
2005-05-30,630.954
2005-05-31,627.619
2005-06-01,626.452
2005-06-02,629.663
2005-06-03,628.297
2005-06-06,632.041
2005-06-07,632.148
2005-06-08,631.579
2005-06-09,624.342
2005-06-10,622.33
2005-06-13,620.955
2005-06-14,611.748
2005-06-15,604.679
2005-06-16,602.754
2005-06-17,603.854
2005-06-20,578.172
2005-06-21,588.105
2005-06-22,587.536
2005-06-23,579.709
2005-06-24,577.341
2005-06-27,567.426
2005-06-28,566.393
2005-06-29,568.743
2005-06-30,565.702
2005-07-01,567.669
2005-07-04,574.298
2005-07-05,566.212
2005-07-06,571.669
2005-07-07,566.978
2005-07-08,567.9
2005-07-11,589.415
2005-07-12,595.148
2005-07-13,595.757
2005-07-14,600.927
2005-07-15,599.272
2005-07-18,589.703
2005-07-19,600.53
2005-07-20,608.621
2005-07-21,615.409
2005-07-22,615.163
2005-07-25,614.421
2005-07-26,615.071
2005-07-27,618.135
2005-07-28,616.625
2005-07-29,615.991
2005-08-01,614.199
2005-08-02,631.688
2005-08-03,634.085
2005-08-04,631.591
2005-08-05,632.242
2005-08-08,615.042
2005-08-09,611.642
2005-08-10,616.205
2005-08-11,615.63
2005-08-12,615.32
2005-08-15,624.416
2005-08-16,625.425
2005-08-17,640.854
2005-08-18,646.397
2005-08-19,646.392
2005-08-22,642.827
2005-08-23,638.039
2005-08-24,631.047
2005-08-25,626.545
2005-08-26,624.682
2005-08-29,627.701
2005-08-30,635.876
2005-08-31,635.562
2005-09-01,648.711
2005-09-02,649.187
2005-09-05,656.572
2005-09-06,656.66
2005-09-07,656.383
2005-09-08,653.565
2005-09-09,655.006
2005-09-12,659.805
2005-09-13,656.206
2005-09-14,660.858
2005-09-15,657.41
2005-09-16,657.516
2005-09-19,655.146
2005-09-20,656.459
2005-09-21,648.771
2005-09-22,640.627
2005-09-23,639.062
2005-09-26,644.243
2005-09-27,655.469
2005-09-28,662.734
2005-09-29,662.846
2005-09-30,665.825
2005-10-03,668.54
2005-10-04,668.091
2005-10-05,666.078
2005-10-06,654.635
2005-10-07,652.644
2005-10-10,662.811
2005-10-11,661.302
2005-10-12,656.507
2005-10-13,654.673
2005-10-14,658.019
2005-10-17,645.193
2005-10-18,645.379
2005-10-19,632.168
2005-10-20,641.185
2005-10-21,644.559
2005-10-24,651.26
2005-10-25,653.161
2005-10-26,647.422
2005-10-27,638.583
2005-10-28,638.128
2005-10-31,652.161
2005-11-01,648.938
2005-11-02,642.597
2005-11-03,646.866
2005-11-04,646.746
2005-11-07,644.442
2005-11-08,642.192
2005-11-09,651.29
2005-11-10,646.322
2005-11-11,644.089
2005-11-14,632.734
2005-11-15,630.498
2005-11-16,628.384
2005-11-17,642.686
2005-11-18,642.801
2005-11-21,635.112
2005-11-22,634.161
2005-11-23,647.638
2005-11-24,652.506
2005-11-25,653.37
2005-11-28,664.315
2005-11-29,671.793
2005-11-30,672.333
2005-12-01,674.57
2005-12-02,676.585
2005-12-05,682.534
2005-12-06,684.833
2005-12-07,682.66
2005-12-08,680.543
2005-12-09,678.977
2005-12-12,687.549
2005-12-13,692.298
2005-12-14,694.214
2005-12-15,699.292
2005-12-16,697.568
2005-12-19,685.698
2005-12-20,693.379
2005-12-21,702.826
2005-12-22,703.073
2005-12-23,705.751
2005-12-26,705.726
2005-12-27,703.114
2005-12-28,695.619
2005-12-29,701.65
2005-12-30,697.708
2006-01-02,714.935
2006-01-03,723.704
2006-01-04,734.789
2006-01-05,702.169
2006-01-06,707.774
2006-01-09,709.089
2006-01-10,697.844
2006-01-11,708.199
2006-01-12,715.814
2006-01-13,716.423
2006-01-16,732.106
2006-01-17,724.122
2006-01-18,718.869
2006-01-19,730.469
2006-01-20,726.388
2006-01-23,731.622
2006-01-24,735.097
2006-01-25,743.611
2006-01-26,740.294
2006-01-27,743.165
2006-01-30,721.18
2006-01-31,710.111
2006-02-01,712.244
2006-02-02,708.595
2006-02-03,706.067
2006-02-06,694.23
2006-02-07,689.884
2006-02-08,691.937
2006-02-09,698.675
2006-02-10,698.967
2006-02-13,701.498
2006-02-14,688.594
2006-02-15,688.993
2006-02-16,686.555
2006-02-17,687.118
2006-02-20,682.287
2006-02-21,675.736
2006-02-22,674.702
2006-02-23,671.011
2006-02-24,673.033
2006-02-27,688.481
2006-02-28,689.11
2006-03-01,697.172
2006-03-02,694.698
2006-03-03,694.258
2006-03-06,700.993
2006-03-07,692.467
2006-03-08,688.705
2006-03-09,693.51
2006-03-10,693.938
2006-03-13,701.975
2006-03-14,704.499
2006-03-15,705.49
2006-03-16,712.679
2006-03-17,717.027
2006-03-20,724.74
2006-03-21,723.358
2006-03-22,724.78
2006-03-23,725.53
2006-03-24,720.281
2006-03-27,713.949
2006-03-28,712.413
2006-03-29,697.568
2006-03-30,694.842
2006-03-31,693.762
2006-04-03,699.108
2006-04-04,710.284
2006-04-05,712.735
2006-04-06,715.907
2006-04-07,714.304
2006-04-10,720.078
2006-04-11,721.673
2006-04-12,719.932
2006-04-13,718.968
2006-04-14,718.859
2006-04-17,721.232
2006-04-18,725.071
2006-04-19,727.799
2006-04-20,742.328
2006-04-21,744.177
2006-04-24,742.094
2006-04-25,745.191
2006-04-26,742.703
2006-04-27,746.358
2006-04-28,750.472
2006-05-01,760.708
2006-05-02,759.613
2006-05-03,758.095
2006-05-04,761.741
2006-05-05,764.903
2006-05-08,784.179
2006-05-09,787.396
2006-05-10,791.297
2006-05-11,793.21
2006-05-12,789.875
2006-05-15,773.712
2006-05-16,785.809
2006-05-17,779.918
2006-05-18,772.875
2006-05-19,772.552
2006-05-22,733.387
2006-05-23,749.912
2006-05-24,739.908
2006-05-25,739.034
2006-05-26,739.774
2006-05-29,750.495
2006-05-30,743.953
2006-05-31,735.894
2006-06-01,735.268
2006-06-02,735.979
2006-06-05,737.598
2006-06-06,724.192
2006-06-07,728.725
2006-06-08,720.699
2006-06-09,722.289
2006-06-12,712.759
2006-06-13,701.661
2006-06-14,709.847
2006-06-15,717.017
2006-06-16,719.586
2006-06-19,709.174
2006-06-20,704.486
2006-06-21,711.89
2006-06-22,713.738
2006-06-23,711.143
2006-06-26,695.226
2006-06-27,690.934
2006-06-28,684.312
2006-06-29,682.703
2006-06-30,684.401
2006-07-03,715.449
2006-07-04,730.359
2006-07-05,711.45
2006-07-06,722.962
2006-07-07,724.105
2006-07-10,728.889
2006-07-11,723.925
2006-07-12,685.64
2006-07-13,651.021
2006-07-14,648.166
2006-07-17,666.743
2006-07-18,686.782
2006-07-19,680.467
2006-07-20,686.676
2006-07-21,682.585
2006-07-24,683.323
2006-07-25,690.115
2006-07-26,676.584
2006-07-27,676.915
2006-07-28,678.066
2006-07-31,699.502
2006-08-01,688.679
2006-08-02,697.458
2006-08-03,697.453
2006-08-04,698.292
2006-08-07,695.4
2006-08-08,704.689
2006-08-09,694.015
2006-08-10,679.616
2006-08-11,680.799
2006-08-14,702.303
2006-08-15,709.462
2006-08-16,715.942
2006-08-17,730.556
2006-08-18,730.572
2006-08-21,728.539
2006-08-22,721.914
2006-08-23,718.338
2006-08-24,717.703
2006-08-25,714.613
2006-08-28,697.876
2006-08-29,707.928
2006-08-30,712.539
2006-08-31,717.143
2006-09-01,719.102
2006-09-04,714.99
2006-09-05,715.048
2006-09-06,705.972
2006-09-07,699.278
2006-09-08,701.037
2006-09-11,699.302
2006-09-12,708.935
2006-09-13,720.999
2006-09-14,724.093
2006-09-15,724.665
2006-09-18,734.252
2006-09-19,735.594
2006-09-20,748.074
2006-09-21,749.379
2006-09-22,747.5
2006-09-25,748.93
2006-09-26,749.799
2006-09-27,751.264
2006-09-28,756.738
2006-09-29,754.808
2006-10-02,753.124
2006-10-03,760.832
2006-10-04,774.743
2006-10-05,782.071
2006-10-06,784.709
2006-10-09,785.883
2006-10-10,786.095
2006-10-11,784.17
2006-10-12,791.184
2006-10-13,793.727
2006-10-16,793.133
2006-10-17,789.432
2006-10-18,796.112
2006-10-19,798.324
2006-10-20,796.666
2006-10-23,800.761
2006-10-24,792.348
2006-10-25,798.64
2006-10-26,814.832
2006-10-27,810.847
2006-10-30,812.372
2006-10-31,817.255
2006-11-01,817.922
2006-11-02,807.072
2006-11-03,806.003
2006-11-06,819.858
2006-11-07,816.382
2006-11-08,816.126
2006-11-09,820.595
2006-11-10,826.04
2006-11-13,835.345
2006-11-14,844.705
2006-11-15,835.96
2006-11-16,842.625
2006-11-17,840.406
2006-11-20,831.978
2006-11-21,833.12
2006-11-22,839.255
2006-11-23,829.462
2006-11-24,828.894
2006-11-27,834.323
2006-11-28,835.222
2006-11-29,850.842
2006-11-30,853.461
2006-12-01,853.136
2006-12-04,848.293
2006-12-05,855.469
2006-12-06,856.961
2006-12-07,861.035
2006-12-08,861.604
2006-12-11,858.986
2006-12-12,855.772
2006-12-13,859.328
2006-12-14,864.794
2006-12-15,861.777
2006-12-18,869.876
2006-12-19,862.988
2006-12-20,869.21
2006-12-21,867.443
2006-12-22,867.045
2006-12-25,851.974
2006-12-26,849.446
2006-12-27,849.928
2006-12-28,845.458
2006-12-29,843.44
2007-01-01,853.518
2007-01-02,858.593
2007-01-03,869.124
2007-01-04,858.657
2007-01-05,857.197
2007-01-08,857.071
2007-01-09,855.008
2007-01-10,839.673
2007-01-11,851.054
2007-01-12,856.97
2007-01-15,865.001
2007-01-16,864.512
2007-01-17,867.433
2007-01-18,869.507
2007-01-19,870.198
2007-01-22,875.897
2007-01-23,876.003
2007-01-24,880.158
2007-01-25,872.448
2007-01-26,871.306
2007-01-29,872.359
2007-01-30,871.237
2007-01-31,872.004
2007-02-01,882.666
2007-02-02,884.662
2007-02-05,889.781
2007-02-06,892.392
2007-02-07,894.733
2007-02-08,893.696
2007-02-09,893.214
2007-02-12,888.224
2007-02-13,910.263
2007-02-14,927.361
2007-02-15,927.652
2007-02-16,929.803
2007-02-19,930.21
2007-02-20,917.327
2007-02-21,922.122
2007-02-22,922.166
2007-02-23,920.954
2007-02-26,910.539
2007-02-27,887.535
2007-02-28,879.383
2007-03-01,869.946
2007-03-02,870.486
2007-03-05,857.198
2007-03-06,870.573
2007-03-07,869.293
2007-03-08,878.716
2007-03-09,879.617
2007-03-12,888.325
2007-03-13,880.577
2007-03-14,866.832
2007-03-15,866.528
2007-03-16,867.656
2007-03-19,869.233
2007-03-20,874.494
2007-03-21,877.487
2007-03-22,883.204
2007-03-23,883.679
2007-03-26,888.99
2007-03-27,901.465
2007-03-28,889.675
2007-03-29,899.964
2007-03-30,900.887
2007-04-02,906.545
2007-04-03,907.31
2007-04-04,934.412
2007-04-05,933.771
2007-04-06,933.771
