Date,WORLD LARGE GROWTH Large Cap
2001-06-28,758.47
2001-06-29,760.551
2001-07-02,768.857
2001-07-03,766.241
2001-07-04,762.21
2001-07-05,746.308
2001-07-06,728.575
2001-07-09,732.989
2001-07-10,725.194
2001-07-11,720.663
2001-07-12,738.042
2001-07-13,741.221
2001-07-16,732.928
2001-07-17,733.813
2001-07-18,729.472
2001-07-19,737.184
2001-07-20,735.012
2001-07-23,722.53
2001-07-24,716.733
2001-07-25,721.749
2001-07-26,727.781
2001-07-27,731.75
2001-07-30,731.75
2001-07-31,739.188
2001-08-01,745.848
2001-08-02,752.601
2001-08-03,747.805
2001-08-06,740.1
2001-08-07,740.429
2001-08-08,727.62
2001-08-09,722.288
2001-08-10,723.079
2001-08-13,723.929
2001-08-14,725.731
2001-08-15,722.879
2001-08-16,719.297
2001-08-17,706.585
2001-08-20,706.691
2001-08-21,703.016
2001-08-22,707.226
2001-08-23,701.706
2001-08-24,717.371
2001-08-27,716.794
2001-08-28,704.273
2001-08-29,697.244
2001-08-30,681.278
2001-08-31,683.641
2001-09-03,678.517
2001-09-04,677.59
2001-09-05,670.245
2001-09-06,654.223
2001-09-07,643.554
2001-09-10,642.493
2001-09-11,632.886
2001-09-12,631.922
2001-09-13,635.708
2001-09-14,631.628
2001-09-17,612.128
2001-09-18,609.481
2001-09-19,605.117
2001-09-20,587.994
2001-09-21,573.899
2001-09-24,598.914
2001-09-25,607.008
2001-09-26,604.333
2001-09-27,608.624
2001-09-28,621.795
2001-10-01,619.341
2001-10-02,626.124
2001-10-03,636.691
2001-10-04,643.19
2001-10-05,646.936
2001-10-08,644.826
2001-10-09,638.46
2001-10-10,649.996
2001-10-11,664.155
2001-10-12,665.034
2001-10-15,659.948
2001-10-16,665.0
2001-10-17,660.544
2001-10-18,653.279
2001-10-19,652.018
2001-10-22,661.243
2001-10-23,665.17
2001-10-24,668.882
2001-10-25,671.74
2001-10-26,675.189
2001-10-29,660.336
2001-10-30,647.942
2001-10-31,648.946
2001-11-01,662.465
2001-11-02,663.881
2001-11-05,674.514
2001-11-06,684.128
2001-11-07,682.478
2001-11-08,687.402
2001-11-09,684.576
2001-11-12,679.926
2001-11-13,692.472
2001-11-14,696.229
2001-11-15,701.004
2001-11-16,702.267
2001-11-19,709.074
2001-11-20,699.597
2001-11-21,695.257
2001-11-22,698.452
2001-11-23,700.914
2001-11-26,709.347
2001-11-27,704.409
2001-11-28,692.855
2001-11-29,695.992
2001-11-30,699.668
2001-12-03,691.012
2001-12-04,701.31
2001-12-05,720.702
2001-12-06,721.644
2001-12-07,713.738
2001-12-10,699.132
2001-12-11,698.802
2001-12-12,700.936
2001-12-13,686.582
2001-12-14,686.668
2001-12-17,696.328
2001-12-18,698.284
2001-12-19,696.586
2001-12-20,690.085
2001-12-21,692.635
2001-12-24,689.652
2001-12-25,689.061
2001-12-26,690.015
2001-12-27,698.689
2001-12-28,701.586
2001-12-31,697.902
2002-01-01,697.902
2002-01-02,701.004
2002-01-03,709.792
2002-01-04,712.718
2002-01-07,706.861
2002-01-08,701.777
2002-01-09,699.008
2002-01-10,696.418
2002-01-11,692.778
2002-01-14,686.086
2002-01-15,687.661
2002-01-16,676.493
2002-01-17,682.827
2002-01-18,677.51
2002-01-21,675.074
2002-01-22,668.883
2002-01-23,671.514
2002-01-24,674.969
2002-01-25,671.041
2002-01-28,672.391
2002-01-29,657.053
2002-01-30,657.65
2002-01-31,665.759
2002-02-01,661.096
2002-02-04,649.184
2002-02-05,643.582
2002-02-06,639.359
2002-02-07,640.832
2002-02-08,647.19
2002-02-11,657.232
2002-02-12,655.952
2002-02-13,661.131
2002-02-14,661.788
2002-02-15,653.837
2002-02-18,651.834
2002-02-19,639.25
2002-02-20,642.304
2002-02-21,637.482
2002-02-22,638.336
2002-02-25,646.766
2002-02-26,646.293
2002-02-27,649.902
2002-02-28,648.622
2002-03-01,661.879
2002-03-04,678.781
2002-03-05,676.368
2002-03-06,683.721
2002-03-07,689.224
2002-03-08,695.069
2002-03-11,694.457
2002-03-12,685.728
2002-03-13,679.052
2002-03-14,681.984
2002-03-15,689.22
2002-03-18,688.317
2002-03-19,690.963
2002-03-20,680.238
2002-03-21,680.184
2002-03-22,677.209
2002-03-25,667.685
2002-03-26,669.194
2002-03-27,670.328
2002-03-28,674.945
2002-03-29,673.61
2002-04-01,675.207
2002-04-02,669.314
2002-04-03,666.302
2002-04-04,666.221
2002-04-05,662.72
2002-04-08,659.202
2002-04-09,654.468
2002-04-10,660.609
2002-04-11,645.843
2002-04-12,648.108
2002-04-15,647.819
2002-04-16,662.46
2002-04-17,664.188
2002-04-18,662.907
2002-04-19,661.296
2002-04-22,653.66
2002-04-23,649.213
2002-04-24,645.944
2002-04-25,645.811
2002-04-26,636.587
2002-04-29,633.071
2002-04-30,636.386
2002-05-01,640.795
2002-05-02,634.772
2002-05-03,628.869
2002-05-06,621.684
2002-05-07,616.055
2002-05-08,638.815
2002-05-09,631.685
2002-05-10,621.825
2002-05-13,629.484
2002-05-14,639.64
2002-05-15,642.916
2002-05-16,646.717
2002-05-17,654.96
2002-05-20,649.021
2002-05-21,641.941
2002-05-22,643.07
2002-05-23,645.164
2002-05-24,639.961
2002-05-27,638.526
2002-05-28,635.499
2002-05-29,631.811
2002-05-30,629.832
2002-05-31,629.347
2002-06-03,620.077
2002-06-04,617.477
2002-06-05,619.59
2002-06-06,612.773
2002-06-07,606.488
2002-06-10,608.306
2002-06-11,602.711
2002-06-12,601.386
2002-06-13,594.645
2002-06-14,589.681
2002-06-17,604.569
2002-06-18,604.21
2002-06-19,594.739
2002-06-20,587.747
2002-06-21,579.243
2002-06-24,580.205
2002-06-25,576.172
2002-06-26,576.21
2002-06-27,585.338
2002-06-28,590.271
2002-07-01,581.393
2002-07-02,567.82
2002-07-03,567.69
2002-07-04,571.041
2002-07-05,591.368
2002-07-08,587.739
2002-07-09,579.068
2002-07-10,559.899
2002-07-11,557.855
2002-07-12,558.315
2002-07-15,551.226
2002-07-16,545.193
2002-07-17,552.948
2002-07-18,546.909
2002-07-19,526.294
2002-07-22,508.489
2002-07-23,495.706
2002-07-24,510.998
2002-07-25,512.735
2002-07-26,515.903
2002-07-29,540.38
2002-07-30,543.36
2002-07-31,544.098
2002-08-01,528.095
2002-08-02,521.961
2002-08-05,505.859
2002-08-06,516.92
2002-08-07,525.37
2002-08-08,541.373
2002-08-09,545.361
2002-08-12,539.963
2002-08-13,534.555
2002-08-14,546.927
2002-08-15,555.191
2002-08-16,557.472
2002-08-19,567.14
2002-08-20,559.555
2002-08-21,566.523
2002-08-22,573.592
2002-08-23,563.191
2002-08-26,564.191
2002-08-27,560.091
2002-08-28,547.465
2002-08-29,544.872
2002-08-30,544.251
2002-09-02,541.344
2002-09-03,522.043
2002-09-04,528.209
2002-09-05,522.774
2002-09-06,531.467
2002-09-09,533.578
2002-09-10,539.316
2002-09-11,542.389
2002-09-12,528.859
2002-09-13,526.618
2002-09-16,525.446
2002-09-17,518.928
2002-09-18,513.677
2002-09-19,502.98
2002-09-20,501.959
2002-09-23,491.909
2002-09-24,485.923
2002-09-25,496.01
2002-09-26,506.845
2002-09-27,497.373
2002-09-30,487.514
2002-10-01,500.303
2002-10-02,498.461
2002-10-03,494.006
2002-10-04,484.747
2002-10-07,475.783
2002-10-08,479.88
2002-10-09,472.024
2002-10-10,483.624
2002-10-11,502.751
2002-10-14,504.473
2002-10-15,528.613
2002-10-16,516.261
2002-10-17,526.853
2002-10-18,529.246
2002-10-21,533.143
2002-10-22,527.975
2002-10-23,526.124
2002-10-24,523.387
2002-10-25,531.202
2002-10-28,530.226
2002-10-29,522.506
2002-10-30,528.208
2002-10-31,529.325
2002-11-01,532.911
2002-11-04,541.51
2002-11-05,546.537
2002-11-06,547.549
2002-11-07,539.592
2002-11-08,534.101
2002-11-11,524.726
2002-11-12,530.88
2002-11-13,530.357
2002-11-14,541.556
2002-11-15,544.653
2002-11-18,540.708
2002-11-19,537.752
2002-11-20,543.679
2002-11-21,555.625
2002-11-22,554.199
2002-11-25,553.111
2002-11-26,542.982
2002-11-27,555.135
2002-11-28,557.687
2002-11-29,555.11
2002-12-02,554.358
2002-12-03,546.481
2002-12-04,545.06
2002-12-05,537.96
2002-12-06,540.297
2002-12-09,529.52
2002-12-10,534.805
2002-12-11,535.739
2002-12-12,533.554
2002-12-13,527.135
2002-12-16,536.559
2002-12-17,533.142
2002-12-18,524.239
2002-12-19,521.505
2002-12-20,526.006
2002-12-23,528.119
2002-12-24,527.843
2002-12-25,527.693
2002-12-26,526.253
2002-12-27,517.829
2002-12-30,521.453
2002-12-31,523.032
2003-01-01,523.032
2003-01-02,535.542
2003-01-03,537.951
2003-01-06,546.016
2003-01-07,542.586
2003-01-08,534.922
2003-01-09,544.128
2003-01-10,545.382
2003-01-13,545.42
2003-01-14,550.04
2003-01-15,542.825
2003-01-16,540.257
2003-01-17,531.969
2003-01-20,529.359
2003-01-21,525.382
2003-01-22,520.34
2003-01-23,525.525
2003-01-24,514.192
2003-01-27,503.107
2003-01-28,506.169
2003-01-29,509.419
2003-01-30,503.47
2003-01-31,505.685
2003-02-03,509.294
2003-02-04,502.364
2003-02-05,503.093
2003-02-06,497.937
2003-02-07,492.933
2003-02-10,493.678
2003-02-11,494.774
2003-02-12,490.114
2003-02-13,489.638
2003-02-14,498.599
2003-02-17,501.055
2003-02-18,508.61
2003-02-19,503.824
2003-02-20,501.623
2003-02-21,506.168
2003-02-24,499.638
2003-02-25,496.364
2003-02-26,492.723
2003-02-27,495.574
2003-02-28,499.81
2003-03-03,498.782
2003-03-04,491.76
2003-03-05,494.055
2003-03-06,490.488
2003-03-07,490.152
2003-03-10,479.576
2003-03-11,476.585
2003-03-12,475.701
2003-03-13,490.693
2003-03-14,495.77
2003-03-17,510.774
2003-03-18,512.589
2003-03-19,517.068
2003-03-20,518.41
2003-03-21,528.743
2003-03-24,513.669
2003-03-25,518.683
2003-03-26,517.263
2003-03-27,515.118
2003-03-28,512.306
2003-03-31,502.604
2003-04-01,507.282
2003-04-02,520.204
2003-04-03,519.52
2003-04-04,521.32
2003-04-07,525.9
2003-04-08,523.559
2003-04-09,518.786
2003-04-10,518.609
2003-04-11,516.406
2003-04-14,524.161
2003-04-15,528.99
2003-04-16,525.463
2003-04-17,532.879
2003-04-18,532.977
2003-04-21,531.359
2003-04-22,539.261
2003-04-23,541.797
2003-04-24,538.199
2003-04-25,531.258
2003-04-28,539.414
2003-04-29,540.369
2003-04-30,542.52
2003-05-01,544.391
2003-05-02,549.07
2003-05-05,550.959
2003-05-06,558.262
2003-05-07,554.781
2003-05-08,548.687
2003-05-09,556.379
2003-05-12,562.252
2003-05-13,560.913
2003-05-14,559.606
2003-05-15,562.872
2003-05-16,562.804
2003-05-19,550.147
2003-05-20,549.781
2003-05-21,548.427
2003-05-22,553.521
2003-05-23,553.371
2003-05-26,553.721
2003-05-27,560.876
2003-05-28,563.47
2003-05-29,565.447
2003-05-30,567.362
2003-06-02,571.706
2003-06-03,573.171
2003-06-04,579.363
2003-06-05,581.955
2003-06-06,582.043
2003-06-09,578.408
2003-06-10,580.847
2003-06-11,588.423
2003-06-12,589.152
2003-06-13,584.891
2003-06-16,596.614
2003-06-17,600.711
2003-06-18,601.057
2003-06-19,593.373
2003-06-20,593.07
2003-06-23,583.318
2003-06-24,581.233
2003-06-25,579.404
2003-06-26,581.331
2003-06-27,578.499
2003-06-30,576.195
2003-07-01,578.699
2003-07-02,587.667
2003-07-03,586.961
2003-07-04,585.339
2003-07-07,595.888
2003-07-08,596.616
2003-07-09,593.858
2003-07-10,588.236
2003-07-11,591.405
2003-07-14,596.869
2003-07-15,594.306
2003-07-16,591.77
2003-07-17,582.194
2003-07-18,585.137
2003-07-21,580.266
2003-07-22,583.907
2003-07-23,588.143
2003-07-24,588.554
2003-07-25,594.566
2003-07-28,595.115
2003-07-29,592.273
2003-07-30,589.38
2003-07-31,589.463
2003-08-01,584.288
2003-08-04,584.415
2003-08-05,578.341
2003-08-06,575.656
2003-08-07,579.613
2003-08-08,581.106
2003-08-11,584.247
2003-08-12,588.643
2003-08-13,587.305
2003-08-14,591.074
2003-08-15,591.34
2003-08-18,595.506
2003-08-19,596.44
2003-08-20,596.163
2003-08-21,596.28
2003-08-22,593.378
2003-08-25,593.003
2003-08-26,593.267
2003-08-27,594.73
2003-08-28,597.295
2003-08-29,599.717
2003-09-01,603.441
2003-09-02,607.048
2003-09-03,610.935
2003-09-04,612.792
2003-09-05,612.026
2003-09-08,618.405
2003-09-09,616.291
2003-09-10,610.13
2003-09-11,611.472
2003-09-12,613.352
2003-09-15,612.389
2003-09-16,620.196
2003-09-17,620.86
2003-09-18,627.448
2003-09-19,625.773
2003-09-22,618.284
2003-09-23,621.687
2003-09-24,612.989
2003-09-25,609.201
2003-09-26,605.202
2003-09-29,609.188
2003-09-30,603.0
2003-10-01,615.563
2003-10-02,618.214
2003-10-03,626.117
2003-10-06,626.766
2003-10-07,630.332
2003-10-08,627.19
2003-10-09,631.714
2003-10-10,633.245
2003-10-13,636.801
2003-10-14,638.739
2003-10-15,637.671
2003-10-16,640.579
2003-10-17,635.107
2003-10-20,638.254
2003-10-21,640.982
2003-10-22,632.58
2003-10-23,627.996
2003-10-24,626.338
2003-10-27,629.109
2003-10-28,637.291
2003-10-29,638.047
2003-10-30,637.972
2003-10-31,636.479
2003-11-03,639.447
2003-11-04,638.462
2003-11-05,636.429
2003-11-06,637.526
2003-11-07,638.376
2003-11-10,634.739
2003-11-11,632.656
2003-11-12,640.737
2003-11-13,643.97
2003-11-14,642.653
2003-11-17,635.235
2003-11-18,634.006
2003-11-19,634.932
2003-11-20,632.194
2003-11-21,633.166
2003-11-24,641.127
2003-11-25,640.845
2003-11-26,644.696
2003-11-27,645.087
2003-11-28,645.376
2003-12-01,653.731
2003-12-02,652.69
2003-12-03,652.498
2003-12-04,654.047
2003-12-05,649.8
2003-12-08,650.407
2003-12-09,646.406
2003-12-10,643.527
2003-12-11,648.13
2003-12-12,651.223
2003-12-15,651.485
2003-12-16,651.645
2003-12-17,651.501
2003-12-18,657.351
2003-12-19,657.154
2003-12-22,658.932
2003-12-23,661.384
2003-12-24,662.165
2003-12-25,662.257
2003-12-26,663.518
2003-12-29,670.582
2003-12-30,673.12
2003-12-31,675.539
2004-01-01,675.539
2004-01-02,676.238
2004-01-05,685.781
2004-01-06,688.114
2004-01-07,688.594
2004-01-08,694.093
2004-01-09,693.324
2004-01-12,693.998
2004-01-13,691.494
2004-01-14,694.526
2004-01-15,691.102
2004-01-16,693.566
2004-01-19,694.458
2004-01-20,696.552
2004-01-21,700.321
2004-01-22,702.249
2004-01-23,702.231
2004-01-26,704.558
2004-01-27,700.448
2004-01-28,693.584
2004-01-29,689.783
2004-01-30,689.194
2004-02-02,691.623
2004-02-03,694.449
2004-02-04,688.156
2004-02-05,689.532
2004-02-06,698.901
2004-02-09,699.446
2004-02-10,702.681
2004-02-11,705.387
2004-02-12,705.786
2004-02-13,703.508
2004-02-16,703.751
2004-02-17,710.818
2004-02-18,708.65
2004-02-19,706.062
2004-02-20,701.229
2004-02-23,699.609
2004-02-24,698.472
2004-02-25,698.863
2004-02-26,697.486
2004-02-27,698.406
2004-03-01,706.573
2004-03-02,701.35
2004-03-03,697.738
2004-03-04,701.295
2004-03-05,705.41
2004-03-08,700.267
2004-03-09,697.852
2004-03-10,688.097
2004-03-11,676.739
2004-03-12,680.109
2004-03-15,672.042
2004-03-16,677.886
2004-03-17,683.793
2004-03-18,683.851
2004-03-19,679.06
2004-03-22,670.684
2004-03-23,669.265
2004-03-24,668.204
2004-03-25,678.579
2004-03-26,678.474
2004-03-29,687.225
2004-03-30,689.011
2004-03-31,690.583
2004-04-01,696.688
2004-04-02,701.822
2004-04-05,704.634
2004-04-06,701.814
2004-04-07,701.347
2004-04-08,700.256
2004-04-09,698.895
2004-04-12,702.221
2004-04-13,695.49
2004-04-14,692.037
2004-04-15,691.086
2004-04-16,694.48
2004-04-19,696.36
2004-04-20,689.656
2004-04-21,688.629
2004-04-22,694.217
2004-04-23,697.232
2004-04-26,696.652
2004-04-27,696.344
2004-04-28,685.135
2004-04-29,682.694
2004-04-30,677.092
2004-05-03,680.7
2004-05-04,685.492
2004-05-05,689.338
2004-05-06,681.678
2004-05-07,673.929
2004-05-10,660.135
2004-05-11,664.7
2004-05-12,665.951
2004-05-13,663.357
2004-05-14,660.777
2004-05-17,654.759
2004-05-18,659.711
2004-05-19,665.681
2004-05-20,662.103
2004-05-21,666.067
2004-05-24,666.081
2004-05-25,672.528
2004-05-26,675.82
2004-05-27,683.905
2004-05-28,682.214
2004-05-31,682.423
2004-06-01,682.04
2004-06-02,683.663
2004-06-03,678.684
2004-06-04,682.471
2004-06-07,694.556
2004-06-08,696.023
2004-06-09,688.728
2004-06-10,690.1
2004-06-11,688.238
2004-06-14,681.989
2004-06-15,685.509
2004-06-16,687.158
2004-06-17,686.627
2004-06-18,687.914
2004-06-21,686.203
2004-06-22,685.001
2004-06-23,688.811
2004-06-24,691.696
2004-06-25,688.236
2004-06-28,690.186
2004-06-29,688.95
2004-06-30,689.697
2004-07-01,685.281
2004-07-02,683.848
2004-07-05,681.745
2004-07-06,676.214
2004-07-07,678.742
2004-07-08,675.925
2004-07-09,676.74
2004-07-12,676.845
2004-07-13,675.656
2004-07-14,673.825
2004-07-15,669.046
2004-07-16,667.808
2004-07-19,665.712
2004-07-20,668.322
2004-07-21,661.992
2004-07-22,661.679
2004-07-23,652.614
2004-07-26,649.965
2004-07-27,652.7
2004-07-28,652.243
2004-07-29,655.874
2004-07-30,657.86
2004-08-02,659.488
2004-08-03,657.128
2004-08-04,654.364
2004-08-05,647.65
2004-08-06,640.643
2004-08-09,637.978
2004-08-10,645.241
2004-08-11,641.089
2004-08-12,636.222
2004-08-13,637.637
2004-08-16,643.076
2004-08-17,645.942
2004-08-18,651.103
2004-08-19,652.738
2004-08-20,653.696
2004-08-23,654.754
2004-08-24,652.911
2004-08-25,656.585
2004-08-26,657.739
2004-08-27,660.178
2004-08-30,655.82
2004-08-31,656.505
2004-09-01,659.512
2004-09-02,664.221
2004-09-03,659.412
2004-09-06,661.861
2004-09-07,664.161
2004-09-08,663.548
2004-09-09,662.807
2004-09-10,668.107
2004-09-13,670.844
2004-09-14,672.812
2004-09-15,665.908
2004-09-16,666.458
2004-09-17,668.574
2004-09-20,665.87
2004-09-21,670.1
2004-09-22,662.941
2004-09-23,662.48
2004-09-24,660.459
2004-09-27,656.753
2004-09-28,659.692
2004-09-29,664.024
2004-09-30,665.998
2004-10-01,675.519
2004-10-04,677.791
2004-10-05,678.482
2004-10-06,680.722
2004-10-07,674.349
2004-10-08,672.244
2004-10-11,672.759
2004-10-12,667.792
2004-10-13,665.957
2004-10-14,662.295
2004-10-15,665.011
2004-10-18,668.142
2004-10-19,668.687
2004-10-20,668.429
2004-10-21,670.52
2004-10-22,665.059
2004-10-25,662.631
2004-10-26,669.197
2004-10-27,678.561
2004-10-28,681.429
2004-10-29,680.537
2004-11-01,681.483
2004-11-02,684.692
2004-11-03,692.303
2004-11-04,698.227
2004-11-05,703.216
2004-11-08,702.668
2004-11-09,701.118
2004-11-10,699.242
2004-11-11,704.255
2004-11-12,710.97
2004-11-15,713.821
2004-11-16,710.152
2004-11-17,716.085
2004-11-18,715.573
2004-11-19,709.683
2004-11-22,708.652
2004-11-23,708.587
2004-11-24,711.888
2004-11-25,715.193
2004-11-26,714.607
2004-11-29,715.189
2004-11-30,710.249
2004-12-01,719.312
2004-12-02,722.706
2004-12-03,724.969
2004-12-06,723.895
2004-12-07,718.997
2004-12-08,717.077
2004-12-09,717.179
2004-12-10,715.035
2004-12-13,721.673
2004-12-14,724.002
2004-12-15,727.048
2004-12-16,724.879
2004-12-17,720.728
2004-12-20,724.408
2004-12-21,726.887
2004-12-22,730.256
2004-12-23,732.584
2004-12-24,734.576
2004-12-27,734.829
2004-12-28,738.512
2004-12-29,737.283
2004-12-30,740.06
2004-12-31,739.373
2005-01-03,735.408
2005-01-04,725.96
2005-01-05,722.31
2005-01-06,721.443
2005-01-07,721.165
2005-01-10,724.143
2005-01-11,722.324
2005-01-12,725.311
2005-01-13,719.536
2005-01-14,720.949
2005-01-17,722.505
2005-01-18,723.425
2005-01-19,719.881
2005-01-20,712.149
2005-01-21,709.781
2005-01-24,708.503
2005-01-25,709.244
2005-01-26,715.231
2005-01-27,715.402
2005-01-28,713.609
2005-01-31,718.138
2005-02-01,720.804
2005-02-02,723.104
2005-02-03,718.922
2005-02-04,724.832
2005-02-07,723.648
2005-02-08,721.98
2005-02-09,718.653
2005-02-10,722.441
2005-02-11,727.304
2005-02-14,730.239
2005-02-15,732.927
2005-02-16,731.297
2005-02-17,728.933
2005-02-18,729.124
2005-02-21,730.316
2005-02-22,726.57
2005-02-23,724.871
2005-02-24,727.25
2005-02-25,733.122
2005-02-28,732.449
2005-03-01,735.874
2005-03-02,734.615
2005-03-03,734.993
2005-03-04,741.89
2005-03-07,742.674
2005-03-08,742.519
2005-03-09,739.637
2005-03-10,738.952
2005-03-11,736.433
2005-03-14,735.197
2005-03-15,733.065
2005-03-16,730.031
2005-03-17,729.655
2005-03-18,727.923
2005-03-21,724.015
2005-03-22,721.627
2005-03-23,717.566
2005-03-24,716.398
2005-03-25,716.855
2005-03-28,716.358
2005-03-29,713.146
2005-03-30,719.047
2005-03-31,718.793
2005-04-01,715.536
2005-04-04,713.219
2005-04-05,718.41
2005-04-06,719.424
2005-04-07,724.16
2005-04-08,720.924
2005-04-11,721.708
2005-04-12,720.362
2005-04-13,717.483
2005-04-14,711.055
2005-04-15,703.778
2005-04-18,699.111
2005-04-19,704.433
2005-04-20,700.353
2005-04-21,709.445
2005-04-22,707.113
2005-04-25,709.402
2005-04-26,704.72
2005-04-27,704.097
2005-04-28,700.207
2005-04-29,705.067
2005-05-02,706.84
2005-05-03,709.0
2005-05-04,717.326
2005-05-05,716.954
2005-05-06,717.956
2005-05-09,718.66
2005-05-10,714.06
2005-05-11,714.352
2005-05-12,710.682
2005-05-13,708.644
2005-05-16,710.713
2005-05-17,713.283
2005-05-18,719.171
2005-05-19,722.822
2005-05-20,721.033
2005-05-23,724.913
2005-05-24,725.884
2005-05-25,723.159
2005-05-26,726.308
2005-05-27,728.018
2005-05-30,728.847
2005-05-31,723.631
2005-06-01,729.42
2005-06-02,731.259
2005-06-03,727.637
2005-06-06,728.239
2005-06-07,729.929
2005-06-08,729.571
2005-06-09,728.192
2005-06-10,725.904
2005-06-13,725.601
2005-06-14,726.88
2005-06-15,728.231
2005-06-16,730.048
2005-06-17,735.097
2005-06-20,734.035
2005-06-21,735.78
2005-06-22,735.738
2005-06-23,730.219
2005-06-24,725.292
2005-06-27,723.253
2005-06-28,728.196
2005-06-29,727.41
2005-06-30,723.85
2005-07-01,722.575
2005-07-04,722.559
2005-07-05,725.714
2005-07-06,724.848
2005-07-07,722.123
2005-07-08,730.32
2005-07-11,737.508
2005-07-12,741.135
2005-07-13,739.688
2005-07-14,743.052
2005-07-15,742.141
2005-07-18,740.671
2005-07-19,743.175
2005-07-20,745.327
2005-07-21,747.026
2005-07-22,747.72
2005-07-25,745.535
2005-07-26,744.802
2005-07-27,749.237
2005-07-28,753.973
2005-07-29,752.862
2005-08-01,755.567
2005-08-02,762.371
2005-08-03,765.576
2005-08-04,761.784
2005-08-05,756.592
2005-08-08,758.156
2005-08-09,762.725
2005-08-10,765.663
2005-08-11,770.978
2005-08-12,768.341
2005-08-15,768.063
2005-08-16,761.527
2005-08-17,760.632
2005-08-18,756.246
2005-08-19,757.957
2005-08-22,762.404
2005-08-23,758.767
2005-08-24,755.568
2005-08-25,755.471
2005-08-26,752.912
2005-08-29,753.681
2005-08-30,751.337
2005-08-31,758.72
2005-09-01,765.153
2005-09-02,766.134
2005-09-05,767.177
2005-09-06,773.71
2005-09-07,774.982
2005-09-08,771.408
2005-09-09,777.222
2005-09-12,775.712
2005-09-13,770.535
2005-09-14,769.751
2005-09-15,768.667
2005-09-16,772.208
2005-09-19,770.089
2005-09-20,768.372
2005-09-21,764.115
2005-09-22,763.351
2005-09-23,762.732
2005-09-26,765.994
2005-09-27,763.514
2005-09-28,767.055
2005-09-29,771.959
2005-09-30,775.066
2005-10-03,772.637
2005-10-04,771.401
2005-10-05,762.035
2005-10-06,757.328
2005-10-07,756.829
2005-10-10,754.72
2005-10-11,754.67
2005-10-12,751.718
2005-10-13,748.015
2005-10-14,753.944
2005-10-17,753.186
2005-10-18,747.489
2005-10-19,751.403
2005-10-20,747.523
2005-10-21,747.516
2005-10-24,754.678
2005-10-25,756.045
2005-10-26,754.276
2005-10-27,748.906
2005-10-28,753.524
2005-10-31,761.59
2005-11-01,761.934
2005-11-02,768.49
2005-11-03,773.695
2005-11-04,771.649
2005-11-07,773.794
2005-11-08,772.215
2005-11-09,770.824
