Date,AUSTRALIA SMID CAP SMID (Small+Mid Cap)
2001-05-03,192.117
2001-05-04,191.537
2001-05-07,192.272
2001-05-08,192.058
2001-05-09,194.337
2001-05-10,197.596
2001-05-11,195.757
2001-05-14,193.967
2001-05-15,194.765
2001-05-16,196.127
2001-05-17,199.631
2001-05-18,198.353
2001-05-21,201.462
2001-05-22,197.893
2001-05-23,196.737
2001-05-24,195.793
2001-05-25,196.145
2001-05-28,196.261
2001-05-29,194.157
2001-05-30,192.986
2001-05-31,189.337
2001-06-01,190.909
2001-06-04,191.796
2001-06-05,191.418
2001-06-06,192.394
2001-06-07,196.039
2001-06-08,196.999
2001-06-11,196.593
2001-06-12,196.065
2001-06-13,199.035
2001-06-14,199.498
2001-06-15,199.574
2001-06-18,196.417
2001-06-19,196.165
2001-06-20,196.327
2001-06-21,197.401
2001-06-22,197.642
2001-06-25,198.229
2001-06-26,199.822
2001-06-27,199.548
2001-06-28,197.066
2001-06-29,199.292
2001-07-02,197.505
2001-07-03,200.022
2001-07-04,200.997
2001-07-05,199.954
2001-07-06,195.232
2001-07-09,194.974
2001-07-10,196.912
2001-07-11,195.996
2001-07-12,196.483
2001-07-13,198.289
2001-07-16,199.798
2001-07-17,197.776
2001-07-18,200.356
2001-07-19,200.304
2001-07-20,197.068
2001-07-23,197.208
2001-07-24,196.546
2001-07-25,195.326
2001-07-26,194.27
2001-07-27,193.61
2001-07-30,194.37
2001-07-31,195.314
2001-08-01,199.763
2001-08-02,202.583
2001-08-03,202.279
2001-08-06,203.005
2001-08-07,202.188
2001-08-08,203.398
2001-08-09,203.097
2001-08-10,203.288
2001-08-13,204.677
2001-08-14,203.992
2001-08-15,206.708
2001-08-16,205.031
2001-08-17,208.517
2001-08-20,205.262
2001-08-21,205.815
2001-08-22,208.19
2001-08-23,206.979
2001-08-24,206.993
2001-08-27,207.645
2001-08-28,208.445
2001-08-29,208.355
2001-08-30,208.463
2001-08-31,204.097
2001-09-03,204.744
2001-09-04,203.972
2001-09-05,202.367
2001-09-06,203.124
2001-09-07,201.309
2001-09-10,198.519
2001-09-11,201.927
2001-09-12,194.691
2001-09-13,194.334
2001-09-14,192.451
2001-09-17,179.466
2001-09-18,179.591
2001-09-19,180.869
2001-09-20,178.428
2001-09-21,173.904
2001-09-24,173.67
2001-09-25,176.22
2001-09-26,176.085
2001-09-27,176.02
2001-09-28,181.925
2001-10-01,183.291
2001-10-02,186.317
2001-10-03,187.306
2001-10-04,187.794
2001-10-05,192.257
2001-10-08,192.538
2001-10-09,191.132
2001-10-10,190.962
2001-10-11,191.331
2001-10-12,192.15
2001-10-15,195.949
2001-10-16,196.855
2001-10-17,198.673
2001-10-18,195.661
2001-10-19,194.354
2001-10-22,195.296
2001-10-23,196.268
2001-10-24,196.494
2001-10-25,197.603
2001-10-26,196.936
2001-10-29,198.486
2001-10-30,198.946
2001-10-31,197.602
2001-11-01,200.106
2001-11-02,200.298
2001-11-05,199.261
2001-11-06,203.849
2001-11-07,204.036
2001-11-08,204.912
2001-11-09,203.181
2001-11-12,205.153
2001-11-13,204.769
2001-11-14,205.779
2001-11-15,204.726
2001-11-16,205.606
2001-11-19,207.334
2001-11-20,207.16
2001-11-21,205.942
2001-11-22,205.371
2001-11-23,206.006
2001-11-26,206.434
2001-11-27,208.11
2001-11-28,208.086
2001-11-29,206.354
2001-11-30,207.885
2001-12-03,205.829
2001-12-04,204.159
2001-12-05,205.073
2001-12-06,205.402
2001-12-07,205.489
2001-12-10,204.581
2001-12-11,204.682
2001-12-12,204.504
2001-12-13,205.244
2001-12-14,204.64
2001-12-17,203.557
2001-12-18,204.336
2001-12-19,203.644
2001-12-20,201.16
2001-12-21,202.91
2001-12-24,204.42
2001-12-25,204.42
2001-12-26,204.279
2001-12-27,205.913
2001-12-28,207.603
2001-12-31,208.602
2002-01-01,208.602
2002-01-02,210.774
2002-01-03,209.488
2002-01-04,211.741
2002-01-07,211.938
2002-01-08,213.203
2002-01-09,213.476
2002-01-10,213.764
2002-01-11,213.465
2002-01-14,211.141
2002-01-15,211.378
2002-01-16,211.634
2002-01-17,208.578
2002-01-18,208.985
2002-01-21,210.586
2002-01-22,212.341
2002-01-23,213.086
2002-01-24,212.831
2002-01-25,212.168
2002-01-28,211.572
2002-01-29,211.988
2002-01-30,208.218
2002-01-31,210.279
2002-02-01,210.663
2002-02-04,211.42
2002-02-05,211.075
2002-02-06,210.446
2002-02-07,209.691
2002-02-08,212.25
2002-02-11,213.83
2002-02-12,212.986
2002-02-13,213.135
2002-02-14,216.054
2002-02-15,216.11
2002-02-18,216.295
2002-02-19,215.833
2002-02-20,214.799
2002-02-21,214.728
2002-02-22,214.405
2002-02-25,213.591
2002-02-26,214.577
2002-02-27,212.835
2002-02-28,212.99
2002-03-01,214.244
2002-03-04,215.503
2002-03-05,216.058
2002-03-06,217.071
2002-03-07,220.37
2002-03-08,219.256
2002-03-11,218.923
2002-03-12,218.009
2002-03-13,217.919
2002-03-14,219.369
2002-03-15,218.688
2002-03-18,219.787
2002-03-19,219.756
2002-03-20,223.38
2002-03-21,223.733
2002-03-22,223.896
2002-03-25,222.647
2002-03-26,219.593
2002-03-27,220.904
2002-03-28,223.727
2002-03-29,223.727
2002-04-01,224.126
2002-04-02,222.384
2002-04-03,221.198
2002-04-04,221.1
2002-04-05,221.22
2002-04-08,219.659
2002-04-09,219.313
2002-04-10,220.638
2002-04-11,221.828
2002-04-12,221.095
2002-04-15,220.241
2002-04-16,220.909
2002-04-17,223.52
2002-04-18,224.366
2002-04-19,225.343
2002-04-22,224.998
2002-04-23,224.172
2002-04-24,223.704
2002-04-25,224.654
2002-04-26,225.308
2002-04-29,222.433
2002-04-30,220.747
2002-05-01,222.45
2002-05-02,222.38
2002-05-03,223.16
2002-05-06,223.226
2002-05-07,223.091
2002-05-08,224.127
2002-05-09,223.826
2002-05-10,224.48
2002-05-13,223.801
2002-05-14,224.063
2002-05-15,226.547
2002-05-16,228.429
2002-05-17,231.743
2002-05-20,231.198
2002-05-21,231.531
2002-05-22,233.331
2002-05-23,232.52
2002-05-24,233.113
2002-05-27,233.088
2002-05-28,234.472
2002-05-29,235.693
2002-05-30,236.357
2002-05-31,237.458
2002-06-03,239.764
2002-06-04,238.157
2002-06-05,236.906
2002-06-06,239.012
2002-06-07,238.52
2002-06-10,236.94
2002-06-11,234.995
2002-06-12,234.884
2002-06-13,233.466
2002-06-14,228.898
2002-06-17,228.04
2002-06-18,230.729
2002-06-19,231.366
2002-06-20,233.508
2002-06-21,234.567
2002-06-24,235.088
2002-06-25,231.561
2002-06-26,226.722
2002-06-27,227.247
2002-06-28,227.626
2002-07-01,226.625
2002-07-02,227.282
2002-07-03,224.379
2002-07-04,223.976
2002-07-05,224.593
2002-07-08,228.616
2002-07-09,231.038
2002-07-10,229.045
2002-07-11,222.868
2002-07-12,223.221
2002-07-15,223.429
2002-07-16,221.205
2002-07-17,215.669
2002-07-18,217.128
2002-07-19,215.863
2002-07-22,214.614
2002-07-23,211.59
2002-07-24,205.922
2002-07-25,209.296
2002-07-26,207.333
2002-07-29,209.514
2002-07-30,212.804
2002-07-31,212.318
2002-08-01,209.261
2002-08-02,208.118
2002-08-05,203.597
2002-08-06,200.307
2002-08-07,205.129
2002-08-08,206.089
2002-08-09,208.437
2002-08-12,210.558
2002-08-13,210.658
2002-08-14,210.343
2002-08-15,213.662
2002-08-16,216.438
2002-08-19,215.258
2002-08-20,218.716
2002-08-21,217.469
2002-08-22,217.706
2002-08-23,218.204
2002-08-26,219.234
2002-08-27,223.127
2002-08-28,222.572
2002-08-29,221.486
2002-08-30,222.545
2002-09-02,223.152
2002-09-03,221.651
2002-09-04,218.275
2002-09-05,217.565
2002-09-06,217.765
2002-09-09,219.394
2002-09-10,217.953
2002-09-11,219.288
2002-09-12,220.705
2002-09-13,220.321
2002-09-16,219.314
2002-09-17,220.801
2002-09-18,220.036
2002-09-19,219.073
2002-09-20,216.728
2002-09-23,214.175
2002-09-24,213.092
2002-09-25,210.826
2002-09-26,211.19
2002-09-27,213.056
2002-09-30,212.071
2002-10-01,210.949
2002-10-02,211.477
2002-10-03,211.453
2002-10-04,210.605
2002-10-07,209.772
2002-10-08,209.645
2002-10-09,209.333
2002-10-10,208.732
2002-10-11,210.8
2002-10-14,210.188
2002-10-15,211.356
2002-10-16,211.901
2002-10-17,211.739
2002-10-18,211.047
2002-10-21,211.833
2002-10-22,211.96
2002-10-23,213.101
2002-10-24,213.813
2002-10-25,213.458
2002-10-28,215.763
2002-10-29,214.44
2002-10-30,212.338
2002-10-31,214.431
2002-11-01,215.069
2002-11-04,217.903
2002-11-05,218.509
2002-11-06,218.617
2002-11-07,220.072
2002-11-08,218.42
2002-11-11,213.711
2002-11-12,214.166
2002-11-13,212.534
2002-11-14,213.415
2002-11-15,214.267
2002-11-18,214.786
2002-11-19,213.793
2002-11-20,213.652
2002-11-21,217.314
2002-11-22,218.517
2002-11-25,216.148
2002-11-26,216.362
2002-11-27,214.974
2002-11-28,218.512
2002-11-29,220.05
2002-12-02,220.715
2002-12-03,219.267
2002-12-04,216.548
2002-12-05,217.441
2002-12-06,217.475
2002-12-09,218.787
2002-12-10,217.171
2002-12-11,215.673
2002-12-12,217.511
2002-12-13,218.036
2002-12-16,218.21
2002-12-17,219.898
2002-12-18,219.102
2002-12-19,220.076
2002-12-20,219.783
2002-12-23,221.955
2002-12-24,222.472
2002-12-25,222.472
2002-12-26,222.472
2002-12-27,222.015
2002-12-30,222.336
2002-12-31,223.746
2003-01-01,223.746
2003-01-02,224.515
2003-01-03,226.86
2003-01-06,233.01
2003-01-07,233.028
2003-01-08,231.795
2003-01-09,232.712
2003-01-10,234.557
2003-01-13,234.775
2003-01-14,236.683
2003-01-15,236.862
2003-01-16,236.582
2003-01-17,237.887
2003-01-20,238.652
2003-01-21,237.171
2003-01-22,234.397
2003-01-23,236.363
2003-01-24,236.945
2003-01-27,236.084
2003-01-28,232.151
2003-01-29,233.01
2003-01-30,231.765
2003-01-31,231.458
2003-02-03,228.567
2003-02-04,231.371
2003-02-05,229.826
2003-02-06,228.229
2003-02-07,228.998
2003-02-10,228.152
2003-02-11,226.135
2003-02-12,227.387
2003-02-13,226.957
2003-02-14,225.864
2003-02-17,227.179
2003-02-18,228.065
2003-02-19,229.492
2003-02-20,227.926
2003-02-21,228.773
2003-02-24,232.165
2003-02-25,228.422
2003-02-26,231.209
2003-02-27,230.776
2003-02-28,231.623
2003-03-03,234.603
2003-03-04,234.641
2003-03-05,234.348
2003-03-06,233.169
2003-03-07,231.177
2003-03-10,231.556
2003-03-11,226.409
2003-03-12,221.096
2003-03-13,219.122
2003-03-14,221.535
2003-03-17,220.596
2003-03-18,225.129
2003-03-19,226.748
2003-03-20,228.281
2003-03-21,227.301
2003-03-24,228.627
2003-03-25,230.133
2003-03-26,231.401
2003-03-27,233.144
2003-03-28,233.438
2003-03-31,234.68
2003-04-01,232.545
2003-04-02,230.729
2003-04-03,232.052
2003-04-04,235.507
2003-04-07,237.667
2003-04-08,238.363
2003-04-09,238.6
2003-04-10,242.276
2003-04-11,243.026
2003-04-14,241.677
2003-04-15,242.893
2003-04-16,245.497
2003-04-17,245.422
2003-04-18,245.422
2003-04-21,244.843
2003-04-22,249.551
2003-04-23,250.319
2003-04-24,250.572
2003-04-25,249.519
2003-04-28,248.98
2003-04-29,250.939
2003-04-30,254.586
2003-05-01,257.186
2003-05-02,254.854
2003-05-05,257.728
2003-05-06,258.898
2003-05-07,259.921
2003-05-08,262.366
2003-05-09,263.352
2003-05-12,265.15
2003-05-13,265.125
2003-05-14,263.992
2003-05-15,261.304
2003-05-16,263.085
2003-05-19,266.291
2003-05-20,265.042
2003-05-21,266.471
2003-05-22,267.72
2003-05-23,269.242
2003-05-26,270.975
2003-05-27,269.095
2003-05-28,265.915
2003-05-29,265.038
2003-05-30,266.446
2003-06-02,269.429
2003-06-03,269.58
2003-06-04,272.636
2003-06-05,274.728
2003-06-06,273.246
2003-06-09,272.248
2003-06-10,272.229
2003-06-11,274.982
2003-06-12,277.171
2003-06-13,279.456
2003-06-16,280.869
2003-06-17,283.823
2003-06-18,283.214
2003-06-19,282.865
2003-06-20,282.928
2003-06-23,281.584
2003-06-24,280.429
2003-06-25,283.282
2003-06-26,279.065
2003-06-27,280.165
2003-06-30,280.543
2003-07-01,284.005
2003-07-02,285.338
2003-07-03,288.101
2003-07-04,286.31
2003-07-07,286.337
2003-07-08,280.492
2003-07-09,277.047
2003-07-10,278.323
2003-07-11,279.299
2003-07-14,282.262
2003-07-15,279.57
2003-07-16,282.748
2003-07-17,280.028
2003-07-18,276.891
2003-07-21,279.982
2003-07-22,278.396
2003-07-23,282.342
2003-07-24,286.496
2003-07-25,286.946
2003-07-28,288.465
2003-07-29,288.357
2003-07-30,282.95
2003-07-31,283.025
2003-08-01,286.687
2003-08-04,284.643
2003-08-05,282.555
2003-08-06,283.689
2003-08-07,285.146
2003-08-08,286.6
2003-08-11,288.246
2003-08-12,288.418
2003-08-13,289.84
2003-08-14,289.24
2003-08-15,289.811
2003-08-18,289.762
2003-08-19,290.397
2003-08-20,294.583
2003-08-21,292.382
2003-08-22,290.904
2003-08-25,292.594
2003-08-26,288.381
2003-08-27,285.93
2003-08-28,287.546
2003-08-29,291.491
2003-09-01,291.566
2003-09-02,290.913
2003-09-03,290.185
2003-09-04,291.701
2003-09-05,293.401
2003-09-08,295.503
2003-09-09,301.156
2003-09-10,301.733
2003-09-11,300.115
2003-09-12,301.232
2003-09-15,302.677
2003-09-16,302.296
2003-09-17,304.059
2003-09-18,306.139
2003-09-19,310.697
2003-09-22,312.722
2003-09-23,310.623
2003-09-24,312.55
2003-09-25,312.143
2003-09-26,309.669
2003-09-29,307.812
2003-09-30,310.403
2003-10-01,312.247
2003-10-02,316.16
2003-10-03,316.967
2003-10-06,317.213
2003-10-07,322.321
2003-10-08,325.658
2003-10-09,327.336
2003-10-10,328.859
2003-10-13,329.735
2003-10-14,329.855
2003-10-15,330.228
2003-10-16,332.147
2003-10-17,332.791
2003-10-20,332.862
2003-10-21,337.928
2003-10-22,340.135
2003-10-23,335.28
2003-10-24,335.716
2003-10-27,336.38
2003-10-28,336.523
2003-10-29,338.867
2003-10-30,340.71
2003-10-31,341.919
2003-11-03,338.201
2003-11-04,336.902
2003-11-05,339.797
2003-11-06,340.027
2003-11-07,341.066
2003-11-10,343.963
2003-11-11,341.727
2003-11-12,340.09
2003-11-13,342.617
2003-11-14,341.853
2003-11-17,337.043
2003-11-18,339.113
2003-11-19,339.85
2003-11-20,340.375
2003-11-21,339.216
2003-11-24,336.487
2003-11-25,338.506
2003-11-26,341.776
2003-11-27,340.859
2003-11-28,341.998
2003-12-01,342.533
2003-12-02,347.041
2003-12-03,351.494
2003-12-04,351.053
2003-12-05,352.3
2003-12-08,354.673
2003-12-09,352.623
2003-12-10,352.866
2003-12-11,346.736
2003-12-12,351.679
2003-12-15,355.28
2003-12-16,354.818
2003-12-17,354.847
2003-12-18,352.75
2003-12-19,353.085
2003-12-22,353.883
2003-12-23,355.575
2003-12-24,360.47
2003-12-25,360.47
2003-12-26,359.743
2003-12-29,361.821
2003-12-30,366.101
2003-12-31,369.312
2004-01-01,369.312
2004-01-02,370.29
2004-01-05,373.309
2004-01-06,377.992
2004-01-07,375.891
2004-01-08,377.003
2004-01-09,379.521
2004-01-12,378.718
2004-01-13,379.762
2004-01-14,379.23
2004-01-15,376.188
2004-01-16,373.69
2004-01-19,368.2
2004-01-20,376.607
2004-01-21,380.16
2004-01-22,384.277
2004-01-23,384.505
2004-01-26,383.317
2004-01-27,383.071
2004-01-28,378.772
2004-01-29,368.123
2004-01-30,368.438
2004-02-02,367.643
2004-02-03,370.536
2004-02-04,367.968
2004-02-05,369.393
2004-02-06,373.295
2004-02-09,378.191
2004-02-10,380.019
2004-02-11,382.069
2004-02-12,389.546
2004-02-13,391.201
2004-02-16,392.56
2004-02-17,395.89
2004-02-18,398.21
2004-02-19,396.914
2004-02-20,389.102
2004-02-23,385.991
2004-02-24,388.074
2004-02-25,387.026
2004-02-26,383.77
2004-02-27,386.932
2004-03-01,390.594
2004-03-02,389.639
2004-03-03,377.803
2004-03-04,380.797
2004-03-05,387.827
2004-03-08,385.806
2004-03-09,389.964
2004-03-10,380.426
2004-03-11,372.482
2004-03-12,368.808
2004-03-15,370.784
2004-03-16,377.035
2004-03-17,376.504
2004-03-18,382.81
2004-03-19,383.438
2004-03-22,384.245
2004-03-23,383.812
2004-03-24,381.436
2004-03-25,378.747
2004-03-26,383.736
2004-03-29,384.701
2004-03-30,389.204
2004-03-31,393.412
2004-04-01,399.202
2004-04-02,395.299
2004-04-05,393.182
2004-04-06,396.597
2004-04-07,397.875
2004-04-08,395.399
2004-04-09,395.399
2004-04-12,397.422
2004-04-13,391.16
2004-04-14,378.921
2004-04-15,380.742
2004-04-16,385.795
2004-04-19,388.011
2004-04-20,384.925
2004-04-21,380.841
2004-04-22,377.15
2004-04-23,380.207
2004-04-26,380.672
2004-04-27,380.883
2004-04-28,377.408
2004-04-29,368.92
2004-04-30,369.19
2004-05-03,364.969
2004-05-04,370.414
2004-05-05,372.909
2004-05-06,370.338
2004-05-07,357.524
2004-05-10,346.474
2004-05-11,347.972
2004-05-12,353.036
2004-05-13,348.138
2004-05-14,347.178
2004-05-17,347.618
2004-05-18,346.458
2004-05-19,354.47
2004-05-20,350.602
2004-05-21,356.926
2004-05-24,355.293
2004-05-25,359.191
2004-05-26,363.451
2004-05-27,372.918
2004-05-28,371.351
2004-05-31,372.717
2004-06-01,370.361
2004-06-02,366.728
2004-06-03,360.939
2004-06-04,362.873
2004-06-07,370.456
2004-06-08,368.718
2004-06-09,362.884
2004-06-10,366.958
2004-06-11,365.026
2004-06-14,364.842
2004-06-15,362.313
2004-06-16,363.862
2004-06-17,364.153
2004-06-18,369.035
2004-06-21,370.071
2004-06-22,366.909
2004-06-23,368.609
2004-06-24,374.284
2004-06-25,373.48
2004-06-28,373.479
2004-06-29,369.228
2004-06-30,374.143
2004-07-01,379.083
2004-07-02,384.231
2004-07-05,386.67
2004-07-06,390.604
2004-07-07,396.22
2004-07-08,396.532
2004-07-09,395.006
2004-07-12,397.963
2004-07-13,396.684
2004-07-14,394.877
2004-07-15,395.543
2004-07-16,400.894
2004-07-19,402.697
2004-07-20,399.892
2004-07-21,394.13
2004-07-22,394.39
2004-07-23,389.715
2004-07-26,388.473
2004-07-27,387.269
2004-07-28,386.135
2004-07-29,385.393
2004-07-30,390.665
2004-08-02,394.928
2004-08-03,395.369
2004-08-04,394.365
2004-08-05,393.887
2004-08-06,399.997
2004-08-09,399.107
2004-08-10,398.689
2004-08-11,397.118
2004-08-12,396.813
2004-08-13,396.747
2004-08-16,397.815
2004-08-17,396.121
2004-08-18,396.703
2004-08-19,404.805
2004-08-20,406.84
2004-08-23,405.872
2004-08-24,398.747
2004-08-25,400.666
2004-08-26,400.578
2004-08-27,404.513
2004-08-30,402.062
2004-08-31,407.279
2004-09-01,408.736
2004-09-02,405.092
2004-09-03,400.743
2004-09-06,401.794
2004-09-07,403.626
2004-09-08,404.482
2004-09-09,400.767
2004-09-10,408.619
2004-09-13,409.101
2004-09-14,416.247
2004-09-15,410.256
2004-09-16,412.046
2004-09-17,410.819
2004-09-20,412.715
2004-09-21,414.267
2004-09-22,418.903
2004-09-23,424.537
2004-09-24,422.247
2004-09-27,422.995
2004-09-28,426.76
2004-09-29,427.658
2004-09-30,434.141
2004-10-01,432.988
2004-10-04,433.059
2004-10-05,437.495
2004-10-06,439.004
2004-10-07,440.322
2004-10-08,443.605
2004-10-11,444.419
2004-10-12,445.194
2004-10-13,442.164
2004-10-14,444.525
2004-10-15,446.661
2004-10-18,443.9
2004-10-19,445.62
2004-10-20,449.296
2004-10-21,451.748
2004-10-22,453.566
2004-10-25,455.696
2004-10-26,456.446
2004-10-27,462.899
2004-10-28,467.423
2004-10-29,469.133
2004-11-01,470.835
2004-11-02,469.78
2004-11-03,478.778
2004-11-04,483.111
2004-11-05,486.659
2004-11-08,484.601
2004-11-09,486.243
2004-11-10,487.538
2004-11-11,490.211
2004-11-12,493.643
2004-11-15,496.288
2004-11-16,498.388
2004-11-17,502.953
2004-11-18,501.402
2004-11-19,504.848
2004-11-22,501.07
2004-11-23,505.679
2004-11-24,510.092
2004-11-25,515.997
2004-11-26,513.427
2004-11-29,511.837
2004-11-30,505.05
2004-12-01,502.379
2004-12-02,507.674
2004-12-03,507.097
2004-12-06,509.907
2004-12-07,507.558
2004-12-08,487.905
2004-12-09,485.203
2004-12-10,484.452
2004-12-13,489.191
2004-12-14,490.534
2004-12-15,496.6
2004-12-16,494.826
2004-12-17,498.593
2004-12-20,504.88
2004-12-21,507.753
2004-12-22,511.254
2004-12-23,511.227
2004-12-24,517.152
2004-12-27,520.674
2004-12-28,520.942
2004-12-29,519.328
2004-12-30,523.283
2004-12-31,528.408
2005-01-03,523.655
2005-01-04,520.2
2005-01-05,516.683
2005-01-06,512.4
2005-01-07,514.443
2005-01-10,516.261
2005-01-11,519.126
2005-01-12,523.514
2005-01-13,523.782
2005-01-14,519.23
2005-01-17,520.585
2005-01-18,516.198
2005-01-19,517.658
2005-01-20,516.329
2005-01-21,520.731
2005-01-24,520.948
2005-01-25,519.211
2005-01-26,525.866
2005-01-27,531.914
2005-01-28,529.943
2005-01-31,533.746
2005-02-01,534.378
2005-02-02,536.873
2005-02-03,534.497
2005-02-04,536.192
2005-02-07,539.703
2005-02-08,533.338
2005-02-09,533.482
2005-02-10,538.028
2005-02-11,541.051
2005-02-14,543.205
2005-02-15,538.895
2005-02-16,535.525
2005-02-17,539.945
2005-02-18,539.384
2005-02-21,542.006
2005-02-22,542.885
2005-02-23,531.145
2005-02-24,528.346
2005-02-25,529.179
2005-02-28,540.665
2005-03-01,539.089
2005-03-02,537.889
2005-03-03,539.679
2005-03-04,546.625
2005-03-07,548.845
2005-03-08,556.412
2005-03-09,552.315
2005-03-10,548.602
2005-03-11,551.767
2005-03-14,550.613
2005-03-15,552.116
2005-03-16,558.929
2005-03-17,555.738
2005-03-18,556.421
2005-03-21,555.108
2005-03-22,553.094
2005-03-23,535.393
2005-03-24,529.699
2005-03-25,529.699
2005-03-28,527.812
2005-03-29,523.913
2005-03-30,522.755
2005-03-31,527.115
2005-04-01,529.805
2005-04-04,523.207
2005-04-05,524.511
2005-04-06,521.178
2005-04-07,524.139
2005-04-08,527.878
2005-04-11,527.585
2005-04-12,528.986
2005-04-13,531.613
2005-04-14,521.141
2005-04-15,509.389
2005-04-18,498.591
2005-04-19,508.502
2005-04-20,513.365
2005-04-21,511.994
2005-04-22,518.475
2005-04-25,515.792
2005-04-26,514.325
2005-04-27,510.527
2005-04-28,508.821
2005-04-29,507.117
2005-05-02,506.76
2005-05-03,498.898
2005-05-04,495.553
2005-05-05,499.404
2005-05-06,498.222
2005-05-09,496.315
2005-05-10,498.943
2005-05-11,501.252
2005-05-12,497.299
2005-05-13,492.104
2005-05-16,483.776
2005-05-17,480.628
2005-05-18,484.823
2005-05-19,491.845
2005-05-20,490.844
2005-05-23,498.86
2005-05-24,504.391
2005-05-25,503.151
2005-05-26,500.668
2005-05-27,503.663
2005-05-30,503.62
2005-05-31,501.041
2005-06-01,501.117
2005-06-02,508.962
2005-06-03,513.602
2005-06-06,521.266
2005-06-07,522.873
2005-06-08,526.478
2005-06-09,524.414
2005-06-10,522.925
2005-06-13,522.41
2005-06-14,527.47
2005-06-15,531.353
2005-06-16,537.291
2005-06-17,547.963
2005-06-20,549.228
2005-06-21,548.672
2005-06-22,545.152
2005-06-23,539.371
2005-06-24,533.928
2005-06-27,534.812
2005-06-28,537.203
2005-06-29,533.731
2005-06-30,536.676
2005-07-01,528.131
2005-07-04,529.667
2005-07-05,524.747
2005-07-06,522.638
2005-07-07,515.857
2005-07-08,516.583
2005-07-11,523.518
2005-07-12,530.701
2005-07-13,527.006
2005-07-14,532.08
2005-07-15,527.692
2005-07-18,531.993
2005-07-19,528.593
2005-07-20,533.085
2005-07-21,545.283
2005-07-22,552.322
2005-07-25,552.641
2005-07-26,549.238
2005-07-27,548.3
2005-07-28,546.932
2005-07-29,551.833
2005-08-01,552.398
2005-08-02,557.582
2005-08-03,560.668
2005-08-04,561.788
2005-08-05,559.15
2005-08-08,559.661
2005-08-09,557.208
2005-08-10,563.848
2005-08-11,575.148
2005-08-12,574.702
2005-08-15,571.358
2005-08-16,574.978
2005-08-17,569.246
2005-08-18,560.07
2005-08-19,559.773
2005-08-22,571.397
2005-08-23,570.547
2005-08-24,568.205
2005-08-25,569.014
2005-08-26,569.682
2005-08-29,560.797
2005-08-30,560.548
2005-08-31,565.61
2005-09-01,580.794
2005-09-02,581.115
2005-09-05,583.772
2005-09-06,585.579
2005-09-07,589.059
2005-09-08,591.016
2005-09-09,590.753
2005-09-12,591.523
2005-09-13,591.59
2005-09-14,596.049
2005-09-15,592.085
2005-09-16,596.028
2005-09-19,594.831
2005-09-20,600.588
2005-09-21,600.623
2005-09-22,595.254
2005-09-23,592.835
2005-09-26,597.65
2005-09-27,595.398
2005-09-28,596.168
2005-09-29,602.895
2005-09-30,602.593
2005-10-03,601.807
2005-10-04,602.456
2005-10-05,584.75
2005-10-06,571.486
2005-10-07,573.697
2005-10-10,578.523
2005-10-11,571.128
2005-10-12,574.622
2005-10-13,565.894
2005-10-14,567.702
2005-10-17,568.695
2005-10-18,566.908
2005-10-19,558.291
2005-10-20,559.524
2005-10-21,553.922
2005-10-24,552.576
2005-10-25,561.628
2005-10-26,568.423
2005-10-27,567.002
2005-10-28,555.286
2005-10-31,562.647
2005-11-01,561.694
2005-11-02,557.999
2005-11-03,563.107
2005-11-04,556.803
2005-11-07,556.116
