Date,CANADA IMI VALUE IMI (Large+Mid+Small Cap)
2004-04-13,476.229
2004-04-14,464.286
2004-04-15,462.464
2004-04-16,468.383
2004-04-19,466.703
2004-04-20,461.501
2004-04-21,457.807
2004-04-22,460.889
2004-04-23,459.636
2004-04-26,459.865
2004-04-27,455.991
2004-04-28,444.14
2004-04-29,442.001
2004-04-30,443.639
2004-05-03,445.218
2004-05-04,453.02
2004-05-05,453.258
2004-05-06,451.104
2004-05-07,440.683
2004-05-10,430.959
2004-05-11,433.787
2004-05-12,433.285
2004-05-13,429.2
2004-05-14,431.295
2004-05-17,431.001
2004-05-18,430.658
2004-05-19,436.879
2004-05-20,437.18
2004-05-21,440.061
2004-05-24,441.445
2004-05-25,445.199
2004-05-26,442.946
2004-05-27,448.976
2004-05-28,447.611
2004-05-31,449.722
2004-06-01,447.905
2004-06-02,451.041
2004-06-03,450.098
2004-06-04,453.779
2004-06-07,458.6
2004-06-08,460.573
2004-06-09,453.563
2004-06-10,452.822
2004-06-11,452.477
2004-06-14,447.442
2004-06-15,448.539
2004-06-16,448.634
2004-06-17,451.604
2004-06-18,452.876
2004-06-21,453.524
2004-06-22,458.641
2004-06-23,459.346
2004-06-24,463.597
2004-06-25,458.86
2004-06-28,461.371
2004-06-29,460.591
2004-06-30,462.751
2004-07-01,465.704
2004-07-02,465.983
2004-07-05,466.383
2004-07-06,466.456
2004-07-07,467.764
2004-07-08,467.454
2004-07-09,468.896
2004-07-12,467.551
2004-07-13,465.295
2004-07-14,469.36
2004-07-15,465.205
2004-07-16,467.882
2004-07-19,472.743
2004-07-20,471.935
2004-07-21,471.086
2004-07-22,472.317
2004-07-23,469.838
2004-07-26,463.149
2004-07-27,460.998
2004-07-28,465.488
2004-07-29,471.949
2004-07-30,471.849
2004-08-02,470.609
2004-08-03,475.938
2004-08-04,474.172
2004-08-05,467.197
2004-08-06,466.504
2004-08-09,462.241
2004-08-10,466.453
2004-08-11,460.633
2004-08-12,456.957
2004-08-13,465.036
2004-08-16,471.323
2004-08-17,471.107
2004-08-18,468.385
2004-08-19,476.014
2004-08-20,477.213
2004-08-23,473.503
2004-08-24,476.975
2004-08-25,479.444
2004-08-26,474.389
2004-08-27,472.941
2004-08-30,469.955
2004-08-31,472.45
2004-09-01,477.666
2004-09-02,479.556
2004-09-03,477.026
2004-09-06,478.311
2004-09-07,484.738
2004-09-08,482.154
2004-09-09,483.922
2004-09-10,482.0
2004-09-13,483.793
2004-09-14,485.922
2004-09-15,481.604
2004-09-16,488.722
2004-09-17,484.136
2004-09-20,485.444
2004-09-21,494.304
2004-09-22,495.11
2004-09-23,498.684
2004-09-24,498.896
2004-09-27,494.111
2004-09-28,498.21
2004-09-29,500.336
2004-09-30,505.098
2004-10-01,511.265
2004-10-04,509.081
2004-10-05,513.269
2004-10-06,517.686
2004-10-07,516.706
2004-10-08,519.308
2004-10-11,517.631
2004-10-12,516.898
2004-10-13,512.812
2004-10-14,519.312
2004-10-15,522.262
2004-10-18,520.8
2004-10-19,515.451
2004-10-20,521.904
2004-10-21,522.724
2004-10-22,521.011
2004-10-25,524.965
2004-10-26,529.034
2004-10-27,531.067
2004-10-28,532.636
2004-10-29,537.763
2004-11-01,536.429
2004-11-02,535.254
2004-11-03,540.886
2004-11-04,545.417
2004-11-05,549.635
2004-11-08,552.489
2004-11-09,549.943
2004-11-10,548.198
2004-11-11,552.002
2004-11-12,554.606
2004-11-15,554.197
2004-11-16,560.367
2004-11-17,561.138
2004-11-18,551.398
2004-11-19,554.732
2004-11-22,563.764
2004-11-23,560.396
2004-11-24,559.932
2004-11-25,564.688
2004-11-26,566.43
2004-11-29,564.103
2004-11-30,560.561
2004-12-01,567.995
2004-12-02,566.713
2004-12-03,561.347
2004-12-06,560.92
2004-12-07,555.182
2004-12-08,547.706
2004-12-09,545.669
2004-12-10,543.258
2004-12-13,545.244
2004-12-14,544.3
2004-12-15,551.294
2004-12-16,547.908
2004-12-17,549.663
2004-12-20,555.175
2004-12-21,558.175
2004-12-22,557.541
2004-12-23,557.04
2004-12-24,563.573
2004-12-27,566.944
2004-12-28,566.781
2004-12-29,567.677
2004-12-30,575.506
2004-12-31,578.309
2005-01-03,571.984
2005-01-04,564.323
2005-01-05,556.8
2005-01-06,552.596
2005-01-07,550.38
2005-01-10,555.296
2005-01-11,556.992
2005-01-12,564.218
2005-01-13,560.79
2005-01-14,556.469
2005-01-17,557.084
2005-01-18,556.67
2005-01-19,553.967
2005-01-20,548.96
2005-01-21,551.002
2005-01-24,552.198
2005-01-25,547.431
2005-01-26,552.847
2005-01-27,549.628
2005-01-28,544.644
2005-01-31,548.373
2005-02-01,549.807
2005-02-02,552.597
2005-02-03,551.144
2005-02-04,550.164
2005-02-07,551.09
2005-02-08,553.258
2005-02-09,554.136
2005-02-10,562.734
2005-02-11,564.87
2005-02-14,568.403
2005-02-15,567.22
2005-02-16,567.366
2005-02-17,574.481
2005-02-18,576.399
2005-02-21,576.728
2005-02-22,572.181
2005-02-23,568.495
2005-02-24,566.195
2005-02-25,575.854
2005-02-28,578.523
2005-03-01,575.357
2005-03-02,578.988
2005-03-03,579.854
2005-03-04,591.199
2005-03-07,589.421
2005-03-08,599.203
2005-03-09,597.349
2005-03-10,595.368
2005-03-11,594.168
2005-03-14,594.135
2005-03-15,596.608
2005-03-16,594.397
2005-03-17,595.812
2005-03-18,591.116
2005-03-21,585.688
2005-03-22,590.686
2005-03-23,579.923
2005-03-24,578.142
2005-03-25,578.142
2005-03-28,573.441
2005-03-29,573.896
2005-03-30,577.004
2005-03-31,585.931
2005-04-01,583.003
2005-04-04,578.864
2005-04-05,581.134
2005-04-06,582.196
2005-04-07,580.899
2005-04-08,577.284
2005-04-11,576.303
2005-04-12,575.331
2005-04-13,571.793
2005-04-14,565.635
2005-04-15,559.451
2005-04-18,559.513
2005-04-19,563.711
2005-04-20,563.802
2005-04-21,565.269
2005-04-22,564.621
2005-04-25,562.621
2005-04-26,559.583
2005-04-27,557.489
2005-04-28,555.166
2005-04-29,558.596
2005-05-02,559.998
2005-05-03,558.455
2005-05-04,566.772
2005-05-05,565.959
2005-05-06,569.11
2005-05-09,573.522
2005-05-10,570.397
2005-05-11,561.514
2005-05-12,556.551
2005-05-13,547.611
2005-05-16,548.005
2005-05-17,549.275
2005-05-18,556.164
2005-05-19,558.288
2005-05-20,558.051
2005-05-23,561.137
2005-05-24,560.754
2005-05-25,554.779
2005-05-26,557.557
2005-05-27,560.436
2005-05-30,565.88
2005-05-31,564.873
2005-06-01,569.802
2005-06-02,567.79
2005-06-03,570.822
2005-06-06,572.516
2005-06-07,571.427
2005-06-08,577.181
2005-06-09,573.756
2005-06-10,579.197
2005-06-13,576.762
2005-06-14,576.21
2005-06-15,586.094
2005-06-16,590.827
2005-06-17,590.643
2005-06-20,594.729
2005-06-21,592.769
2005-06-22,598.983
2005-06-23,596.73
2005-06-24,597.926
2005-06-27,598.624
2005-06-28,600.649
2005-06-29,602.478
2005-06-30,596.067
2005-07-01,588.381
2005-07-04,589.699
2005-07-05,594.362
2005-07-06,600.806
2005-07-07,604.964
2005-07-08,615.096
2005-07-11,619.282
2005-07-12,623.431
2005-07-13,622.442
2005-07-14,617.52
2005-07-15,614.713
2005-07-18,617.298
2005-07-19,622.355
2005-07-20,624.829
2005-07-21,628.186
2005-07-22,631.315
2005-07-25,629.347
2005-07-26,624.738
2005-07-27,627.28
2005-07-28,627.727
2005-07-29,626.129
2005-08-01,632.839
2005-08-02,644.345
2005-08-03,638.043
2005-08-04,636.693
2005-08-05,628.285
2005-08-08,631.414
2005-08-09,628.604
2005-08-10,635.353
2005-08-11,643.452
2005-08-12,645.816
2005-08-15,644.497
2005-08-16,639.672
2005-08-17,634.88
2005-08-18,619.891
2005-08-19,626.839
2005-08-22,632.539
2005-08-23,632.685
2005-08-24,634.771
2005-08-25,642.777
2005-08-26,638.16
2005-08-29,642.692
2005-08-30,645.365
2005-08-31,652.488
2005-09-01,661.256
2005-09-02,656.505
2005-09-05,655.704
2005-09-06,659.513
2005-09-07,660.401
2005-09-08,659.823
2005-09-09,669.963
2005-09-12,662.221
2005-09-13,663.974
2005-09-14,669.35
2005-09-15,667.661
2005-09-16,672.402
2005-09-19,680.422
2005-09-20,678.064
2005-09-21,682.792
2005-09-22,681.772
2005-09-23,679.229
2005-09-26,684.391
2005-09-27,688.112
2005-09-28,684.37
2005-09-29,689.466
2005-09-30,697.631
2005-10-03,701.62
2005-10-04,689.122
2005-10-05,673.211
2005-10-06,661.537
2005-10-07,667.853
2005-10-10,667.853
2005-10-11,665.184
2005-10-12,662.855
2005-10-13,655.134
2005-10-14,656.194
2005-10-17,663.489
2005-10-18,650.966
2005-10-19,663.688
2005-10-20,652.45
2005-10-21,651.724
2005-10-24,651.119
2005-10-25,656.752
2005-10-26,655.397
2005-10-27,652.431
2005-10-28,651.164
2005-10-31,654.551
2005-11-01,655.581
2005-11-02,662.807
2005-11-03,666.841
2005-11-04,668.413
2005-11-07,663.046
