Date,PORTUGAL LARGE VALUE Large Cap
2001-08-16,1383.624
2001-08-17,1370.311
2001-08-20,1356.58
2001-08-21,1356.496
2001-08-22,1342.898
2001-08-23,1351.814
2001-08-24,1354.97
2001-08-27,1342.193
2001-08-28,1320.361
2001-08-29,1337.925
2001-08-30,1318.548
2001-08-31,1320.437
2001-09-03,1304.679
2001-09-04,1306.921
2001-09-05,1311.309
2001-09-06,1296.959
2001-09-07,1300.206
2001-09-10,1290.414
2001-09-11,1240.217
2001-09-12,1197.892
2001-09-13,1215.604
2001-09-14,1168.985
2001-09-17,1177.004
2001-09-18,1205.862
2001-09-19,1242.932
2001-09-20,1223.244
2001-09-21,1229.565
2001-09-24,1273.73
2001-09-25,1322.485
2001-09-26,1334.157
2001-09-27,1348.271
2001-09-28,1357.563
2001-10-01,1360.207
2001-10-02,1336.479
2001-10-03,1337.06
2001-10-04,1347.212
2001-10-05,1355.399
2001-10-08,1333.915
2001-10-09,1349.278
2001-10-10,1379.117
2001-10-11,1362.372
2001-10-12,1359.726
2001-10-15,1344.042
2001-10-16,1366.87
2001-10-17,1394.86
2001-10-18,1387.367
2001-10-19,1341.891
2001-10-22,1367.28
2001-10-23,1398.919
2001-10-24,1418.834
2001-10-25,1405.693
2001-10-26,1386.72
2001-10-29,1404.002
2001-10-30,1387.238
2001-10-31,1388.027
2001-11-01,1396.888
2001-11-02,1398.497
2001-11-05,1399.205
2001-11-06,1399.351
2001-11-07,1414.808
2001-11-08,1418.252
2001-11-09,1407.526
2001-11-12,1414.601
2001-11-13,1406.682
2001-11-14,1411.16
2001-11-15,1382.229
2001-11-16,1382.035
2001-11-19,1372.464
2001-11-20,1362.873
2001-11-21,1333.538
2001-11-22,1349.339
2001-11-23,1340.554
2001-11-26,1329.08
2001-11-27,1335.532
2001-11-28,1322.761
2001-11-29,1339.545
2001-11-30,1367.925
2001-12-03,1339.408
2001-12-04,1292.804
2001-12-05,1256.216
2001-12-06,1345.629
2001-12-07,1339.709
2001-12-10,1320.416
2001-12-11,1331.247
2001-12-12,1319.613
2001-12-13,1323.077
2001-12-14,1319.821
2001-12-17,1339.386
2001-12-18,1329.121
2001-12-19,1259.99
2001-12-20,1242.451
2001-12-21,1249.225
2001-12-24,1236.76
2001-12-25,1236.76
2001-12-26,1237.817
2001-12-27,1285.988
2001-12-28,1284.072
2001-12-31,1296.596
2002-01-01,1296.596
2002-01-02,1300.574
2002-01-03,1300.41
2002-01-04,1276.159
2002-01-07,1246.25
2002-01-08,1265.635
2002-01-09,1246.597
2002-01-10,1236.775
2002-01-11,1227.928
2002-01-14,1217.152
2002-01-15,1292.587
2002-01-16,1291.967
2002-01-17,1292.836
2002-01-18,1286.621
2002-01-21,1270.442
2002-01-22,1269.291
2002-01-23,1261.183
2002-01-24,1231.73
2002-01-25,1207.426
2002-01-28,1233.731
2002-01-29,1208.519
2002-01-30,1203.795
2002-01-31,1207.397
2002-02-01,1202.469
2002-02-04,1194.29
2002-02-05,1202.437
2002-02-06,1197.668
2002-02-07,1203.822
2002-02-08,1197.356
2002-02-11,1188.986
2002-02-12,1187.293
2002-02-13,1161.114
2002-02-14,1199.667
2002-02-15,1183.093
2002-02-18,1168.641
2002-02-19,1163.111
2002-02-20,1175.791
2002-02-21,1158.852
2002-02-22,1162.201
2002-02-25,1154.516
2002-02-26,1156.19
2002-02-27,1149.935
2002-02-28,1151.199
2002-03-01,1193.394
2002-03-04,1224.436
2002-03-05,1208.732
2002-03-06,1211.437
2002-03-07,1229.84
2002-03-08,1234.084
2002-03-11,1228.995
2002-03-12,1229.929
2002-03-13,1238.748
2002-03-14,1258.758
2002-03-15,1276.219
2002-03-18,1293.863
2002-03-19,1238.252
2002-03-20,1256.332
2002-03-21,1258.187
2002-03-22,1259.298
2002-03-25,1261.093
2002-03-26,1250.414
2002-03-27,1250.059
2002-03-28,1244.352
2002-03-29,1244.352
2002-04-01,1254.55
2002-04-02,1262.377
2002-04-03,1266.702
2002-04-04,1274.558
2002-04-05,1264.473
2002-04-08,1253.211
2002-04-09,1249.843
2002-04-10,1248.591
2002-04-11,1249.709
2002-04-12,1233.834
2002-04-15,1240.704
2002-04-16,1243.521
2002-04-17,1234.388
2002-04-18,1243.806
2002-04-19,1225.516
2002-04-22,1246.526
2002-04-23,1220.897
2002-04-24,1224.397
2002-04-25,1233.456
2002-04-26,1244.251
2002-04-29,1231.989
2002-04-30,1231.51
2002-05-01,1238.48
2002-05-02,1212.349
2002-05-03,1231.292
2002-05-06,1219.007
2002-05-07,1219.861
2002-05-08,1247.046
2002-05-09,1235.93
2002-05-10,1252.879
2002-05-13,1244.904
2002-05-14,1237.3
2002-05-15,1244.849
2002-05-16,1247.663
2002-05-17,1269.631
2002-05-20,1264.547
2002-05-21,1282.21
2002-05-22,1283.227
2002-05-23,1275.543
2002-05-24,1272.182
2002-05-27,1267.908
2002-05-28,1275.116
2002-05-29,1273.946
2002-05-30,1281.531
2002-05-31,1265.664
2005-05-31,668.662
2005-06-01,676.087
2005-06-02,637.171
2005-06-03,639.83
2005-06-06,643.505
2005-06-07,636.471
2005-06-08,635.458
2005-06-09,629.243
2005-06-10,632.749
2005-06-13,629.883
2005-06-14,628.73
2005-06-15,632.071
2005-06-16,622.881
2005-06-17,638.386
2005-06-20,631.13
2005-06-21,634.959
2005-06-22,637.229
2005-06-23,626.684
2005-06-24,611.231
2005-06-27,599.078
2005-06-28,602.132
2005-06-29,611.82
2005-06-30,619.276
2005-07-01,623.097
2005-07-04,618.367
2005-07-05,614.535
2005-07-06,622.571
2005-07-07,612.907
2005-07-08,620.548
2005-07-11,622.844
2005-07-12,624.829
2005-07-13,614.615
2005-07-14,627.809
2005-07-15,618.359
2005-07-18,627.835
2005-07-19,625.859
2005-07-20,620.005
2005-07-21,626.267
2005-07-22,620.475
2005-07-25,617.966
2005-07-26,614.194
2005-07-27,615.012
2005-07-28,622.041
2005-07-29,623.699
2005-08-01,623.697
2005-08-02,622.9
2005-08-03,638.054
2005-08-04,642.413
2005-08-05,647.996
2005-08-08,644.626
2005-08-09,643.636
2005-08-10,645.538
2005-08-11,650.159
2005-08-12,648.93
2005-08-15,652.72
2005-08-16,656.265
2005-08-17,648.671
2005-08-18,628.314
2005-08-19,632.261
2005-08-22,638.491
2005-08-23,627.422
2005-08-24,615.602
2005-08-25,606.938
2005-08-26,606.648
2005-08-29,601.997
2005-08-30,598.17
2005-08-31,617.863
2005-09-01,626.303
2005-09-02,626.279
2005-09-05,629.632
2005-09-06,636.015
2005-09-07,626.161
2005-09-08,629.259
2005-09-09,630.07
2005-09-12,606.74
2005-09-13,612.002
2005-09-14,606.925
2005-09-15,617.779
2005-09-16,603.382
2005-09-19,602.351
2005-09-20,608.356
2005-09-21,606.269
2005-09-22,599.875
2005-09-23,603.183
2005-09-26,592.674
2005-09-27,582.729
2005-09-28,586.84
2005-09-29,594.824
2005-09-30,597.839
2005-10-03,575.009
2005-10-04,580.255
2005-10-05,588.101
2005-10-06,605.615
2005-10-07,597.603
2005-10-10,597.244
2005-10-11,597.945
2005-10-12,595.666
2005-10-13,589.379
2005-10-14,608.796
2005-10-17,602.779
2005-10-18,590.714
2005-10-19,583.322
2005-10-20,590.162
2005-10-21,592.67
2005-10-24,587.768
2005-10-25,596.024
2005-10-26,594.99
2005-10-27,590.366
2005-10-28,582.652
2005-10-31,589.233
2005-11-01,589.872
2005-11-02,599.072
2005-11-03,595.285
2005-11-04,581.936
2005-11-07,587.925
2005-11-08,591.501
2005-11-09,587.947
2005-11-10,590.898
2005-11-11,605.637
2005-11-14,600.849
2005-11-15,597.127
2005-11-16,595.803
2005-11-17,590.657
2005-11-18,597.287
2005-11-21,596.673
2005-11-22,589.439
2005-11-23,603.163
2005-11-24,610.649
2005-11-25,606.269
2005-11-28,603.265
2005-11-29,606.284
2005-11-30,597.676
2005-12-01,596.09
2005-12-02,596.573
2005-12-05,608.483
2005-12-06,620.862
2005-12-07,625.638
2005-12-08,628.049
2005-12-09,632.334
2005-12-12,637.186
2005-12-13,629.839
2005-12-14,653.038
2005-12-15,677.458
2005-12-16,665.807
2005-12-19,655.806
2005-12-20,639.927
2005-12-21,652.049
2005-12-22,657.269
2005-12-23,659.758
2005-12-26,659.758
2005-12-27,656.329
2005-12-28,659.261
2005-12-29,659.169
2005-12-30,658.009
2006-01-02,657.239
2006-01-03,683.791
2006-01-04,699.593
2006-01-05,695.091
2006-01-06,692.647
2006-01-09,690.174
2006-01-10,682.744
2006-01-11,685.963
2006-01-12,666.066
2006-01-13,671.265
2006-01-16,683.256
2006-01-17,669.135
2006-01-18,663.97
2006-01-19,662.422
2006-01-20,650.199
2006-01-23,665.142
2006-01-24,660.758
2006-01-25,653.711
2006-01-26,652.938
2006-01-27,643.774
2006-01-30,649.635
2006-01-31,654.418
2006-02-01,660.758
2006-02-02,638.02
2006-02-03,642.041
2006-02-06,639.327
2006-02-07,755.669
2006-02-08,756.323
2006-02-09,747.029
2006-02-10,746.86
2006-02-13,743.439
2006-02-14,752.224
2006-02-15,757.69
2006-02-16,759.124
2006-02-17,759.154
2006-02-20,763.085
2006-02-21,756.977
2006-02-22,754.803
2006-02-23,756.043
2006-02-24,755.005
2006-02-27,754.305
2006-02-28,754.551
2006-03-01,755.12
2006-03-02,758.411
2006-03-03,763.318
2006-03-06,774.161
2006-03-07,763.066
2006-03-08,766.804
2006-03-09,763.043
2006-03-10,765.102
2006-03-13,782.817
2006-03-14,786.503
2006-03-15,790.691
2006-03-16,799.368
2006-03-17,798.898
2006-03-20,802.207
2006-03-21,800.747
2006-03-22,811.524
2006-03-23,799.068
2006-03-24,797.933
2006-03-27,801.417
2006-03-28,797.13
2006-03-29,792.306
2006-03-30,797.721
2006-03-31,790.356
2006-04-03,802.271
2006-04-04,812.006
2006-04-05,814.136
2006-04-06,809.919
2006-04-07,804.575
2006-04-10,800.029
2006-04-11,803.132
2006-04-12,798.055
2006-04-13,799.76
2006-04-14,799.76
2006-04-17,812.463
2006-04-18,811.794
2006-04-19,818.35
2006-04-20,810.971
2006-04-21,813.08
2006-04-24,817.345
2006-04-25,817.429
2006-04-26,818.244
2006-04-27,823.871
2006-04-28,829.259
2006-05-01,830.708
2006-05-02,829.054
2006-05-03,824.422
2006-05-04,829.456
2006-05-05,823.647
2006-05-08,819.8
2006-05-09,825.134
2006-05-10,826.563
2006-05-11,829.786
2006-05-12,832.118
2006-05-15,827.149
2006-05-16,829.502
2006-05-17,819.365
2006-05-18,825.293
2006-05-19,817.658
2006-05-22,823.794
2006-05-23,824.283
2006-05-24,809.892
2006-05-25,807.531
2006-05-26,809.905
2006-05-29,813.882
2006-05-30,818.835
2006-05-31,806.356
2006-06-01,816.113
2006-06-02,852.52
2006-06-05,851.471
2006-06-06,839.603
2006-06-07,853.683
2006-06-08,828.872
2006-06-09,831.13
2006-06-12,826.258
2006-06-13,808.455
2006-06-14,811.995
2006-06-15,812.316
2006-06-16,809.945
2006-06-19,806.155
2006-06-20,806.578
2006-06-21,812.673
2006-06-22,819.569
2006-06-23,817.504
2006-06-26,813.769
2006-06-27,814.032
2006-06-28,804.486
2006-06-29,806.911
2006-06-30,827.252
2006-07-03,830.92
2006-07-04,831.537
2006-07-05,826.274
2006-07-06,834.666
2006-07-07,840.127
2006-07-10,833.75
2006-07-11,834.536
2006-07-12,829.543
2006-07-13,829.065
2006-07-14,822.614
2006-07-17,818.493
2006-07-18,817.649
2006-07-19,826.733
2006-07-20,834.662
2006-07-21,832.955
2006-07-24,830.681
2006-07-25,838.568
2006-07-26,836.94
2006-07-27,850.877
2006-07-28,850.39
2006-07-31,850.124
2006-08-01,851.478
2006-08-02,864.802
2006-08-03,860.046
2006-08-04,861.635
2006-08-07,865.466
2006-08-08,866.624
2006-08-09,874.213
2006-08-10,864.998
2006-08-11,861.764
2006-08-14,857.726
2006-08-15,860.553
2006-08-16,867.637
2006-08-17,861.226
2006-08-18,861.962
2006-08-21,863.306
2006-08-22,861.492
2006-08-23,855.897
2006-08-24,860.214
2006-08-25,854.366
2006-08-28,867.835
2006-08-29,861.089
2006-08-30,865.34
2006-08-31,860.618
2006-09-01,864.329
2006-09-04,870.21
2006-09-05,863.654
2006-09-06,865.946
2006-09-07,859.469
2006-09-08,856.084
2006-09-11,852.486
2006-09-12,850.546
2006-09-13,851.479
2006-09-14,852.82
2006-09-15,842.73
2006-09-18,847.669
2006-09-19,852.388
2006-09-20,857.511
2006-09-21,858.76
2006-09-22,866.017
2006-09-25,847.785
2006-09-26,842.591
2006-09-27,840.496
2006-09-28,860.044
2006-09-29,855.148
2006-10-02,855.106
2006-10-03,855.61
2006-10-04,853.89
2006-10-05,856.566
2006-10-06,847.955
2006-10-09,853.351
2006-10-10,844.721
2006-10-11,844.535
2006-10-12,845.412
2006-10-13,842.613
2006-10-16,844.097
2006-10-17,846.507
2006-10-18,839.606
2006-10-19,841.722
2006-10-20,842.19
2006-10-23,836.068
2006-10-24,834.082
2006-10-25,841.121
2006-10-26,845.732
2006-10-27,851.081
2006-10-30,851.484
2006-10-31,853.756
2006-11-01,856.109
2006-11-02,857.524
2006-11-03,854.096
2006-11-06,854.701
2006-11-07,857.108
2006-11-08,852.48
2006-11-09,856.64
2006-11-10,860.178
2006-11-13,854.466
2006-11-14,858.723
2006-11-15,856.699
2006-11-16,856.632
2006-11-17,861.554
2006-11-20,856.423
2006-11-21,857.97
2006-11-22,860.762
2006-11-23,862.714
2006-11-24,873.071
2006-11-27,874.239
2006-11-28,873.334
2006-11-29,874.368
2006-11-30,883.032
2006-12-01,881.964
2006-12-04,881.237
2006-12-05,881.936
2006-12-06,892.572
2006-12-07,891.231
2006-12-08,890.813
2006-12-11,884.896
2006-12-12,888.385
2006-12-13,888.923
2006-12-14,883.688
2006-12-15,879.151
2006-12-18,879.397
2006-12-19,884.558
2006-12-20,885.498
2006-12-21,893.21
2006-12-22,884.485
2006-12-25,884.485
2006-12-26,883.107
2006-12-27,878.87
2006-12-28,883.678
2006-12-29,889.281
2007-01-01,889.281
2007-01-02,895.418
2007-01-03,886.27
2007-01-04,886.328
2007-01-05,881.608
2007-01-08,891.541
2007-01-09,894.626
2007-01-10,887.292
2007-01-11,894.939
2007-01-12,904.059
2007-01-15,902.426
2007-01-16,896.83
2007-01-17,902.515
2007-01-18,908.798
2007-01-19,912.883
2007-01-22,909.289
2007-01-23,908.37
2007-01-24,905.408
2007-01-25,907.135
2007-01-26,903.871
2007-01-29,904.269
2007-01-30,903.073
2007-01-31,906.612
2007-02-01,914.813
2007-02-02,908.774
2007-02-05,908.885
2007-02-06,908.05
2007-02-07,909.039
2007-02-08,916.831
2007-02-09,908.603
2007-02-12,898.161
2007-02-13,901.695
2007-02-14,918.451
2007-02-15,926.846
2007-02-16,920.939
2007-02-19,924.003
2007-02-20,926.72
2007-02-21,915.201
2007-02-22,914.496
2007-02-23,915.905
2007-02-26,914.378
2007-02-27,919.516
2007-02-28,911.654
2007-03-01,907.646
2007-03-02,893.685
2007-03-05,861.834
2007-03-06,866.885
2007-03-07,867.596
2007-03-08,871.674
2007-03-09,883.459
2007-03-12,899.154
2007-03-13,891.967
2007-03-14,887.446
2007-03-15,896.118
2007-03-16,900.109
2007-03-19,901.391
2007-03-20,902.67
2007-03-21,906.357
2007-03-22,916.444
2007-03-23,921.65
2007-03-26,925.625
2007-03-27,915.69
2007-03-28,920.726
2007-03-29,918.384
2007-03-30,915.044
2007-04-02,924.875
2007-04-03,927.486
2007-04-04,934.958
2007-04-05,935.608
2007-04-06,935.608
2007-04-09,930.734
2007-04-10,936.947
2007-04-11,937.59
2007-04-12,934.236
2007-04-13,944.675
2007-04-16,950.836
2007-04-17,957.03
2007-04-18,961.67
2007-04-19,967.1
2007-04-20,970.763
2007-04-23,971.588
2007-04-24,972.834
2007-04-25,978.356
2007-04-26,977.215
2007-04-27,982.75
2007-04-30,979.296
2007-05-01,975.637
2007-05-02,977.428
2007-05-03,969.693
2007-05-04,970.335
2007-05-07,978.364
2007-05-08,966.905
2007-05-09,972.407
2007-05-10,972.423
2007-05-11,966.619
2007-05-14,973.33
2007-05-15,973.307
2007-05-16,966.788
2007-05-17,965.791
2007-05-18,970.85
2007-05-21,971.087
2007-05-22,971.447
2007-05-23,976.301
2007-05-24,972.393
2007-05-25,973.913
2007-05-28,977.778
2007-05-29,984.58
2007-05-30,983.603
2007-05-31,1000.0
2007-06-01,979.512
2007-06-04,969.846
2007-06-05,959.712
2007-06-06,947.17
2007-06-07,943.458
2007-06-08,935.543
2007-06-11,948.611
2007-06-12,963.332
2007-06-13,964.016
2007-06-14,974.689
2007-06-15,989.667
2007-06-18,994.656
2007-06-19,1004.927
2007-06-20,1030.393
2007-06-21,1022.276
2007-06-22,1024.08
2007-06-25,1046.403
2007-06-26,1064.014
2007-06-27,1029.26
2007-06-28,1046.724
2007-06-29,1053.929
2007-07-02,1060.444
2007-07-03,1047.959
2007-07-04,1063.249
2007-07-05,1049.732
2007-07-06,1050.978
2007-07-09,1044.041
2007-07-10,1049.985
2007-07-11,1042.016
2007-07-12,1048.812
2007-07-13,1049.968
2007-07-16,1063.066
2007-07-17,1068.591
2007-07-18,1062.53
2007-07-19,1060.624
2007-07-20,1055.558
2007-07-23,1044.8
2007-07-24,1019.77
2007-07-25,1019.018
2007-07-26,988.005
2007-07-27,978.983
2007-07-30,1007.63
2007-07-31,1019.111
2007-08-01,1000.134
2007-08-02,995.426
2007-08-03,1006.459
2007-08-06,1000.929
2007-08-07,997.7
2007-08-08,1036.049
2007-08-09,1014.654
2007-08-10,975.496
2007-08-13,978.626
2007-08-14,954.789
2007-08-15,933.41
2007-08-16,899.575
2007-08-17,935.62
2007-08-20,945.644
2007-08-21,944.756
2007-08-22,959.867
2007-08-23,968.348
2007-08-24,975.888
2007-08-27,981.752
2007-08-28,962.871
2007-08-29,955.487
2007-08-30,937.761
2007-08-31,959.493
2007-09-03,966.204
2007-09-04,958.053
2007-09-05,965.569
2007-09-06,964.141
2007-09-07,943.396
2007-09-10,932.562
2007-09-11,934.901
2007-09-12,940.226
2007-09-13,942.075
2007-09-14,930.598
2007-09-17,923.899
2007-09-18,914.018
2007-09-19,934.031
2007-09-20,929.075
2007-09-21,925.476
2007-09-24,915.12
2007-09-25,890.642
2007-09-26,887.206
2007-09-27,908.618
2007-09-28,915.8
2007-10-01,919.079
2007-10-02,942.178
2007-10-03,970.734
2007-10-04,965.448
2007-10-05,964.013
2007-10-08,959.204
2007-10-09,957.538
2007-10-10,959.943
2007-10-11,971.651
2007-10-12,981.378
2007-10-15,979.158
2007-10-16,968.828
2007-10-17,977.23
2007-10-18,994.536
2007-10-19,991.087
2007-10-22,970.519
2007-10-23,985.345
2007-10-24,974.172
2007-10-25,985.821
2007-10-26,1025.181
2007-10-29,1038.236
2007-10-30,1052.554
2007-10-31,1047.413
2007-11-01,1026.18
2007-11-02,1022.851
2007-11-05,1021.377
2007-11-06,1053.642
2007-11-07,1041.896
2007-11-08,1024.967
2007-11-09,1026.56
2007-11-12,1020.631
2007-11-13,1034.75
2007-11-14,1045.757
2007-11-15,1025.313
2007-11-16,1027.686
2007-11-19,1016.422
2007-11-20,1037.2
2007-11-21,1018.966
2007-11-22,1035.849
2007-11-23,1055.447
2007-11-26,1036.775
2007-11-27,1025.348
2007-11-28,1023.557
2007-11-29,1028.254
2007-11-30,1016.555
2007-12-03,1011.898
2007-12-04,1017.359
2007-12-05,1009.58
2007-12-06,1006.047
2007-12-07,1017.003
2007-12-10,1013.506
2007-12-11,1007.756
2007-12-12,1004.544
2007-12-13,994.998
2007-12-14,993.283
2007-12-17,978.597
2007-12-18,987.798
2007-12-19,982.488
2007-12-20,969.949
2007-12-21,972.843
2007-12-24,975.009
2007-12-25,975.009
2007-12-26,981.711
2007-12-27,980.76
2007-12-28,982.259
2007-12-31,971.21
2008-01-01,971.21
2008-01-02,980.376
2008-01-03,969.224
2008-01-04,956.162
2008-01-07,991.886
2008-01-08,1014.67
2008-01-09,1021.318
2008-01-10,1030.367
2008-01-11,1029.882
2008-01-14,1009.513
2008-01-15,1020.94
2008-01-16,995.056
2008-01-17,1004.136
2008-01-18,1009.551
2008-01-21,949.963
2008-01-22,943.633
2008-01-23,900.906
2008-01-24,924.789
2008-01-25,944.619
2008-01-28,941.012
2008-01-29,949.667
2008-01-30,944.775
2008-01-31,948.288
2008-02-01,948.242
2008-02-04,953.856
2008-02-05,918.21
2008-02-06,937.687
2008-02-07,931.071
2008-02-08,938.71
2008-02-11,925.769
2008-02-12,943.776
2008-02-13,950.155
2008-02-14,939.799
2008-02-15,938.031
2008-02-18,926.372
2008-02-19,938.317
2008-02-20,929.965
2008-02-21,929.142
2008-02-22,914.119
2008-02-25,926.69
2008-02-26,927.725
2008-02-27,912.049
2008-02-28,937.144
2008-02-29,954.237
2008-03-03,943.087
2008-03-04,936.069
2008-03-05,963.145
2008-03-06,942.422
2008-03-07,929.796
2008-03-10,921.498
2008-03-11,900.737
2008-03-12,894.414
2008-03-13,895.379
2008-03-14,880.507
2008-03-17,837.294
2008-03-18,851.272
2008-03-19,820.341
2008-03-20,790.714
2008-03-21,790.714
2008-03-24,789.586
2008-03-25,844.505
2008-03-26,867.508
2008-03-27,869.655
2008-03-28,886.795
2008-03-31,867.527
2008-04-01,863.701
2008-04-02,910.951
2008-04-03,910.084
2008-04-04,918.098
2008-04-07,933.296
2008-04-08,917.225
2008-04-09,928.326
2008-04-10,923.159
2008-04-11,913.204
2008-04-14,904.428
2008-04-15,911.075
2008-04-16,958.705
2008-04-17,965.344
2008-04-18,966.606
2008-04-21,968.623
2008-04-22,975.47
2008-04-23,954.695
2008-04-24,939.027
2008-04-25,962.887
2008-04-28,954.958
2008-04-29,945.983
2008-04-30,949.848
2008-05-01,942.618
2008-05-02,964.463
2008-05-05,971.761
2008-05-06,974.476
2008-05-07,979.456
2008-05-08,982.121
2008-05-09,985.355
2008-05-12,977.357
2008-05-13,990.565
2008-05-14,988.188
2008-05-15,1001.231
2008-05-16,1003.562
2008-05-19,998.039
2008-05-20,992.188
2008-05-21,982.143
2008-05-22,992.736
2008-05-23,994.192
2008-05-26,987.722
2008-05-27,981.732
2008-05-28,989.678
2008-05-29,969.37
2008-05-30,977.329
2008-06-02,983.408
2008-06-03,974.772
2008-06-04,957.947
2008-06-05,988.266
2008-06-06,989.53
2008-06-09,978.518
2008-06-10,953.242
2008-06-11,941.619
2008-06-12,947.513
2008-06-13,933.021
2008-06-16,943.877
2008-06-17,947.774
2008-06-18,930.505
2008-06-19,915.194
2008-06-20,895.56
2008-06-23,904.485
2008-06-24,898.259
2008-06-25,904.799
2008-06-26,911.026
2008-06-27,896.019
2008-06-30,908.91
2008-07-01,876.709
2008-07-02,929.854
2008-07-03,921.004
2008-07-04,892.691
2008-07-07,906.109
2008-07-08,912.053
2008-07-09,915.02
2008-07-10,900.39
2008-07-11,893.608
2008-07-14,861.134
2008-07-15,843.418
2008-07-16,847.523
2008-07-17,867.947
2008-07-18,895.452
2008-07-21,898.47
2008-07-22,880.638
2008-07-23,871.597
2008-07-24,868.955
2008-07-25,867.646
2008-07-28,865.059
2008-07-29,850.282
2008-07-30,870.103
2008-07-31,881.358
2008-08-01,868.459
2008-08-04,853.652
2008-08-05,869.229
2008-08-06,856.777
2008-08-07,862.44
2008-08-08,835.874
2008-08-11,876.699
2008-08-12,894.701
2008-08-13,865.444
2008-08-14,861.201
2008-08-15,843.888
2008-08-18,851.105
2008-08-19,831.107
2008-08-20,827.245
2008-08-21,820.443
2008-08-22,820.306
2008-08-25,817.047
2008-08-26,812.929
2008-08-27,832.566
2008-08-28,842.25
2008-08-29,841.072
2008-09-01,851.568
2008-09-02,877.227
2008-09-03,891.005
2008-09-04,863.311
2008-09-05,830.886
2008-09-08,856.433
2008-09-09,834.79
2008-09-10,839.517
