Date,ISRAEL SMID CAP SMID (Small+Mid Cap)
2001-08-10,474.988
2001-08-13,479.218
2001-08-14,478.276
2001-08-15,471.582
2001-08-16,467.138
2001-08-17,465.73
2001-08-20,461.128
2001-08-21,462.763
2001-08-22,463.696
2001-08-23,463.796
2001-08-24,464.547
2001-08-27,463.661
2001-08-28,458.28
2001-08-29,456.741
2001-08-30,450.634
2001-08-31,449.431
2001-09-03,440.907
2001-09-04,437.207
2001-09-05,434.98
2001-09-06,431.554
2001-09-07,431.288
2001-09-10,422.02
2001-09-11,407.74
2001-09-12,402.346
2001-09-13,405.728
2001-09-14,405.397
2001-09-17,397.439
2001-09-18,395.882
2001-09-19,396.073
2001-09-20,381.971
2001-09-21,377.541
2001-09-24,377.422
2001-09-25,375.071
2001-09-26,374.491
2001-09-27,373.977
2001-09-28,375.361
2001-10-01,373.636
2001-10-02,373.486
2001-10-03,368.948
2001-10-04,371.791
2001-10-05,371.854
2001-10-08,378.41
2001-10-09,377.701
2001-10-10,385.889
2001-10-11,396.245
2001-10-12,395.595
2001-10-15,390.902
2001-10-16,400.218
2001-10-17,395.129
2001-10-18,393.928
2001-10-19,394.231
2001-10-22,400.886
2001-10-23,401.986
2001-10-24,399.364
2001-10-25,395.731
2001-10-26,397.47
2001-10-29,398.175
2001-10-30,392.036
2001-10-31,393.187
2001-11-01,392.972
2001-11-02,394.511
2001-11-05,407.178
2001-11-06,403.861
2001-11-07,403.81
2001-11-08,408.325
2001-11-09,410.416
2001-11-12,409.186
2001-11-13,419.909
2001-11-14,422.223
2001-11-15,420.662
2001-11-16,420.496
2001-11-19,425.807
2001-11-20,425.964
2001-11-21,425.951
2001-11-22,431.128
2001-11-23,431.637
2001-11-26,437.315
2001-11-27,435.256
2001-11-28,434.059
2001-11-29,437.153
2001-11-30,436.099
2001-12-03,425.527
2001-12-04,426.767
2001-12-05,435.634
2001-12-06,442.967
2001-12-07,442.638
2001-12-10,446.657
2001-12-11,451.867
2001-12-12,453.739
2001-12-13,443.614
2001-12-14,441.438
2001-12-17,443.807
2001-12-18,440.787
2001-12-19,436.753
2001-12-20,434.526
2001-12-21,430.63
2001-12-24,454.25
2001-12-25,464.358
2001-12-26,470.737
2001-12-27,480.992
2001-12-28,480.505
2001-12-31,481.633
2002-01-01,483.577
2002-01-02,495.033
2002-01-03,496.531
2002-01-04,496.401
2002-01-07,493.901
2002-01-08,490.586
2002-01-09,487.231
2002-01-10,478.016
2002-01-11,477.309
2002-01-14,479.297
2002-01-15,472.268
2002-01-16,463.146
2002-01-17,468.633
2002-01-18,468.083
2002-01-21,457.553
2002-01-22,454.923
2002-01-23,445.034
2002-01-24,450.626
2002-01-25,448.652
2002-01-28,436.426
2002-01-29,436.129
2002-01-30,436.021
2002-01-31,443.778
2002-02-01,444.502
2002-02-04,446.847
2002-02-05,439.306
2002-02-06,438.542
2002-02-07,428.683
2002-02-08,428.811
2002-02-11,409.341
2002-02-12,412.836
2002-02-13,421.379
2002-02-14,421.281
2002-02-15,422.296
2002-02-18,408.224
2002-02-19,396.318
2002-02-20,398.957
2002-02-21,398.728
2002-02-22,397.997
2002-02-25,403.806
2002-02-26,405.513
2002-02-27,417.365
2002-02-28,409.642
2002-03-01,407.943
2002-03-04,409.461
2002-03-05,401.612
2002-03-06,395.163
2002-03-07,398.392
2002-03-08,398.767
2002-03-11,410.127
2002-03-12,403.302
2002-03-13,401.533
2002-03-14,405.988
2002-03-15,405.402
2002-03-18,421.589
2002-03-19,421.946
2002-03-20,419.676
2002-03-21,416.763
2002-03-22,417.101
2002-03-25,411.657
2002-03-26,406.234
2002-03-27,404.692
2002-03-28,402.6
2002-03-29,402.174
2002-04-01,375.091
2002-04-02,374.877
2002-04-03,374.432
2002-04-04,373.653
2002-04-05,374.373
2002-04-08,373.589
2002-04-09,368.11
2002-04-10,372.11
2002-04-11,372.586
2002-04-12,370.789
2002-04-15,368.373
2002-04-16,369.326
2002-04-17,369.783
2002-04-18,374.657
2002-04-19,374.775
2002-04-22,379.185
2002-04-23,373.239
2002-04-24,359.027
2002-04-25,354.57
2002-04-26,353.796
2002-04-29,348.493
2002-04-30,345.298
2002-05-01,350.289
2002-05-02,358.146
2002-05-03,358.468
2002-05-06,354.497
2002-05-07,353.593
2002-05-08,351.464
2002-05-09,343.599
2002-05-10,343.529
2002-05-13,349.382
2002-05-14,358.936
2002-05-15,360.689
2002-05-16,360.377
2002-05-17,360.772
2002-05-20,357.645
2002-05-21,358.403
2002-05-22,359.003
2002-05-23,356.248
2002-05-24,355.668
2002-05-27,354.11
2002-05-28,349.785
2002-05-29,345.894
2002-05-30,346.967
2002-05-31,348.887
2002-06-03,350.751
2002-06-04,349.773
2002-06-05,347.241
2002-06-06,343.932
2002-06-07,343.12
2002-06-10,341.211
2002-06-11,335.052
2002-06-12,333.337
2002-06-13,333.146
2002-06-14,332.218
2002-06-17,333.139
2002-06-18,331.705
2002-06-19,325.215
2002-06-20,315.911
2002-06-21,314.204
2002-06-24,309.816
2002-06-25,320.8
2002-06-26,317.184
2002-06-27,327.306
2002-06-28,332.053
2002-07-01,329.928
2002-07-02,324.352
2002-07-03,324.8
2002-07-04,325.343
2002-07-05,327.792
2002-07-08,328.591
2002-07-09,332.777
2002-07-10,338.889
2002-07-11,335.222
2002-07-12,337.123
2002-07-15,346.042
2002-07-16,344.806
2002-07-17,352.933
2002-07-18,352.195
2002-07-19,351.369
2002-07-22,350.622
2002-07-23,341.55
2002-07-24,332.374
2002-07-25,329.257
2002-07-26,328.925
2002-07-29,343.161
2002-07-30,345.754
2002-07-31,347.502
2002-08-01,339.97
2002-08-02,337.464
2002-08-05,328.189
2002-08-06,332.033
2002-08-07,334.887
2002-08-08,333.898
2002-08-09,335.114
2002-08-12,334.195
2002-08-13,329.661
2002-08-14,332.192
2002-08-15,335.401
2002-08-16,336.347
2002-08-19,349.252
2002-08-20,349.291
2002-08-21,353.721
2002-08-22,351.569
2002-08-23,349.139
2002-08-26,353.221
2002-08-27,353.392
2002-08-28,349.017
2002-08-29,345.621
2002-08-30,345.137
2002-09-02,339.78
2002-09-03,336.309
2002-09-04,336.841
2002-09-05,334.268
2002-09-06,336.104
2002-09-09,337.677
2002-09-10,339.337
2002-09-11,340.437
2002-09-12,337.081
2002-09-13,336.176
2002-09-16,336.637
2002-09-17,339.111
2002-09-18,327.326
2002-09-19,323.819
2002-09-20,321.351
2002-09-23,313.255
2002-09-24,308.301
2002-09-25,309.097
2002-09-26,311.121
2002-09-27,310.091
2002-09-30,303.175
2002-10-01,307.27
2002-10-02,304.093
2002-10-03,300.286
2002-10-04,298.697
2002-10-07,291.376
2002-10-08,291.555
2002-10-09,291.077
2002-10-10,293.024
2002-10-11,296.041
2002-10-14,293.008
2002-10-15,300.67
2002-10-16,295.533
2002-10-17,305.418
2002-10-18,306.663
2002-10-21,306.114
2002-10-22,300.979
2002-10-23,301.455
2002-10-24,303.859
2002-10-25,303.115
2002-10-28,295.874
2002-10-29,292.483
2002-10-30,298.798
2002-10-31,293.798
2002-11-01,296.636
2002-11-04,298.377
2002-11-05,302.349
2002-11-06,314.427
2002-11-07,309.669
2002-11-08,309.63
2002-11-11,310.853
2002-11-12,308.215
2002-11-13,308.206
2002-11-14,312.359
2002-11-15,312.961
2002-11-18,314.687
2002-11-19,312.496
2002-11-20,314.989
2002-11-21,321.083
2002-11-22,322.277
2002-11-25,328.11
2002-11-26,333.209
2002-11-27,343.171
2002-11-28,342.582
2002-11-29,342.546
2002-12-02,350.094
2002-12-03,345.148
2002-12-04,337.201
2002-12-05,334.817
2002-12-06,333.858
2002-12-09,328.866
2002-12-10,335.852
2002-12-11,338.001
2002-12-12,338.568
2002-12-13,338.638
2002-12-16,338.457
2002-12-17,333.834
2002-12-18,327.929
2002-12-19,321.774
2002-12-20,322.442
2002-12-23,316.853
2002-12-24,313.939
2002-12-25,312.469
2002-12-26,318.606
2002-12-27,316.196
2002-12-30,310.02
2002-12-31,310.764
2003-01-01,307.511
2003-01-02,307.998
2003-01-03,307.686
2003-01-06,309.372
2003-01-07,307.979
2003-01-08,301.933
2003-01-09,305.408
2003-01-10,305.68
2003-01-13,299.823
2003-01-14,298.675
2003-01-15,301.648
2003-01-16,304.479
2003-01-17,300.957
2003-01-20,291.498
2003-01-21,289.537
2003-01-22,286.332
2003-01-23,288.947
2003-01-24,286.891
2003-01-27,287.776
2003-01-28,288.309
2003-01-29,291.133
2003-01-30,290.718
2003-01-31,290.719
2003-02-03,286.647
2003-02-04,280.715
2003-02-05,281.079
2003-02-06,280.813
2003-02-07,279.137
2003-02-10,277.231
2003-02-11,279.934
2003-02-12,277.809
2003-02-13,270.456
2003-02-14,273.622
2003-02-17,283.488
2003-02-18,291.384
2003-02-19,286.422
2003-02-20,285.069
2003-02-21,286.24
2003-02-24,288.465
2003-02-25,284.95
2003-02-26,284.338
2003-02-27,294.283
2003-02-28,296.023
2003-03-03,298.48
2003-03-04,296.318
2003-03-05,293.254
2003-03-06,297.165
2003-03-07,296.522
2003-03-10,292.099
2003-03-11,293.592
2003-03-12,294.009
2003-03-13,300.546
2003-03-14,300.223
2003-03-17,307.107
2003-03-18,307.555
2003-03-19,318.132
2003-03-20,314.898
2003-03-21,318.324
2003-03-24,314.531
2003-03-25,318.396
2003-03-26,324.562
2003-03-27,320.329
2003-03-28,319.908
2003-03-31,316.621
2003-04-01,325.262
2003-04-02,332.862
2003-04-03,337.684
2003-04-04,338.362
2003-04-07,348.729
2003-04-08,348.113
2003-04-09,350.443
2003-04-10,353.379
2003-04-11,353.655
2003-04-14,363.444
2003-04-15,370.386
2003-04-16,371.55
2003-04-17,373.26
2003-04-18,373.305
2003-04-21,369.198
2003-04-22,369.204
2003-04-23,369.65
2003-04-24,377.594
2003-04-25,375.369
2003-04-28,368.699
2003-04-29,378.335
2003-04-30,378.109
2003-05-01,379.267
2003-05-02,383.689
2003-05-05,400.831
2003-05-06,403.582
2003-05-07,402.841
2003-05-08,401.74
2003-05-09,403.738
2003-05-12,417.532
2003-05-13,409.159
2003-05-14,412.293
2003-05-15,411.927
2003-05-16,411.961
2003-05-19,395.208
2003-05-20,386.079
2003-05-21,377.368
2003-05-22,384.491
2003-05-23,389.469
2003-05-26,410.751
2003-05-27,420.15
2003-05-28,434.334
2003-05-29,438.547
2003-05-30,440.728
2003-06-02,441.056
2003-06-03,446.247
2003-06-04,439.672
2003-06-05,442.241
2003-06-06,441.747
2003-06-09,431.493
2003-06-10,424.135
2003-06-11,435.226
2003-06-12,437.844
2003-06-13,437.947
2003-06-16,458.404
2003-06-17,465.242
2003-06-18,462.994
2003-06-19,465.079
2003-06-20,465.148
2003-06-23,457.424
2003-06-24,457.483
2003-06-25,458.311
2003-06-26,464.749
2003-06-27,463.365
2003-06-30,465.782
2003-07-01,468.55
2003-07-02,479.573
2003-07-03,474.827
2003-07-04,474.437
2003-07-07,470.843
2003-07-08,456.564
2003-07-09,466.4
2003-07-10,460.758
2003-07-11,461.946
2003-07-14,461.804
2003-07-15,456.86
2003-07-16,448.511
2003-07-17,444.062
2003-07-18,446.341
2003-07-21,446.757
2003-07-22,446.844
2003-07-23,453.498
2003-07-24,444.147
2003-07-25,447.055
2003-07-28,452.941
2003-07-29,449.897
2003-07-30,443.728
2003-07-31,440.497
2003-08-01,438.496
2003-08-04,429.999
2003-08-05,429.859
2003-08-06,426.11
2003-08-07,425.306
2003-08-08,425.072
2003-08-11,419.228
2003-08-12,422.25
2003-08-13,428.015
2003-08-14,427.75
2003-08-15,427.981
2003-08-18,433.514
2003-08-19,434.052
2003-08-20,429.614
2003-08-21,427.863
2003-08-22,426.388
2003-08-25,425.983
2003-08-26,429.111
2003-08-27,432.175
2003-08-28,438.766
2003-08-29,440.149
2003-09-01,438.175
2003-09-02,444.638
2003-09-03,454.716
2003-09-04,455.83
2003-09-05,457.042
2003-09-08,456.336
2003-09-09,455.777
2003-09-10,447.095
2003-09-11,444.614
2003-09-12,444.674
2003-09-15,449.449
2003-09-16,457.526
2003-09-17,459.313
2003-09-18,463.78
2003-09-19,466.621
2003-09-22,471.341
2003-09-23,477.063
2003-09-24,476.411
2003-09-25,471.75
2003-09-26,469.245
2003-09-29,471.916
2003-09-30,469.64
2003-10-01,474.295
2003-10-02,481.364
2003-10-03,486.547
2003-10-06,489.771
2003-10-07,486.501
2003-10-08,485.291
2003-10-09,493.456
2003-10-10,496.03
2003-10-13,507.606
2003-10-14,508.594
2003-10-15,513.641
2003-10-16,511.279
2003-10-17,508.688
2003-10-20,508.698
2003-10-21,516.962
2003-10-22,509.44
2003-10-23,504.201
2003-10-24,502.164
2003-10-27,504.96
2003-10-28,516.409
2003-10-29,526.384
2003-10-30,522.303
2003-10-31,521.926
2003-11-03,532.999
2003-11-04,536.642
2003-11-05,545.793
2003-11-06,547.234
2003-11-07,548.496
2003-11-10,542.113
2003-11-11,527.719
2003-11-12,542.648
2003-11-13,543.362
2003-11-14,543.938
2003-11-17,543.94
2003-11-18,551.003
2003-11-19,551.376
2003-11-20,546.315
2003-11-21,546.797
2003-11-24,554.523
2003-11-25,561.865
2003-11-26,562.272
2003-11-27,564.344
2003-11-28,567.704
2003-12-01,570.419
2003-12-02,565.178
2003-12-03,553.971
2003-12-04,546.772
2003-12-05,542.485
2003-12-08,534.887
2003-12-09,551.479
2003-12-10,542.536
2003-12-11,559.968
2003-12-12,560.164
2003-12-15,570.557
2003-12-16,571.155
2003-12-17,565.729
2003-12-18,567.716
2003-12-19,568.38
2003-12-22,570.52
2003-12-23,571.708
2003-12-24,574.924
2003-12-25,579.603
2003-12-26,578.341
2003-12-29,586.328
2003-12-30,586.366
2003-12-31,586.476
2004-01-01,587.922
2004-01-02,587.574
2004-01-05,609.116
2004-01-06,614.282
2004-01-07,610.114
2004-01-08,626.722
2004-01-09,626.936
2004-01-12,627.193
2004-01-13,631.882
2004-01-14,632.949
2004-01-15,639.403
2004-01-16,646.467
2004-01-19,654.685
2004-01-20,653.457
2004-01-21,629.146
2004-01-22,618.329
2004-01-23,620.69
2004-01-26,617.406
2004-01-27,622.474
2004-01-28,611.811
2004-01-29,601.804
2004-01-30,601.405
2004-02-02,596.353
2004-02-03,591.469
2004-02-04,577.817
2004-02-05,584.486
2004-02-06,591.205
2004-02-09,612.825
2004-02-10,612.13
2004-02-11,613.938
2004-02-12,617.246
2004-02-13,616.794
2004-02-16,620.571
2004-02-17,625.34
2004-02-18,621.967
2004-02-19,621.835
2004-02-20,618.527
2004-02-23,612.67
2004-02-24,603.578
2004-02-25,607.325
2004-02-26,601.586
2004-02-27,603.133
2004-03-01,616.061
2004-03-02,614.855
2004-03-03,606.781
2004-03-04,614.3
2004-03-05,615.381
2004-03-08,614.594
2004-03-09,609.554
2004-03-10,603.519
2004-03-11,594.25
2004-03-12,598.252
2004-03-15,605.29
2004-03-16,608.203
2004-03-17,613.793
2004-03-18,617.248
2004-03-19,615.441
2004-03-22,600.01
2004-03-23,597.251
2004-03-24,584.198
2004-03-25,587.097
2004-03-26,589.142
2004-03-29,595.027
2004-03-30,597.463
2004-03-31,601.937
2004-04-01,607.584
2004-04-02,611.419
2004-04-05,622.439
2004-04-06,622.526
2004-04-07,625.785
2004-04-08,628.356
2004-04-09,628.478
2004-04-12,627.348
2004-04-13,625.723
2004-04-14,616.93
2004-04-15,621.996
2004-04-16,615.892
2004-04-19,625.163
2004-04-20,618.508
2004-04-21,619.364
2004-04-22,622.54
2004-04-23,623.008
2004-04-26,623.248
2004-04-27,621.793
2004-04-28,607.842
2004-04-29,579.401
2004-04-30,572.313
2004-05-03,570.05
2004-05-04,581.685
2004-05-05,585.234
2004-05-06,581.12
2004-05-07,579.747
2004-05-10,555.417
2004-05-11,563.593
2004-05-12,562.95
2004-05-13,560.259
2004-05-14,556.632
2004-05-17,544.779
2004-05-18,546.661
2004-05-19,556.264
2004-05-20,553.148
2004-05-21,553.907
2004-05-24,561.628
2004-05-25,565.321
2004-05-26,567.705
2004-05-27,572.141
2004-05-28,573.37
2004-05-31,572.781
2004-06-01,576.925
2004-06-02,579.988
2004-06-03,577.949
2004-06-04,578.115
2004-06-07,588.298
2004-06-08,588.065
2004-06-09,583.508
2004-06-10,586.141
2004-06-11,585.825
2004-06-14,583.814
2004-06-15,586.559
2004-06-16,591.842
2004-06-17,593.949
2004-06-18,592.175
2004-06-21,601.717
2004-06-22,605.522
2004-06-23,607.353
2004-06-24,607.913
2004-06-25,608.108
2004-06-28,612.241
2004-06-29,609.143
2004-06-30,612.661
2004-07-01,614.616
2004-07-02,615.266
2004-07-05,615.908
2004-07-06,606.37
2004-07-07,603.678
2004-07-08,597.089
2004-07-09,599.211
2004-07-12,595.997
2004-07-13,594.246
2004-07-14,586.34
2004-07-15,589.179
2004-07-16,588.823
2004-07-19,589.279
2004-07-20,590.494
2004-07-21,585.741
2004-07-22,579.919
2004-07-23,575.45
2004-07-26,565.627
2004-07-27,568.062
2004-07-28,558.191
2004-07-29,556.747
2004-07-30,556.629
2004-08-02,550.654
2004-08-03,542.069
2004-08-04,538.132
2004-08-05,538.889
2004-08-06,536.573
2004-08-09,527.858
2004-08-10,527.737
2004-08-11,515.613
2004-08-12,507.694
2004-08-13,506.135
2004-08-16,503.158
2004-08-17,514.054
2004-08-18,518.725
2004-08-19,525.072
2004-08-20,527.365
2004-08-23,534.865
2004-08-24,534.695
2004-08-25,534.705
2004-08-26,536.671
2004-08-27,537.161
2004-08-30,535.18
2004-08-31,530.777
2004-09-01,531.831
2004-09-02,534.239
2004-09-03,531.273
2004-09-06,533.135
2004-09-07,542.709
2004-09-08,540.961
2004-09-09,545.933
2004-09-10,549.275
2004-09-13,558.387
2004-09-14,560.515
2004-09-15,558.499
2004-09-16,561.218
2004-09-17,561.815
2004-09-20,563.029
2004-09-21,564.751
2004-09-22,560.314
2004-09-23,558.284
2004-09-24,559.006
2004-09-27,560.007
2004-09-28,559.532
2004-09-29,559.813
2004-09-30,562.767
2004-10-01,567.41
2004-10-04,575.821
2004-10-05,572.855
2004-10-06,573.735
2004-10-07,571.142
2004-10-08,568.239
2004-10-11,564.196
2004-10-12,552.767
2004-10-13,554.473
2004-10-14,548.39
2004-10-15,547.43
2004-10-18,546.055
2004-10-19,551.384
2004-10-20,551.445
2004-10-21,553.016
2004-10-22,549.389
2004-10-25,548.816
2004-10-26,556.289
2004-10-27,553.117
2004-10-28,549.051
2004-10-29,551.111
2004-11-01,560.221
2004-11-02,564.014
2004-11-03,576.981
2004-11-04,577.973
2004-11-05,581.574
2004-11-08,586.947
2004-11-09,587.347
2004-11-10,585.801
2004-11-11,593.232
2004-11-12,598.954
2004-11-15,609.684
2004-11-16,618.069
2004-11-17,621.573
2004-11-18,622.196
2004-11-19,620.78
2004-11-22,611.591
2004-11-23,620.496
2004-11-24,626.07
2004-11-25,623.922
2004-11-26,625.238
2004-11-29,620.264
2004-11-30,619.325
2004-12-01,623.685
2004-12-02,628.921
2004-12-03,630.128
2004-12-06,643.472
2004-12-07,648.844
2004-12-08,643.27
2004-12-09,635.653
2004-12-10,637.727
2004-12-13,646.044
2004-12-14,649.933
2004-12-15,650.995
2004-12-16,654.97
2004-12-17,653.986
2004-12-20,650.673
2004-12-21,642.652
2004-12-22,644.8
2004-12-23,648.118
2004-12-24,650.31
2004-12-27,659.594
2004-12-28,658.037
2004-12-29,654.594
2004-12-30,663.257
2004-12-31,666.659
2005-01-03,668.367
2005-01-04,659.986
2005-01-05,648.753
2005-01-06,660.375
2005-01-07,663.188
2005-01-10,678.753
2005-01-11,672.783
2005-01-12,671.357
2005-01-13,669.791
2005-01-14,667.247
2005-01-17,666.718
2005-01-18,667.118
2005-01-19,668.337
2005-01-20,666.359
2005-01-21,666.143
2005-01-24,666.182
2005-01-25,660.191
2005-01-26,657.321
2005-01-27,653.503
2005-01-28,652.862
2005-01-31,664.436
2005-02-01,668.747
2005-02-02,671.921
2005-02-03,680.576
2005-02-04,687.626
2005-02-07,679.385
2005-02-08,679.802
2005-02-09,671.875
2005-02-10,671.487
2005-02-11,675.296
2005-02-14,686.291
2005-02-15,689.058
2005-02-16,682.997
2005-02-17,685.063
2005-02-18,684.53
2005-02-21,680.489
2005-02-22,673.445
2005-02-23,672.114
2005-02-24,676.87
2005-02-25,678.972
2005-02-28,686.405
2005-03-01,695.378
2005-03-02,696.312
2005-03-03,701.879
2005-03-04,704.159
2005-03-07,715.459
2005-03-08,714.697
2005-03-09,709.981
2005-03-10,704.288
2005-03-11,704.4
2005-03-14,705.844
2005-03-15,704.756
2005-03-16,696.561
2005-03-17,696.131
2005-03-18,694.929
2005-03-21,700.68
2005-03-22,699.53
2005-03-23,684.27
2005-03-24,678.516
2005-03-25,679.385
2005-03-28,681.089
2005-03-29,675.143
2005-03-30,672.615
2005-03-31,677.491
2005-04-01,677.702
2005-04-04,669.865
2005-04-05,672.632
2005-04-06,677.053
2005-04-07,683.038
2005-04-08,680.366
2005-04-11,683.832
2005-04-12,684.234
2005-04-13,684.268
2005-04-14,678.741
2005-04-15,673.736
2005-04-18,670.298
2005-04-19,677.911
2005-04-20,674.72
2005-04-21,679.65
2005-04-22,678.578
2005-04-25,679.902
2005-04-26,676.167
2005-04-27,670.271
2005-04-28,671.706
2005-04-29,674.652
2005-05-02,685.803
2005-05-03,684.715
2005-05-04,690.815
2005-05-05,697.046
2005-05-06,698.074
2005-05-09,705.511
2005-05-10,705.816
2005-05-11,707.967
2005-05-12,707.775
2005-05-13,705.967
2005-05-16,706.195
2005-05-17,706.835
2005-05-18,704.837
2005-05-19,707.828
2005-05-20,706.004
2005-05-23,697.109
2005-05-24,697.751
2005-05-25,701.184
2005-05-26,703.563
2005-05-27,702.467
2005-05-30,698.55
2005-05-31,698.713
2005-06-01,700.364
2005-06-02,703.738
2005-06-03,701.869
2005-06-06,704.017
2005-06-07,706.276
2005-06-08,705.901
2005-06-09,697.252
2005-06-10,699.661
2005-06-13,696.884
2005-06-14,689.267
2005-06-15,676.129
2005-06-16,672.152
2005-06-17,672.721
2005-06-20,646.319
2005-06-21,656.584
2005-06-22,659.296
2005-06-23,650.724
2005-06-24,647.143
2005-06-27,634.076
2005-06-28,634.938
2005-06-29,640.246
2005-06-30,635.187
2005-07-01,630.846
2005-07-04,636.537
2005-07-05,627.303
2005-07-06,632.561
2005-07-07,631.53
2005-07-08,633.062
2005-07-11,648.228
2005-07-12,654.549
2005-07-13,654.813
2005-07-14,658.577
2005-07-15,656.535
2005-07-18,645.931
2005-07-19,651.72
2005-07-20,660.916
2005-07-21,666.596
2005-07-22,667.155
2005-07-25,665.605
2005-07-26,665.846
2005-07-27,668.102
2005-07-28,667.721
2005-07-29,667.795
2005-08-01,669.188
2005-08-02,684.008
2005-08-03,685.135
2005-08-04,683.28
2005-08-05,683.244
2005-08-08,666.511
2005-08-09,665.992
2005-08-10,671.992
2005-08-11,671.341
2005-08-12,667.604
2005-08-15,674.059
2005-08-16,674.361
2005-08-17,689.381
2005-08-18,693.617
2005-08-19,693.31
2005-08-22,691.46
2005-08-23,688.619
2005-08-24,684.168
2005-08-25,678.037
2005-08-26,675.343
2005-08-29,674.38
2005-08-30,679.772
2005-08-31,680.04
2005-09-01,693.019
2005-09-02,693.925
2005-09-05,695.684
2005-09-06,692.068
2005-09-07,691.017
2005-09-08,692.269
2005-09-09,693.209
2005-09-12,703.311
2005-09-13,699.747
2005-09-14,702.39
2005-09-15,700.733
2005-09-16,701.975
2005-09-19,693.127
2005-09-20,688.686
2005-09-21,678.994
2005-09-22,668.5
2005-09-23,669.251
2005-09-26,673.473
2005-09-27,683.686
2005-09-28,683.262
2005-09-29,686.12
2005-09-30,689.366
2005-10-03,696.385
2005-10-04,697.8
2005-10-05,692.761
2005-10-06,686.638
2005-10-07,687.792
2005-10-10,688.524
2005-10-11,682.27
2005-10-12,673.635
2005-10-13,673.182
2005-10-14,675.272
2005-10-17,664.773
2005-10-18,665.435
2005-10-19,657.233
2005-10-20,662.9
2005-10-21,668.384
2005-10-24,675.379
2005-10-25,676.922
2005-10-26,674.028
2005-10-27,669.651
2005-10-28,667.703
2005-10-31,682.045
2005-11-01,682.615
2005-11-02,686.383
2005-11-03,687.774
2005-11-04,688.724
2005-11-07,691.412
2005-11-08,688.672
