Date,HONG KONG SMID CAP SMID (Small+Mid Cap)
2001-06-20,327.55
2001-06-21,331.393
2001-06-22,330.825
2001-06-25,330.829
2001-06-26,328.697
2001-06-27,329.034
2001-06-28,325.665
2001-06-29,327.586
2001-07-02,327.605
2001-07-03,328.313
2001-07-04,330.842
2001-07-05,327.932
2001-07-06,327.928
2001-07-09,321.521
2001-07-10,322.934
2001-07-11,319.798
2001-07-12,321.259
2001-07-13,321.029
2001-07-16,323.394
2001-07-17,317.972
2001-07-18,316.863
2001-07-19,313.765
2001-07-20,315.594
2001-07-23,314.707
2001-07-24,313.185
2001-07-25,313.179
2001-07-26,312.286
2001-07-27,313.558
2001-07-30,311.507
2001-07-31,316.438
2001-08-01,320.881
2001-08-02,319.082
2001-08-03,315.082
2001-08-06,311.64
2001-08-07,310.668
2001-08-08,309.625
2001-08-09,306.495
2001-08-10,306.3
2001-08-13,303.713
2001-08-14,307.217
2001-08-15,309.143
2001-08-16,309.045
2001-08-17,310.561
2001-08-20,306.848
2001-08-21,302.794
2001-08-22,301.545
2001-08-23,303.242
2001-08-24,300.087
2001-08-27,302.434
2001-08-28,301.536
2001-08-29,299.643
2001-08-30,299.392
2001-08-31,297.206
2001-09-03,294.897
2001-09-04,295.795
2001-09-05,294.644
2001-09-06,289.917
2001-09-07,285.102
2001-09-10,284.334
2001-09-11,282.869
2001-09-12,260.36
2001-09-13,263.555
2001-09-14,262.862
2001-09-17,251.452
2001-09-18,250.364
2001-09-19,252.735
2001-09-20,249.141
2001-09-21,243.273
2001-09-24,247.298
2001-09-25,250.578
2001-09-26,250.6
2001-09-27,254.748
2001-09-28,256.657
2001-10-01,256.612
2001-10-02,256.604
2001-10-03,258.754
2001-10-04,266.974
2001-10-05,267.431
2001-10-08,261.373
2001-10-09,270.022
2001-10-10,268.465
2001-10-11,271.25
2001-10-12,267.855
2001-10-15,267.389
2001-10-16,263.838
2001-10-17,265.535
2001-10-18,260.392
2001-10-19,262.119
2001-10-22,263.406
2001-10-23,268.886
2001-10-24,269.59
2001-10-25,269.593
2001-10-26,270.206
2001-10-29,268.019
2001-10-30,268.344
2001-10-31,269.093
2001-11-01,270.501
2001-11-02,269.25
2001-11-05,273.297
2001-11-06,271.147
2001-11-07,269.259
2001-11-08,273.58
2001-11-09,276.939
2001-11-12,276.441
2001-11-13,277.407
2001-11-14,283.546
2001-11-15,286.444
2001-11-16,286.694
2001-11-19,288.169
2001-11-20,286.495
2001-11-21,286.774
2001-11-22,288.57
2001-11-23,292.292
2001-11-26,295.533
2001-11-27,293.818
2001-11-28,288.004
2001-11-29,287.545
2001-11-30,289.781
2001-12-03,289.258
2001-12-04,294.862
2001-12-05,300.607
2001-12-06,301.897
2001-12-07,305.981
2001-12-10,306.403
2001-12-11,305.337
2001-12-12,305.164
2001-12-13,298.028
2001-12-14,299.058
2001-12-17,296.107
2001-12-18,295.246
2001-12-19,298.203
2001-12-20,301.076
2001-12-21,294.897
2001-12-24,295.474
2001-12-25,295.449
2001-12-26,295.445
2001-12-27,296.893
2001-12-28,297.507
2001-12-31,299.046
2002-01-01,299.234
2002-01-02,302.156
2002-01-03,303.766
2002-01-04,308.817
2002-01-07,314.497
2002-01-08,314.526
2002-01-09,310.997
2002-01-10,313.604
2002-01-11,311.698
2002-01-14,309.674
2002-01-15,306.823
2002-01-16,303.826
2002-01-17,304.621
2002-01-18,303.87
2002-01-21,304.452
2002-01-22,302.897
2002-01-23,303.462
2002-01-24,303.583
2002-01-25,306.485
2002-01-28,308.142
2002-01-29,309.517
2002-01-30,304.545
2002-01-31,302.865
2002-02-01,302.512
2002-02-04,302.769
2002-02-05,302.026
2002-02-06,303.261
2002-02-07,299.969
2002-02-08,303.156
2002-02-11,310.347
2002-02-12,310.357
2002-02-13,310.361
2002-02-14,310.361
2002-02-15,312.346
2002-02-18,314.154
2002-02-19,313.023
2002-02-20,314.707
2002-02-21,314.38
2002-02-22,312.212
2002-02-25,309.512
2002-02-26,310.472
2002-02-27,310.897
2002-02-28,308.294
2002-03-01,308.328
2002-03-04,313.196
2002-03-05,317.668
2002-03-06,318.87
2002-03-07,321.74
2002-03-08,322.95
2002-03-11,325.927
2002-03-12,325.29
2002-03-13,323.674
2002-03-14,323.528
2002-03-15,322.452
2002-03-18,322.458
2002-03-19,321.235
2002-03-20,319.921
2002-03-21,317.581
2002-03-22,319.741
2002-03-25,319.603
2002-03-26,317.794
2002-03-27,325.555
2002-03-28,324.826
2002-03-29,324.826
2002-04-01,325.015
2002-04-02,322.445
2002-04-03,321.437
2002-04-04,321.816
2002-04-05,321.85
2002-04-08,322.49
2002-04-09,322.331
2002-04-10,319.631
2002-04-11,322.889
2002-04-12,323.485
2002-04-15,326.936
2002-04-16,326.991
2002-04-17,332.463
2002-04-18,335.6
2002-04-19,336.94
2002-04-22,339.248
2002-04-23,342.947
2002-04-24,344.454
2002-04-25,343.016
2002-04-26,342.804
2002-04-29,342.771
2002-04-30,345.796
2002-05-01,346.075
2002-05-02,356.038
2002-05-03,357.495
2002-05-06,356.774
2002-05-07,361.11
2002-05-08,359.13
2002-05-09,358.353
2002-05-10,356.347
2002-05-13,358.127
2002-05-14,357.468
2002-05-15,360.046
2002-05-16,359.143
2002-05-17,361.635
2002-05-20,361.556
2002-05-21,358.58
2002-05-22,356.972
2002-05-23,352.853
2002-05-24,353.451
2002-05-27,353.104
2002-05-28,352.736
2002-05-29,351.525
2002-05-30,350.448
2002-05-31,348.089
2002-06-03,347.454
2002-06-04,346.896
2002-06-05,348.091
2002-06-06,347.78
2002-06-07,345.861
2002-06-10,349.732
2002-06-11,345.224
2002-06-12,343.265
2002-06-13,343.932
2002-06-14,338.987
2002-06-17,333.482
2002-06-18,333.755
2002-06-19,327.866
2002-06-20,330.442
2002-06-21,327.425
2002-06-24,329.17
2002-06-25,328.487
2002-06-26,319.79
2002-06-27,325.741
2002-06-28,330.649
2002-07-01,330.655
2002-07-02,327.818
2002-07-03,329.784
2002-07-04,335.363
2002-07-05,335.238
2002-07-08,333.067
2002-07-09,331.206
2002-07-10,331.006
2002-07-11,322.853
2002-07-12,324.919
2002-07-15,325.2
2002-07-16,320.464
2002-07-17,315.079
2002-07-18,314.159
2002-07-19,308.969
2002-07-22,300.832
2002-07-23,307.336
2002-07-24,298.795
2002-07-25,295.016
2002-07-26,286.818
2002-07-29,291.441
2002-07-30,299.352
2002-07-31,300.915
2002-08-01,297.597
2002-08-02,292.345
2002-08-05,285.66
2002-08-06,277.247
2002-08-07,286.77
2002-08-08,287.432
2002-08-09,286.929
2002-08-12,282.907
2002-08-13,284.257
2002-08-14,279.4
2002-08-15,284.204
2002-08-16,287.708
2002-08-19,288.26
2002-08-20,291.517
2002-08-21,293.913
2002-08-22,295.266
2002-08-23,294.08
2002-08-26,291.292
2002-08-27,288.586
2002-08-28,287.304
2002-08-29,285.497
2002-08-30,286.512
2002-09-02,283.136
2002-09-03,279.987
2002-09-04,280.216
2002-09-05,277.106
2002-09-06,275.506
2002-09-09,275.118
2002-09-10,279.654
2002-09-11,279.873
2002-09-12,282.593
2002-09-13,275.724
2002-09-16,270.039
2002-09-17,274.673
2002-09-18,270.501
2002-09-19,269.038
2002-09-20,265.304
2002-09-23,263.532
2002-09-24,261.121
2002-09-25,259.833
2002-09-26,263.149
2002-09-27,264.525
2002-09-30,259.251
2002-10-01,259.257
2002-10-02,258.268
2002-10-03,253.708
2002-10-04,255.789
2002-10-07,252.812
2002-10-08,252.979
2002-10-09,251.838
2002-10-10,246.808
2002-10-11,248.118
2002-10-14,248.12
2002-10-15,257.847
2002-10-16,264.252
2002-10-17,268.405
2002-10-18,272.851
2002-10-21,268.181
2002-10-22,267.739
2002-10-23,275.73
2002-10-24,276.529
2002-10-25,276.732
2002-10-28,278.634
2002-10-29,272.249
2002-10-30,270.328
2002-10-31,267.259
2002-11-01,265.081
2002-11-04,273.799
2002-11-05,270.548
2002-11-06,273.159
2002-11-07,275.789
2002-11-08,274.018
2002-11-11,269.184
2002-11-12,269.502
2002-11-13,269.308
2002-11-14,272.534
2002-11-15,279.695
2002-11-18,276.974
2002-11-19,278.625
2002-11-20,278.066
2002-11-21,279.242
2002-11-22,282.566
2002-11-25,284.415
2002-11-26,284.062
2002-11-27,284.547
2002-11-28,287.659
2002-11-29,285.063
2002-12-02,289.909
2002-12-03,291.059
2002-12-04,285.653
2002-12-05,285.765
2002-12-06,284.138
2002-12-09,280.046
2002-12-10,280.653
2002-12-11,278.787
2002-12-12,279.748
2002-12-13,280.325
2002-12-16,278.422
2002-12-17,279.307
2002-12-18,274.74
2002-12-19,274.537
2002-12-20,276.352
2002-12-23,277.019
2002-12-24,276.824
2002-12-25,276.824
2002-12-26,276.827
2002-12-27,273.494
2002-12-30,268.509
2002-12-31,270.23
2003-01-01,270.23
2003-01-02,271.766
2003-01-03,277.165
2003-01-06,278.505
2003-01-07,278.375
2003-01-08,279.862
2003-01-09,279.932
2003-01-10,282.626
2003-01-13,286.898
2003-01-14,288.16
2003-01-15,291.383
2003-01-16,287.679
2003-01-17,284.822
2003-01-20,282.897
2003-01-21,284.765
2003-01-22,283.549
2003-01-23,283.428
2003-01-24,280.057
2003-01-27,274.454
2003-01-28,277.177
2003-01-29,274.927
2003-01-30,276.821
2003-01-31,276.825
2003-02-03,276.821
2003-02-04,278.281
2003-02-05,276.529
2003-02-06,275.052
2003-02-07,276.441
2003-02-10,277.789
2003-02-11,276.772
2003-02-12,280.758
2003-02-13,276.072
2003-02-14,275.23
2003-02-17,281.219
2003-02-18,280.409
2003-02-19,282.396
2003-02-20,279.77
2003-02-21,276.344
2003-02-24,276.374
2003-02-25,274.332
2003-02-26,274.536
2003-02-27,273.971
2003-02-28,273.46
2003-03-03,277.142
2003-03-04,276.819
2003-03-05,275.739
2003-03-06,271.142
2003-03-07,268.906
2003-03-10,266.949
2003-03-11,267.779
2003-03-12,269.131
2003-03-13,267.947
2003-03-14,271.522
2003-03-17,267.937
2003-03-18,272.829
2003-03-19,278.985
2003-03-20,280.881
2003-03-21,280.093
2003-03-24,277.389
2003-03-25,276.209
2003-03-26,277.255
2003-03-27,271.906
2003-03-28,271.664
2003-03-31,263.895
2003-04-01,261.103
2003-04-02,263.856
2003-04-03,264.642
2003-04-04,269.747
2003-04-07,272.018
2003-04-08,267.197
2003-04-09,261.142
2003-04-10,258.935
2003-04-11,260.095
2003-04-14,257.036
2003-04-15,258.256
2003-04-16,260.391
2003-04-17,258.234
2003-04-18,258.234
2003-04-21,258.231
2003-04-22,258.324
2003-04-23,256.197
2003-04-24,252.629
2003-04-25,252.64
2003-04-28,255.425
2003-04-29,266.998
2003-04-30,266.789
2003-05-01,266.792
2003-05-02,271.41
2003-05-05,275.251
2003-05-06,276.188
2003-05-07,274.509
2003-05-08,274.509
2003-05-09,275.26
2003-05-12,277.527
2003-05-13,279.309
2003-05-14,277.61
2003-05-15,278.452
2003-05-16,278.996
2003-05-19,280.592
2003-05-20,280.031
2003-05-21,280.67
2003-05-22,282.668
2003-05-23,286.886
2003-05-26,292.944
2003-05-27,291.824
2003-05-28,293.548
2003-05-29,292.787
2003-05-30,294.039
2003-06-02,299.149
2003-06-03,299.863
2003-06-04,299.856
2003-06-05,299.513
2003-06-06,301.083
2003-06-09,304.161
2003-06-10,307.564
2003-06-11,307.948
2003-06-12,308.55
2003-06-13,310.924
2003-06-16,308.988
2003-06-17,313.134
2003-06-18,310.935
2003-06-19,312.482
2003-06-20,312.062
2003-06-23,306.573
2003-06-24,302.096
2003-06-25,303.978
2003-06-26,305.445
2003-06-27,307.922
2003-06-30,306.867
2003-07-01,306.855
2003-07-02,310.741
2003-07-03,312.882
2003-07-04,312.674
2003-07-07,320.111
2003-07-08,322.26
2003-07-09,325.918
2003-07-10,323.334
2003-07-11,320.494
2003-07-14,327.183
2003-07-15,324.495
2003-07-16,326.293
2003-07-17,323.8
2003-07-18,323.945
2003-07-21,324.072
2003-07-22,322.412
2003-07-23,319.067
2003-07-24,321.085
2003-07-25,321.231
2003-07-28,327.016
2003-07-29,328.287
2003-07-30,326.827
2003-07-31,327.265
2003-08-01,331.02
2003-08-04,330.816
2003-08-05,328.696
2003-08-06,322.217
2003-08-07,321.884
2003-08-08,324.702
2003-08-11,329.215
2003-08-12,334.816
2003-08-13,339.724
2003-08-14,341.733
2003-08-15,341.364
2003-08-18,345.14
2003-08-19,347.566
2003-08-20,349.368
2003-08-21,358.14
2003-08-22,362.196
2003-08-25,359.435
2003-08-26,359.068
2003-08-27,359.384
2003-08-28,362.084
2003-08-29,367.436
2003-09-01,373.418
2003-09-02,375.204
2003-09-03,385.794
2003-09-04,387.073
2003-09-05,384.657
2003-09-08,383.414
2003-09-09,377.241
2003-09-10,368.379
2003-09-11,375.052
2003-09-12,375.047
2003-09-15,379.756
2003-09-16,381.831
2003-09-17,383.546
2003-09-18,380.523
2003-09-19,376.56
2003-09-22,374.117
2003-09-23,381.188
2003-09-24,394.775
2003-09-25,394.54
2003-09-26,395.943
2003-09-29,392.659
2003-09-30,396.082
2003-10-01,396.381
2003-10-02,406.898
2003-10-03,410.66
2003-10-06,414.298
2003-10-07,410.702
2003-10-08,404.474
2003-10-09,407.34
2003-10-10,410.261
2003-10-13,415.001
2003-10-14,409.839
2003-10-15,415.742
2003-10-16,414.738
2003-10-17,415.577
2003-10-20,418.615
2003-10-21,424.349
2003-10-22,421.094
2003-10-23,403.831
2003-10-24,404.61
2003-10-27,407.552
2003-10-28,417.514
2003-10-29,418.601
2003-10-30,414.463
2003-10-31,414.962
2003-11-03,417.643
2003-11-04,421.07
2003-11-05,420.651
2003-11-06,413.7
2003-11-07,417.696
2003-11-10,414.964
2003-11-11,408.486
2003-11-12,404.974
2003-11-13,412.191
2003-11-14,411.989
2003-11-17,406.386
2003-11-18,407.412
2003-11-19,401.511
2003-11-20,400.435
2003-11-21,398.537
2003-11-24,397.408
2003-11-25,404.362
2003-11-26,408.199
2003-11-27,408.944
2003-11-28,415.38
2003-12-01,423.219
2003-12-02,423.817
2003-12-03,423.683
2003-12-04,424.387
2003-12-05,424.059
2003-12-08,421.224
2003-12-09,424.324
2003-12-10,423.431
2003-12-11,427.996
2003-12-12,430.341
2003-12-15,426.161
2003-12-16,418.597
2003-12-17,415.058
2003-12-18,414.375
2003-12-19,417.577
2003-12-22,418.792
2003-12-23,419.146
2003-12-24,420.724
2003-12-25,420.724
2003-12-26,420.7
2003-12-29,419.22
2003-12-30,422.398
2003-12-31,425.313
2004-01-01,425.313
2004-01-02,431.833
2004-01-05,442.749
2004-01-06,449.657
2004-01-07,446.699
2004-01-08,446.868
2004-01-09,456.785
2004-01-12,458.755
2004-01-13,457.007
2004-01-14,459.304
2004-01-15,459.281
2004-01-16,457.74
2004-01-19,462.358
2004-01-20,477.051
2004-01-21,483.278
2004-01-22,483.316
2004-01-23,483.328
2004-01-26,486.571
2004-01-27,487.841
2004-01-28,472.739
2004-01-29,467.849
2004-01-30,467.331
2004-02-02,457.305
2004-02-03,463.399
2004-02-04,463.705
2004-02-05,460.867
2004-02-06,471.459
2004-02-09,482.722
2004-02-10,480.879
2004-02-11,478.822
2004-02-12,480.31
2004-02-13,482.672
2004-02-16,487.037
2004-02-17,487.245
2004-02-18,488.458
2004-02-19,485.873
2004-02-20,484.19
2004-02-23,481.583
2004-02-24,480.858
2004-02-25,474.085
2004-02-26,477.308
2004-02-27,482.037
2004-03-01,483.558
2004-03-02,483.568
2004-03-03,477.519
2004-03-04,477.895
2004-03-05,481.594
2004-03-08,483.763
2004-03-09,479.899
2004-03-10,472.945
2004-03-11,465.193
2004-03-12,461.428
2004-03-15,465.316
2004-03-16,464.15
2004-03-17,468.846
2004-03-18,468.028
2004-03-19,467.737
2004-03-22,462.435
2004-03-23,462.889
2004-03-24,466.074
2004-03-25,456.364
2004-03-26,455.705
2004-03-29,451.666
2004-03-30,456.121
2004-03-31,457.957
2004-04-01,461.227
2004-04-02,468.959
2004-04-05,468.877
2004-04-06,477.079
2004-04-07,479.493
2004-04-08,480.546
2004-04-09,480.546
2004-04-12,480.53
2004-04-13,483.349
2004-04-14,468.454
2004-04-15,458.066
2004-04-16,461.931
2004-04-19,461.041
2004-04-20,456.38
2004-04-21,448.624
2004-04-22,447.209
2004-04-23,458.386
2004-04-26,447.809
2004-04-27,449.231
2004-04-28,448.679
2004-04-29,437.533
2004-04-30,435.855
2004-05-03,435.436
2004-05-04,444.706
2004-05-05,439.345
2004-05-06,438.775
2004-05-07,431.896
2004-05-10,408.632
2004-05-11,412.031
2004-05-12,418.444
2004-05-13,407.789
2004-05-14,393.881
2004-05-17,373.85
2004-05-18,381.658
2004-05-19,404.051
2004-05-20,401.862
2004-05-21,413.132
2004-05-24,417.176
2004-05-25,416.403
2004-05-26,416.376
2004-05-27,425.817
2004-05-28,430.924
2004-05-31,432.572
2004-06-01,428.726
2004-06-02,430.585
2004-06-03,420.25
2004-06-04,422.371
2004-06-07,433.257
2004-06-08,435.312
2004-06-09,433.907
2004-06-10,433.916
2004-06-11,435.338
2004-06-14,425.3
2004-06-15,424.471
2004-06-16,424.622
2004-06-17,420.355
2004-06-18,412.84
2004-06-21,412.191
2004-06-22,412.175
2004-06-23,413.916
2004-06-24,420.742
2004-06-25,422.937
2004-06-28,425.168
2004-06-29,423.338
2004-06-30,430.513
2004-07-01,430.521
2004-07-02,431.606
2004-07-05,434.048
2004-07-06,439.083
2004-07-07,442.589
2004-07-08,437.882
2004-07-09,438.696
2004-07-12,439.065
2004-07-13,434.203
2004-07-14,429.86
2004-07-15,429.197
2004-07-16,432.812
2004-07-19,436.587
2004-07-20,435.468
2004-07-21,442.854
2004-07-22,439.977
2004-07-23,441.69
2004-07-26,440.131
2004-07-27,439.311
2004-07-28,442.064
2004-07-29,437.43
2004-07-30,437.504
2004-08-02,434.975
2004-08-03,433.69
2004-08-04,433.199
2004-08-05,440.725
2004-08-06,438.872
2004-08-09,436.024
2004-08-10,434.195
2004-08-11,430.978
2004-08-12,430.12
2004-08-13,425.305
2004-08-16,418.997
2004-08-17,421.158
2004-08-18,423.358
2004-08-19,430.651
2004-08-20,429.522
2004-08-23,431.717
2004-08-24,437.576
2004-08-25,444.787
2004-08-26,447.436
2004-08-27,443.151
2004-08-30,444.343
2004-08-31,447.239
2004-09-01,456.108
2004-09-02,458.534
2004-09-03,454.257
2004-09-06,461.25
2004-09-07,464.804
2004-09-08,462.894
2004-09-09,460.803
2004-09-10,461.164
2004-09-13,466.328
2004-09-14,466.722
2004-09-15,466.272
2004-09-16,471.361
2004-09-17,470.708
2004-09-20,471.549
2004-09-21,473.818
2004-09-22,471.276
2004-09-23,468.85
2004-09-24,462.136
2004-09-27,460.461
2004-09-28,459.43
2004-09-29,459.463
2004-09-30,464.671
2004-10-01,464.715
2004-10-04,474.602
2004-10-05,477.817
2004-10-06,475.105
2004-10-07,476.752
2004-10-08,473.646
2004-10-11,472.628
2004-10-12,472.465
2004-10-13,469.976
2004-10-14,466.867
2004-10-15,468.954
2004-10-18,468.389
2004-10-19,471.767
2004-10-20,466.356
2004-10-21,463.153
2004-10-22,463.067
2004-10-25,458.476
2004-10-26,459.88
2004-10-27,461.884
2004-10-28,471.464
2004-10-29,469.465
2004-11-01,470.175
2004-11-02,479.327
2004-11-03,487.282
2004-11-04,486.499
2004-11-05,492.089
2004-11-08,491.28
2004-11-09,494.257
2004-11-10,494.78
2004-11-11,494.969
2004-11-12,500.851
2004-11-15,505.365
2004-11-16,500.551
2004-11-17,504.207
2004-11-18,508.046
2004-11-19,508.923
2004-11-22,508.374
2004-11-23,516.039
2004-11-24,517.75
2004-11-25,517.008
2004-11-26,516.26
2004-11-29,517.938
2004-11-30,517.888
2004-12-01,514.849
2004-12-02,519.817
2004-12-03,518.28
2004-12-06,517.368
2004-12-07,516.078
2004-12-08,509.317
2004-12-09,507.955
2004-12-10,505.018
2004-12-13,502.664
2004-12-14,508.744
2004-12-15,511.601
2004-12-16,513.41
2004-12-17,515.386
2004-12-20,522.81
2004-12-21,520.556
2004-12-22,519.594
2004-12-23,522.428
2004-12-24,522.651
2004-12-27,522.675
2004-12-28,525.804
2004-12-29,526.882
2004-12-30,525.543
2004-12-31,529.228
2005-01-03,530.165
2005-01-04,525.635
2005-01-05,512.325
2005-01-06,512.835
2005-01-07,507.487
2005-01-10,505.683
2005-01-11,502.188
2005-01-12,502.129
2005-01-13,505.002
2005-01-14,501.387
2005-01-17,506.314
2005-01-18,509.149
2005-01-19,509.557
2005-01-20,505.149
2005-01-21,502.586
2005-01-24,498.586
2005-01-25,503.483
2005-01-26,506.867
2005-01-27,505.642
2005-01-28,508.141
2005-01-31,510.574
2005-02-01,506.615
2005-02-02,508.486
2005-02-03,509.68
2005-02-04,511.904
2005-02-07,519.826
2005-02-08,521.574
2005-02-09,521.574
2005-02-10,521.574
2005-02-11,521.558
2005-02-14,524.34
2005-02-15,524.693
2005-02-16,526.144
2005-02-17,524.975
2005-02-18,529.08
2005-02-21,530.881
2005-02-22,529.077
2005-02-23,526.765
2005-02-24,531.292
2005-02-25,535.901
2005-02-28,536.511
2005-03-01,536.146
2005-03-02,531.066
2005-03-03,532.64
2005-03-04,526.804
2005-03-07,531.822
2005-03-08,535.22
2005-03-09,537.55
2005-03-10,534.722
2005-03-11,534.558
2005-03-14,532.795
2005-03-15,527.453
2005-03-16,531.82
2005-03-17,530.068
2005-03-18,530.522
2005-03-21,529.855
2005-03-22,527.7
2005-03-23,522.43
2005-03-24,523.198
2005-03-25,523.198
2005-03-28,523.198
2005-03-29,519.41
2005-03-30,519.265
2005-03-31,523.218
2005-04-01,523.739
2005-04-04,525.835
2005-04-05,525.815
2005-04-06,527.486
2005-04-07,530.163
2005-04-08,533.556
2005-04-11,532.574
2005-04-12,531.765
2005-04-13,536.526
2005-04-14,536.371
2005-04-15,531.156
2005-04-18,519.478
2005-04-19,524.66
2005-04-20,524.088
2005-04-21,526.382
2005-04-22,528.792
2005-04-25,530.879
2005-04-26,535.052
2005-04-27,534.016
2005-04-28,536.098
2005-04-29,535.497
2005-05-02,535.428
2005-05-03,536.93
2005-05-04,539.039
2005-05-05,542.854
2005-05-06,541.173
2005-05-09,542.418
2005-05-10,540.885
2005-05-11,536.443
2005-05-12,537.584
2005-05-13,536.68
2005-05-16,536.611
2005-05-17,530.308
2005-05-18,529.473
2005-05-19,529.901
2005-05-20,531.227
2005-05-23,530.924
2005-05-24,532.331
2005-05-25,528.468
2005-05-26,528.123
2005-05-27,534.652
2005-05-30,536.591
2005-05-31,538.172
2005-06-01,536.179
2005-06-02,535.393
2005-06-03,536.812
2005-06-06,536.972
2005-06-07,536.564
2005-06-08,537.716
2005-06-09,538.142
2005-06-10,539.033
2005-06-13,539.465
2005-06-14,539.41
2005-06-15,540.397
2005-06-16,540.516
2005-06-17,544.425
2005-06-20,544.212
2005-06-21,544.571
2005-06-22,550.987
2005-06-23,555.166
2005-06-24,557.677
2005-06-27,556.961
2005-06-28,558.004
2005-06-29,559.747
2005-06-30,558.17
2005-07-01,558.231
2005-07-04,557.24
2005-07-05,555.731
2005-07-06,556.185
2005-07-07,550.962
2005-07-08,548.683
2005-07-11,556.212
2005-07-12,558.887
2005-07-13,562.761
2005-07-14,567.3
2005-07-15,570.81
2005-07-18,576.717
2005-07-19,577.9
2005-07-20,582.904
2005-07-21,581.573
2005-07-22,584.997
2005-07-25,586.248
2005-07-26,584.194
2005-07-27,587.072
2005-07-28,588.344
2005-07-29,591.748
2005-08-01,593.008
2005-08-02,596.409
2005-08-03,598.712
2005-08-04,597.862
2005-08-05,594.87
2005-08-08,593.417
2005-08-09,590.329
2005-08-10,596.12
2005-08-11,599.004
2005-08-12,595.973
2005-08-15,595.254
2005-08-16,595.877
2005-08-17,595.597
2005-08-18,585.316
2005-08-19,584.853
2005-08-22,587.846
2005-08-23,581.679
2005-08-24,577.872
2005-08-25,577.733
2005-08-26,583.461
2005-08-29,580.558
2005-08-30,582.696
2005-08-31,581.949
2005-09-01,591.204
2005-09-02,593.13
2005-09-05,591.928
2005-09-06,590.196
2005-09-07,591.28
2005-09-08,588.964
2005-09-09,588.266
2005-09-12,590.484
2005-09-13,587.455
2005-09-14,588.794
2005-09-15,588.55
2005-09-16,585.931
2005-09-19,585.863
2005-09-20,588.322
2005-09-21,586.469
2005-09-22,584.975
2005-09-23,582.553
2005-09-26,583.585
2005-09-27,585.291
2005-09-28,590.512
2005-09-29,594.35
2005-09-30,595.744
2005-10-03,599.575
2005-10-04,602.622
2005-10-05,596.103
2005-10-06,584.744
2005-10-07,585.859
2005-10-10,586.648
2005-10-11,586.553
2005-10-12,577.765
2005-10-13,577.665
2005-10-14,572.143
2005-10-17,568.92
2005-10-18,571.59
2005-10-19,560.062
2005-10-20,559.904
2005-10-21,561.512
2005-10-24,557.408
2005-10-25,557.689
2005-10-26,554.003
2005-10-27,550.25
2005-10-28,549.236
2005-10-31,554.581
2005-11-01,565.194
2005-11-02,566.94
2005-11-03,568.991
2005-11-04,569.501
2005-11-07,561.62
2005-11-08,561.13
