Date,CANADA SMALL VALUE Small Cap
2003-02-12,285.062
2003-02-13,286.513
2003-02-14,287.029
2003-02-17,288.083
2003-02-18,288.624
2003-02-19,288.747
2003-02-20,291.024
2003-02-21,290.418
2003-02-24,290.696
2003-02-25,288.454
2003-02-26,289.066
2003-02-27,290.837
2003-02-28,291.57
2003-03-03,288.635
2003-03-04,286.577
2003-03-05,286.797
2003-03-06,283.427
2003-03-07,282.398
2003-03-10,279.412
2003-03-11,278.695
2003-03-12,275.3
2003-03-13,277.469
2003-03-14,278.957
2003-03-17,282.383
2003-03-18,282.451
2003-03-19,282.673
2003-03-20,284.863
2003-03-21,285.008
2003-03-24,280.983
2003-03-25,280.764
2003-03-26,280.761
2003-03-27,279.847
2003-03-28,281.107
2003-03-31,280.701
2003-04-01,279.011
2003-04-02,280.242
2003-04-03,282.039
2003-04-04,283.465
2003-04-07,283.735
2003-04-08,285.272
2003-04-09,286.476
2003-04-10,288.595
2003-04-11,288.221
2003-04-14,289.406
2003-04-15,291.154
2003-04-16,291.1
2003-04-17,293.509
2003-04-18,293.509
2003-04-21,295.163
2003-04-22,297.755
2003-04-23,297.832
2003-04-24,295.446
2003-04-25,294.548
2003-04-28,298.501
2003-04-29,300.242
2003-04-30,305.985
2003-05-01,309.778
2003-05-02,311.537
2003-05-05,317.962
2003-05-06,320.35
2003-05-07,318.294
2003-05-08,319.079
2003-05-09,321.03
2003-05-12,324.201
2003-05-13,321.71
2003-05-14,325.539
2003-05-15,326.462
2003-05-16,327.856
2003-05-19,329.592
2003-05-20,328.82
2003-05-21,327.326
2003-05-22,325.83
2003-05-23,323.831
2003-05-26,323.944
2003-05-27,326.719
2003-05-28,326.632
2003-05-29,330.658
2003-05-30,335.699
2003-06-02,339.785
2003-06-03,337.27
2003-06-04,346.449
2003-06-05,353.572
2003-06-06,352.565
2003-06-09,350.022
2003-06-10,347.911
2003-06-11,354.135
2003-06-12,356.546
2003-06-13,357.12
2003-06-16,362.409
2003-06-17,364.883
2003-06-18,364.683
2003-06-19,359.622
2003-06-20,360.081
2003-06-23,356.077
2003-06-24,354.456
2003-06-25,359.299
2003-06-26,358.135
2003-06-27,359.096
2003-06-30,355.979
2003-07-01,358.512
2003-07-02,362.74
2003-07-03,364.129
2003-07-04,362.99
2003-07-07,364.405
2003-07-08,361.331
2003-07-09,359.424
2003-07-10,356.164
2003-07-11,358.975
2003-07-14,361.702
2003-07-15,354.919
2003-07-16,355.892
2003-07-17,353.613
2003-07-18,352.744
2003-07-21,356.15
2003-07-22,356.229
2003-07-23,358.671
2003-07-24,362.82
2003-07-25,368.049
2003-07-28,370.227
2003-07-29,368.551
2003-07-30,365.594
2003-07-31,365.836
2003-08-01,366.861
2003-08-04,364.753
2003-08-05,363.225
2003-08-06,361.763
2003-08-07,365.819
2003-08-08,368.227
2003-08-11,373.274
2003-08-12,375.115
2003-08-13,375.203
2003-08-14,374.599
2003-08-15,374.368
2003-08-18,375.398
2003-08-19,375.377
2003-08-20,378.699
2003-08-21,381.271
2003-08-22,380.389
2003-08-25,381.974
2003-08-26,382.27
2003-08-27,382.061
2003-08-28,384.162
2003-08-29,388.783
2003-09-01,390.373
2003-09-02,390.372
2003-09-03,393.041
2003-09-04,396.339
2003-09-05,397.826
2003-09-08,398.847
2003-09-09,400.901
2003-09-10,397.309
2003-09-11,398.225
2003-09-12,398.807
2003-09-15,399.088
2003-09-16,402.216
2003-09-17,402.519
2003-09-18,404.463
2003-09-19,409.703
2003-09-22,408.337
2003-09-23,408.028
2003-09-24,404.732
2003-09-25,404.565
2003-09-26,396.617
2003-09-29,396.08
2003-09-30,395.7
2003-10-01,401.742
2003-10-02,404.498
2003-10-03,404.595
2003-10-06,407.21
2003-10-07,410.905
2003-10-08,412.085
2003-10-09,411.504
2003-10-10,417.644
2003-10-13,418.34
2003-10-14,420.282
2003-10-15,421.592
2003-10-16,426.953
2003-10-17,424.974
2003-10-20,422.349
2003-10-21,425.111
2003-10-22,423.325
2003-10-23,420.395
2003-10-24,421.165
2003-10-27,423.107
2003-10-28,423.542
2003-10-29,425.494
2003-10-30,426.991
2003-10-31,427.333
2003-11-03,428.867
2003-11-04,432.633
2003-11-05,434.76
2003-11-06,432.46
2003-11-07,435.243
2003-11-10,439.575
2003-11-11,435.518
2003-11-12,441.374
2003-11-13,440.731
2003-11-14,439.46
2003-11-17,437.615
2003-11-18,437.599
2003-11-19,437.953
2003-11-20,438.089
2003-11-21,434.624
2003-11-24,430.792
2003-11-25,432.821
2003-11-26,439.698
2003-11-27,438.349
2003-11-28,443.124
2003-12-01,444.515
2003-12-02,446.868
2003-12-03,445.549
2003-12-04,442.463
2003-12-05,444.359
2003-12-08,445.917
2003-12-09,444.137
2003-12-10,443.811
2003-12-11,439.058
2003-12-12,443.704
2003-12-15,443.598
2003-12-16,444.369
2003-12-17,444.359
2003-12-18,447.306
2003-12-19,444.19
2003-12-22,448.08
2003-12-23,451.24
2003-12-24,455.759
2003-12-25,455.759
2003-12-26,458.769
2003-12-29,462.378
2003-12-30,464.015
2003-12-31,470.095
2004-01-01,470.095
2004-01-02,472.525
2004-01-05,479.293
2004-01-06,479.55
2004-01-07,474.553
2004-01-08,476.168
2004-01-09,479.334
2004-01-12,477.917
2004-01-13,478.538
2004-01-14,471.12
2004-01-15,469.099
2004-01-16,471.366
2004-01-19,473.06
2004-01-20,480.756
2004-01-21,477.104
2004-01-22,477.827
2004-01-23,474.748
2004-01-26,473.245
2004-01-27,477.043
2004-01-28,468.171
2004-01-29,461.221
2004-01-30,464.702
2004-02-02,463.612
2004-02-03,465.514
2004-02-04,462.18
2004-02-05,460.286
2004-02-06,467.869
2004-02-09,469.742
2004-02-10,469.836
2004-02-11,470.164
2004-02-12,473.194
2004-02-13,476.712
2004-02-16,477.811
2004-02-17,480.262
2004-02-18,479.044
2004-02-19,473.033
2004-02-20,466.359
2004-02-23,467.148
2004-02-24,471.331
2004-02-25,469.889
2004-02-26,469.471
2004-02-27,472.254
2004-03-01,478.229
2004-03-02,474.489
2004-03-03,471.632
2004-03-04,475.543
2004-03-05,482.101
2004-03-08,481.25
2004-03-09,478.324
2004-03-10,470.37
2004-03-11,468.987
2004-03-12,466.383
2004-03-15,462.128
2004-03-16,462.005
2004-03-17,459.341
2004-03-18,463.975
2004-03-19,466.615
2004-03-22,462.73
2004-03-23,459.745
2004-03-24,455.531
2004-03-25,464.132
2004-03-26,464.981
2004-03-29,470.218
2004-03-30,473.716
2004-03-31,472.677
2004-04-01,475.434
2004-04-02,478.57
2004-04-05,481.181
2004-04-06,483.001
2004-04-07,479.614
2004-04-08,474.565
2004-04-09,474.565
2004-04-12,473.601
2004-04-13,467.621
2004-04-14,456.244
2004-04-15,456.569
2004-04-16,464.418
2004-04-19,462.801
2004-04-20,457.678
2004-04-21,450.992
2004-04-22,455.286
2004-04-23,452.578
2004-04-26,455.565
2004-04-27,452.54
2004-04-28,437.608
2004-04-29,436.674
2004-04-30,438.064
2004-05-03,436.977
2004-05-04,441.951
2004-05-05,442.641
2004-05-06,438.386
2004-05-07,430.621
2004-05-10,422.024
2004-05-11,425.442
2004-05-12,424.608
2004-05-13,421.46
2004-05-14,425.209
2004-05-17,424.987
2004-05-18,422.471
2004-05-19,432.523
2004-05-20,435.392
2004-05-21,437.689
2004-05-24,439.07
2004-05-25,440.59
2004-05-26,441.799
2004-05-27,448.733
2004-05-28,446.07
2004-05-31,447.719
2004-06-01,445.991
2004-06-02,447.779
2004-06-03,446.614
2004-06-04,451.737
2004-06-07,455.405
2004-06-08,455.661
2004-06-09,451.958
2004-06-10,451.922
2004-06-11,450.653
2004-06-14,446.422
2004-06-15,445.811
2004-06-16,446.228
2004-06-17,448.719
2004-06-18,452.458
2004-06-21,453.516
2004-06-22,456.577
2004-06-23,455.626
2004-06-24,462.015
2004-06-25,457.898
2004-06-28,460.29
2004-06-29,460.444
2004-06-30,465.903
2004-07-01,468.875
2004-07-02,468.966
2004-07-05,465.835
2004-07-06,466.992
2004-07-07,469.28
2004-07-08,468.441
2004-07-09,468.495
2004-07-12,467.243
2004-07-13,461.312
2004-07-14,464.281
2004-07-15,463.749
2004-07-16,470.164
2004-07-19,468.071
2004-07-20,466.778
2004-07-21,463.672
2004-07-22,463.313
2004-07-23,459.108
2004-07-26,450.99
2004-07-27,448.635
2004-07-28,454.128
2004-07-29,459.446
2004-07-30,458.183
2004-08-02,456.98
2004-08-03,463.42
2004-08-04,460.254
2004-08-05,455.087
2004-08-06,454.11
2004-08-09,444.682
2004-08-10,447.918
2004-08-11,442.261
2004-08-12,438.703
2004-08-13,444.938
2004-08-16,450.913
2004-08-17,448.698
2004-08-18,446.906
2004-08-19,454.666
2004-08-20,456.238
2004-08-23,453.259
2004-08-24,450.771
2004-08-25,451.067
2004-08-26,450.689
2004-08-27,451.231
2004-08-30,450.053
2004-08-31,453.524
2004-09-01,457.54
2004-09-02,460.271
2004-09-03,458.563
2004-09-06,459.799
2004-09-07,463.209
2004-09-08,460.914
2004-09-09,463.96
2004-09-10,463.516
2004-09-13,462.753
2004-09-14,465.588
2004-09-15,461.534
2004-09-16,465.431
2004-09-17,460.441
2004-09-20,461.645
2004-09-21,470.269
2004-09-22,470.124
2004-09-23,474.094
2004-09-24,473.037
2004-09-27,472.931
2004-09-28,477.984
2004-09-29,480.594
2004-09-30,486.033
2004-10-01,492.67
2004-10-04,490.128
2004-10-05,495.753
2004-10-06,499.431
2004-10-07,499.584
2004-10-08,500.764
2004-10-11,499.148
2004-10-12,495.815
2004-10-13,487.321
2004-10-14,487.16
2004-10-15,489.262
2004-10-18,487.012
2004-10-19,482.469
2004-10-20,488.675
2004-10-21,489.189
2004-10-22,490.587
2004-10-25,497.673
2004-10-26,498.096
2004-10-27,500.137
2004-10-28,497.551
2004-10-29,501.435
2004-11-01,501.789
2004-11-02,499.618
2004-11-03,509.567
2004-11-04,511.443
2004-11-05,515.589
2004-11-08,517.937
2004-11-09,516.765
2004-11-10,516.741
2004-11-11,519.106
2004-11-12,524.506
2004-11-15,524.301
2004-11-16,530.024
2004-11-17,533.268
2004-11-18,524.919
2004-11-19,528.256
2004-11-22,536.169
2004-11-23,535.67
2004-11-24,539.513
2004-11-25,540.863
2004-11-26,542.093
2004-11-29,543.683
2004-11-30,540.766
2004-12-01,544.381
2004-12-02,536.543
2004-12-03,535.068
2004-12-06,534.229
2004-12-07,528.604
2004-12-08,520.615
2004-12-09,519.78
2004-12-10,518.383
2004-12-13,522.496
2004-12-14,519.317
2004-12-15,527.756
2004-12-16,526.292
2004-12-17,528.427
2004-12-20,534.06
2004-12-21,537.479
2004-12-22,537.578
2004-12-23,541.382
2004-12-24,547.081
2004-12-27,550.353
2004-12-28,550.196
2004-12-29,553.697
2004-12-30,559.298
2004-12-31,563.584
2005-01-03,557.42
2005-01-04,545.46
2005-01-05,535.675
2005-01-06,531.896
2005-01-07,534.077
2005-01-10,541.906
2005-01-11,542.628
2005-01-12,550.275
2005-01-13,549.054
2005-01-14,546.204
2005-01-17,548.245
2005-01-18,550.738
2005-01-19,549.939
2005-01-20,546.048
2005-01-21,548.713
2005-01-24,548.991
2005-01-25,543.667
2005-01-26,546.611
2005-01-27,544.466
2005-01-28,542.563
2005-01-31,545.798
2005-02-01,549.44
2005-02-02,552.882
2005-02-03,553.201
2005-02-04,554.193
2005-02-07,551.952
2005-02-08,553.61
2005-02-09,554.418
2005-02-10,562.915
2005-02-11,566.797
2005-02-14,568.7
2005-02-15,568.559
2005-02-16,569.642
2005-02-17,576.114
2005-02-18,578.0
2005-02-21,576.485
2005-02-22,574.698
2005-02-23,570.023
2005-02-24,570.851
2005-02-25,579.121
2005-02-28,584.818
2005-03-01,579.896
2005-03-02,582.431
2005-03-03,583.037
2005-03-04,595.735
2005-03-07,592.171
2005-03-08,599.529
2005-03-09,601.659
2005-03-10,598.308
2005-03-11,601.232
2005-03-14,599.143
2005-03-15,601.056
2005-03-16,597.739
2005-03-17,598.861
2005-03-18,595.917
2005-03-21,591.366
2005-03-22,595.703
2005-03-23,584.431
2005-03-24,581.841
2005-03-25,581.841
2005-03-28,574.819
2005-03-29,572.732
2005-03-30,573.931
2005-03-31,581.856
2005-04-01,580.795
2005-04-04,575.718
2005-04-05,576.2
2005-04-06,576.294
2005-04-07,579.398
2005-04-08,574.461
2005-04-11,572.889
2005-04-12,566.693
2005-04-13,561.113
2005-04-14,552.007
2005-04-15,548.356
2005-04-18,546.151
2005-04-19,554.375
2005-04-20,554.464
2005-04-21,555.418
2005-04-22,556.194
2005-04-25,556.928
2005-04-26,552.551
2005-04-27,546.617
2005-04-28,540.771
2005-04-29,543.366
2005-05-02,540.971
2005-05-03,542.494
2005-05-04,549.796
2005-05-05,551.942
2005-05-06,553.703
2005-05-09,558.575
2005-05-10,552.439
2005-05-11,546.219
2005-05-12,541.313
2005-05-13,534.44
2005-05-16,533.951
2005-05-17,536.913
2005-05-18,545.601
2005-05-19,546.577
2005-05-20,547.215
2005-05-23,550.241
2005-05-24,549.741
2005-05-25,547.28
2005-05-26,553.378
2005-05-27,554.565
2005-05-30,560.871
2005-05-31,564.442
2005-06-01,570.646
2005-06-02,567.136
2005-06-03,568.796
2005-06-06,566.745
2005-06-07,562.833
2005-06-08,565.427
2005-06-09,559.134
2005-06-10,565.359
2005-06-13,564.446
2005-06-14,565.965
2005-06-15,575.292
2005-06-16,579.253
2005-06-17,578.054
2005-06-20,578.358
2005-06-21,577.036
2005-06-22,576.31
2005-06-23,575.793
2005-06-24,574.232
2005-06-27,575.734
2005-06-28,576.801
2005-06-29,578.74
2005-06-30,579.043
2005-07-01,571.576
2005-07-04,574.298
2005-07-05,576.105
2005-07-06,582.989
2005-07-07,585.96
2005-07-08,592.348
2005-07-11,596.274
2005-07-12,600.528
2005-07-13,599.472
2005-07-14,595.361
2005-07-15,592.834
2005-07-18,594.418
2005-07-19,598.129
2005-07-20,599.202
2005-07-21,603.254
2005-07-22,607.949
2005-07-25,603.531
2005-07-26,597.636
2005-07-27,598.733
2005-07-28,600.291
2005-07-29,603.902
2005-08-01,610.374
2005-08-02,616.859
2005-08-03,617.044
2005-08-04,616.35
2005-08-05,609.124
2005-08-08,611.202
2005-08-09,607.912
2005-08-10,615.225
2005-08-11,622.596
2005-08-12,623.377
2005-08-15,621.873
2005-08-16,618.953
2005-08-17,613.171
2005-08-18,603.232
2005-08-19,607.808
2005-08-22,617.537
2005-08-23,622.189
2005-08-24,619.515
2005-08-25,625.352
2005-08-26,624.12
2005-08-29,625.059
2005-08-30,624.554
2005-08-31,634.245
2005-09-01,644.401
2005-09-02,640.263
2005-09-05,639.483
2005-09-06,643.538
2005-09-07,645.665
2005-09-08,648.369
2005-09-09,657.587
2005-09-12,651.515
2005-09-13,651.526
2005-09-14,655.259
2005-09-15,654.178
2005-09-16,660.69
2005-09-19,661.366
2005-09-20,655.514
2005-09-21,657.414
2005-09-22,654.283
2005-09-23,648.213
2005-09-26,652.903
2005-09-27,648.762
2005-09-28,654.425
2005-09-29,663.179
2005-09-30,668.411
2005-10-03,671.644
2005-10-04,663.79
2005-10-05,651.628
2005-10-06,641.167
2005-10-07,648.324
2005-10-10,648.324
2005-10-11,645.289
2005-10-12,640.408
2005-10-13,628.746
2005-10-14,628.409
2005-10-17,635.39
2005-10-18,625.99
2005-10-19,626.308
2005-10-20,619.698
2005-10-21,620.203
2005-10-24,618.136
2005-10-25,629.409
2005-10-26,632.937
2005-10-27,624.813
2005-10-28,626.031
2005-10-31,629.219
2005-11-01,628.71
2005-11-02,635.723
2005-11-03,639.398
2005-11-04,640.752
2005-11-07,638.569
2005-11-08,634.975
2005-11-09,638.18
